"state","name","category","total_liabilities","bonds_outstanding","compensated_absences","leases","loans_outstanding","net_pension_liability","net_opeb_liability"
"OR","Umatilla County School District No. 8r","School District",211901018,159161422,140713,0,0,43454544,5158822
"OR","Sherwood School District No. 88j","School District",410783332,341417006,313514,1043991,0,53880658,799511
"TN","Anderson County Schools - Internal School Funds","School District",0,0,0,0,0,0,0
"OR","Wallowa School District #12","School District",0,0,0,3080,0,0,0
"OR","Warrenton Urban Renewal Agency","Special District",2419546,2391955,0,0,0,0,0
"OR","South Wasco County School District No. 1","School District",4393310,0,0,213083,0,3872548,0
"GA","Warrenton","General Purpose",6685519,5896528,0,0,0,39751,0
"OR","Wasco County 4-H Extension Service District","Special District",0,0,0,0,0,0,0
"VT","Windsor Central Supervisory Union","School District",3177646,0,246511,0,0,614941,0
"OR","Wasco County Library Service District","Special District",0,0,0,0,0,0,0
"OR","Warrenton-Hammond School District No. 30","School District",59795422,48629130,0,24701,0,10414461,507117
"OR","Watseco Barview Water District","Special District",380223,12741,0,0,362663,0,0
"NE","Sarpy SID 278 County","Special District",4382900,3965000,0,0,0,0,0
"OR","Wedderburn Sanitary District","Special District",1519549,1471718,0,0,0,0,0
"OR","Winston Urban Renewal Agency","Special District",295692,0,0,0,0,0,0
"OR","Willamalane Parks & Rec District","Special District",16541828,15022485,399660,0,0,0,105627
"OR","West Valley Fire District","Special District",0,0,0,0,0,906251,0
"OR","Woodburn Urban Renewal Agency","Special District",2901066,0,0,0,0,0,0
"OR","Washington County Enhanced Sheriff Patrol District","Special District",169000,0,0,0,0,0,0
"OR","Willamina School District No. 30j","School District",13331553,2952157,0,0,0,9165908,478458
"OR","Willow Creek Park District","Special District",1297,0,0,0,0,0,0
"OR","Wheeler County School District No. 1","School District",0,0,0,0,0,0,0
"OR","Washington County Service District for Lighting 1","Special District",0,0,0,0,0,0,0
"OR","Newberg School District No. 29j","School District",69209467,24073509,162408,0,548447,38643277,2621124
"OR","Wilsonville Urban Renewal Agency","Special District",30811159,29978429,0,0,0,0,0
"TX","Housing Authority of Jim Hogg County","Special District",1101632,0,4262,0,0,0,0
"TN","Athens City Schools","School District",149443,0,0,0,0,0,0
"TN","Arthur-Shawanee Utility District","Special District",2017500,1821336,60627,0,0,35758,0
"OR","Yachats Urban Renewal District","Special District",0,0,0,0,0,0,0
"OR","West Linn","General Purpose",54099083,27303269,1084992,248092,4300000,16482774,907586
"OR","Winchester Bay Sanitary District","Special District",1868057,0,0,0,1691816,157149,0
"OR","Yamhill Communications Agency","Special District",2254078,0,81022,0,0,1806188,146786
"CA","Bella Vista Elementary School District","School District",3805644,0,25280,13243,0,3543767,15156
"PA","North Schuylkill Schoool District","Special District",84943687,28065000,755352,0,0,40654000,11243868
"OR","Westfir","General Purpose",648108,0,0,0,0,0,0
"CA","Belleview Elementary School District","School District",2196315,0,0,0,0,1989657,0
"OR","Winston","General Purpose",5137815,0,146269,0,2560393,1831256,83757
"ID","Falls","General Purpose",66883421,0,7451986,1313274,0,31186242,3057
"OR","Weston","General Purpose",1505223,1465603,0,0,36220,0,0
"OR","Wood","General Purpose",5178367,3435000,71230,0,0,977245,24858
"OR","Woodburn","General Purpose",44234382,21087241,879039,0,3808000,15782405,653590
"PA","Domestic Relations Section","Special District",3828245,0,174780,0,0,3308915,0
"OR","Yamhill","General Purpose",0,0,0,0,1537386,816962,0
"OH","Canton Township","General Purpose",0,845126,0,0,0,0,0
"OR","Gaston School District","School District",21005564,15793234,25064,0,0,4405641,269245
"CA","San Francisco Unified School District","School District",2652780917,897534000,0,4287000,0,836406746,782068572
"OR","Wasco","General Purpose",525109,0,0,0,476241,0,0
"PA","Housing Authority of the City of Dubois","Special District",130028,0,24727,0,0,0,0
"OR","Banks School District No. 13","School District",22599565,9786165,0,0,0,10190405,489060
"PA","Housing Authority of the County of Warren","Special District",413964,0,61939,0,0,192780,0
"OR","Forest Grove School District No. 15","School District",160786113,74425278,123674,0,0,65644102,1723810
"PA","Johnsonburg Municipal Authority","Special District",11976866,0,0,0,200328,0,0
"OR","West Umatilla Mosquito Control District","Special District",0,0,0,0,0,0,0
"PA","Lackawanna County Area Agency on Aging","Special District",377819,0,40162,0,0,0,0
"OR","Tigard-Tualatin School District 23j","School District",549614213,375708807,628277,0,0,140279260,8131056
"PA","Housing Authority of the County of Clarion","Special District",5285132,0,73808,0,0,329148,0
"WA","Northeast Washington Educational Service District No. 101","School District",20777247,1235000,556127,0,0,4784422,8778499
"PA","Hermitage","General Purpose",55252677,40485857,0,0,0,0,3558591
"FL","Housing Authority of the City of Stuart","Special District",202434,0,0,0,0,0,0
"IA","Metropolitan Transit Authority of Black Hawk County","Special District",8997713,0,0,0,0,1838637,2255755
"NE","Sarpy SID 293 County","Special District",7659021,1770000,0,0,0,0,0
"TN","Athens Utilities Board","Special District",32918906,1183765,0,0,0,4380281,0
"TN","Arrow Academy of Excellence","Charter School",158649,0,0,0,114895,0,0
"PR","Barranquitas","General Purpose",47392575,2013563,1680173,0,0,27627107,0
"OR","Washington County Consolidated Communications Agency","Special District",18523602,0,747763,0,0,12927261,501204
"TN","Atwood","General Purpose",5147,0,0,0,0,0,0
"RI","Housing Authority of the City of Providence","Special District",32975851,13967140,962680,0,0,0,6143044
"PA","The School District of the City of Harrisburg","School District",451083806,246747895,3118073,0,0,159107650,21209494
"PA","School District of the City of York","School District",267171816,62794326,2404485,0,1200000,163879000,16735895
"TN","Bean Station Utility District","Special District",2216307,1964601,0,0,0,0,0
"PA","Tamaqua Area School District","School District",65096453,10035000,2631262,1364648,0,39157000,3244906
"TN","Aurora Collegiate Academy Inc.","Charter School",4449427,0,0,0,361200,0,0
"SC","Housing Authority of the City of Anderson","Special District",267302,0,5419,0,0,0,0
"GA","Washington County","General Purpose",16132801,5691037,60197,0,0,4919849,2732800
"PR","San Sebastian","General Purpose",65870064,13998181,2168805,0,1506996,35641447,0
"PR","Jayuya","General Purpose",18294920,6772000,1170641,0,3148312,0,0
"PR","Puerto Rico Department of Education","Special District",0,0,0,0,0,0,0
"MI","Ypsilanti City Housing Commission","Special District",1317954,1176000,0,0,0,68304,0
"PR","National Guard of the Commonwealth of Puerto Rico","Special District",0,0,0,3216557,0,0,0
"MI","Ypsilanti Community Utilities Authority","Special District",95410132,61309531,1058806,0,0,23779223,0
"TN","Bedford County Emergency Communications District","Special District",83078,0,30938,0,0,27204,0
"PR","Hormigueros","General Purpose",54151902,5645447,1814863,0,0,31336236,721894
"SC","Clarendon School District Two","School District",65758029,2237000,0,0,0,34428979,27640281
"RI","Charlestown","General Purpose",11965377,3807211,1192070,323892,0,5434132,589205
"GA","Pavo","General Purpose",206163,0,0,0,0,0,0
"TN","Crockett Public Utility District","Special District",1593848,0,8167,0,1446268,0,105112
"SC","Dorchester School District Four","School District",82558832,13019630,322170,621997,0,35792350,28918114
"GA","Wayne County","General Purpose",35688867,6600000,0,0,0,0,25276337
"SC","Dillon","General Purpose",10875829,1121580,335801,0,0,7543614,0
"NE","Sarpy SID 97 County","Special District",2800991,2690000,0,0,0,0,0
"NE","Saunders SID 10 County","Special District",0,605000,0,0,0,0,0
"SC","Seneca","General Purpose",59270068,13173122,0,2759748,15439015,19502809,0
"SD","Sioux Falls Housing and Redevelopment Commission","Special District",1287112,0,95651,0,0,0,0
"TN","Clinton Housing Authority","Special District",383826,0,24670,0,0,280630,0
"PR","Florida","General Purpose",18775136,176082,1237059,0,2134049,0,0
"TN","Adams","General Purpose",10186,0,0,0,0,0,0
"TN","Clarksville-Montgomery County Regional Airport Authority","Special District",595865,0,0,303856,0,0,0
"RI","Pascoag Utility District","Special District",7001667,0,74880,0,332100,0,0
"PR","Loiza","General Purpose",49176258,5628947,1666722,0,5422771,26272480,0
"RI","Narragansett Bay Commission","Special District",883458842,577362759,3637542,0,268710610,18732009,3608513
"TN","Alamo","General Purpose",1014473,150000,29863,89917,0,0,287359
"TN","Alexandria","General Purpose",1099077,738368,0,0,228326,0,0
"PR","Guaynabo","General Purpose",623465625,210213514,17217610,10080091,5000000,301066600,0
"CA","Bellevue Union Elementary School District","School District",70734653,50424598,127166,0,0,18136387,0
"TN","Algood","General Purpose",1728437,0,279057,0,1185131,0,0
"TN","Humboldt Housing Authority","Special District",62508,0,0,0,0,0,0
"CA","Bellflower Unified School District","School District",256440205,83910675,1983990,0,0,134048179,621280
"TN","Beech River Regional Airport Authority","Special District",4878,0,0,0,0,0,0
"TN","Altamont","General Purpose",22097,0,0,0,0,0,0
"CA","Benicia Unified School District","School District",153609292,82960438,208043,4972907,0,53342779,6000263
"SD","Vermillion","General Purpose",23309704,18610042,967499,1850000,0,0,0
"TN","Bedford Railroad Authority","Special District",35867,0,0,0,0,0,0
"TN","Auburntown","General Purpose",1435,0,0,0,0,0,0
"TN","Ardmore","General Purpose",205251,0,0,0,102937,0,0
"PA","West Greene School District","School District",29601583,0,582700,0,0,21571000,5340118
"TN","Bedford County Utility District","Special District",9424834,8856529,0,0,0,0,0
"TN","Blaine","General Purpose",2515906,1740533,19736,0,0,0,0
"PA","School District of Philadelphia","School District",8193140034,3547900000,211189644,0,0,3571500000,179300000
"TN","Belle Meade","General Purpose",575574,0,339632,0,0,0,211507
"TN","Sneedville Utility District","Special District",985504,914266,0,0,0,0,0
"OH","Copley Township","General Purpose",0,0,0,84957,0,0,0
"WA","Oakville School District No. 400","School District",816536,4896050,196829,0,0,1057337,0
"TN","Baneberry","General Purpose",335062,0,0,0,0,0,0
"TN","Newport Electric System","Special District",83765011,68383989,1675467,0,0,0,437334
"PR","Vega Baja","General Purpose",72206042,22355226,3208363,0,3716667,0,0
"TN","Lebanon Housing Authority","Special District",295224,0,25059,0,0,0,0
"TN","Bulls Gap","General Purpose",180454,0,0,0,0,0,0
"TN","Poplar Grove Utility District","Special District",6800076,6230913,0,0,0,0,0
"TN","Bruceton","General Purpose",237997,2000,0,0,90349,82682,0
"TN","Byrdstown","General Purpose",1748321,1635000,0,0,0,17284,0
"TN","Carthage","General Purpose",2161669,1838546,0,0,0,0,77410
"CA","Beverly Hills Unified School District","School District",727296571,612841408,869562,0,60000,71107720,14301011
"CA","Big Creek Elementary School District","School District",2943988,1495000,228978,0,0,1164952,0
"TN","Believe Memphis Academy","Charter School",689280,0,0,0,0,0,0
"TN","Gates","General Purpose",75764,0,0,0,0,0,0
"TN","Greenbrier","General Purpose",7909803,0,67528,0,0,0,368606
"TN","Cedar Hill","General Purpose",4666,0,0,0,0,0,0
"TN","Watts Bar Utility District","Special District",21769771,21225896,0,0,0,0,0
"TN","Clifton","General Purpose",663189,418573,0,0,8674,0,113077
"TN","Cornersville","General Purpose",19682,0,2920,0,0,0,0
"TN","Hohenwald","General Purpose",10343860,5050010,0,0,3067741,0,188810
"TN","Powells Crossroads","General Purpose",9054,0,0,0,0,0,0
"TN","Henderson","General Purpose",3601120,1259101,171306,0,0,75953,177023
"TN","Cottage Grove","General Purpose",523,0,0,0,0,0,0
"TN","Orlinda","General Purpose",23549,0,0,0,0,0,0
"TN","Crossville","General Purpose",31542965,21587395,488706,0,5507452,0,2249305
"TN","Decatur","General Purpose",3284018,2539153,0,0,510146,0,0
"TN","Hornbeak","General Purpose",319144,95445,0,0,0,0,0
"TN","Gilt Edge","General Purpose",20910,0,0,0,11644,0,0
"TN","Orme","General Purpose",0,0,0,0,0,0,0
"TN","Halls","General Purpose",3020018,1642936,0,0,0,0,0
"TN","Decaturville","General Purpose",40817,0,0,0,0,0,0
"TN","Niota","General Purpose",270199,205995,0,0,0,0,0
"TN","Dover","General Purpose",6469349,4880358,0,0,577322,0,44760
"TN","Dowelltown","General Purpose",0,0,0,0,0,0,0
"TN","Gadsden","General Purpose",1244,0,0,0,0,0,0
"TN","Gruetli Laager","General Purpose",324771,0,0,0,0,0,0
"TN","Pulaski","General Purpose",26920230,9029525,1071706,0,3172000,1814372,1168410
"TN","Goodlettsville","General Purpose",22632038,0,365856,0,9831013,2873378,8367290
"TN","Doyle","General Purpose",3832,0,0,0,0,0,0
"TN","Nolensville","General Purpose",5364250,0,0,0,4698000,206176,18847
"TN","Dyer","General Purpose",1042808,669928,23229,0,0,64288,0
"TN","East Ridge","General Purpose",18224369,2960000,548405,120000,0,477219,3362000
"TN","Gainesboro","General Purpose",1789274,1737641,0,0,0,0,0
"TN","Henry","General Purpose",1190564,1138269,0,0,0,0,0
"TN","Puryear","General Purpose",118615,0,0,0,0,57156,10330
"TN","Pikeville","General Purpose",5580223,0,40716,0,0,0,0
"TN","Eastview","General Purpose",61646,0,0,0,0,0,0
"TN","Elkton","General Purpose",35347,0,0,0,0,19937,0
"TN","Ethridge","General Purpose",896710,0,0,0,879293,0,0
"TN","Huntland","General Purpose",185908,0,0,0,0,91594,0
"TN","Mosheim","General Purpose",1628255,1129116,0,0,483846,0,0
"TN","Saint Joseph","General Purpose",213991,85000,0,0,0,0,0
"TN","Jonesborough","General Purpose",19900371,4177565,1317216,399814,12357137,0,0
"TN","Celina","General Purpose",2938778,440548,0,0,388555,0,0
"TN","Charlotte","General Purpose",39666,0,0,0,0,0,0
"TN","Huntsville","General Purpose",454629,384240,0,0,0,0,0
"TN","Ridgetop","General Purpose",315205,0,11593,0,126075,0,0
"TN","Jasper","General Purpose",2783633,1067490,30823,379335,301745,0,0
"TN","Bluff","General Purpose",3705241,3452930,23368,0,0,0,0
"TN","Rutledge","General Purpose",194916,0,88327,0,0,0,0
"TN","Farragut","General Purpose",546060,0,210327,0,0,0,0
"TN","Finger","General Purpose",230,0,0,0,0,0,0
"TN","Kimball","General Purpose",86971,0,35760,0,0,0,0
"TN","Selmer","General Purpose",13887888,11594408,203432,0,126617,0,0
"TN","Gallaway","General Purpose",863945,258620,0,0,550069,7455,0
"TN","Burlison","General Purpose",13677,0,0,0,0,0,0
"TN","Mitchellville","General Purpose",83224,79692,0,0,0,0,0
"TN","Rutherford","General Purpose",980533,48084,0,0,582704,50178,0
"TN","Garland","General Purpose",94383,0,0,0,0,0,0
"TN","Caryville","General Purpose",637374,0,36641,0,0,67392,64866
"TN","Cowan","General Purpose",495568,100339,0,0,326690,0,0
"TN","Portland","General Purpose",29974771,24256440,333739,0,805922,0,495934
"TN","Dresden","General Purpose",1110223,132365,0,0,0,590972,0
"TN","Monterey","General Purpose",3895179,2167641,0,162574,0,0,0
"TN","Vonore","General Purpose",101396,0,0,0,0,0,0
"TN","Harrogate","General Purpose",1989235,1778000,0,0,0,104920,0
"TN","Fairview","General Purpose",4148184,2199748,289571,0,0,206843,48108
"TN","Mckenzie","General Purpose",7505069,49000,0,0,3417308,373706,101182
"TN","Kingston Springs","General Purpose",1408525,0,0,0,0,0,6679
"TN","Somerville","General Purpose",5619194,4312948,164903,0,0,0,0
"TN","Munford","General Purpose",6745210,0,217668,11621,5857031,183878,0
"TN","Berry Hill","General Purpose",3198965,0,428047,0,0,0,2655915
"TN","Walden","General Purpose",470689,0,5008,0,0,0,0
"TN","Coopertown","General Purpose",128280,0,0,0,0,0,10847
"TN","Middleton","General Purpose",2846022,2680272,25739,0,0,12552,0
"TN","Whitwell","General Purpose",80153,0,0,42019,0,0,0
"TN","Milan","General Purpose",11615066,1612000,433101,64566,0,3990466,670771
"TN","Pleasant View","General Purpose",295493,0,0,0,0,191304,0
"TN","Coalmont","General Purpose",114412,0,0,0,0,0,0
"TN","Oakdale","General Purpose",9081,0,0,0,5298,0,0
"TN","Belvidere Rural Utility District","Special District",309022,296934,0,0,0,0,0
"TN","Wartrace","General Purpose",1580780,742935,0,0,744056,0,0
"TN","Sardis","General Purpose",2211,0,0,0,0,0,0
"TN","Morrison","General Purpose",17779,0,2942,0,0,0,0
"TX","Angelina & Neches River Authority","Special District",11492674,11063267,34153,66547,0,0,0
"TN","Williston","General Purpose",503,0,0,0,0,0,0
"TX","Beeville Housing Authority","Special District",184893,0,24335,0,0,0,0
"TN","Townsend","General Purpose",503005,434000,13824,0,0,0,0
"TN","Obion","General Purpose",299484,238737,0,0,0,0,0
"TN","Trezevant","General Purpose",44898,0,3997,0,0,0,0
"TX","Cameron County Housing Authority","Special District",2055114,0,64153,0,1046933,0,0
"TN","Kenton","General Purpose",1651560,1498942,0,0,0,0,0
"TN","Stanton","General Purpose",33931,0,0,0,0,0,0
"TN","La Grange","General Purpose",12207,0,0,0,0,0,0
"TN","Benton","General Purpose",982976,763644,0,0,0,0,0
"TX","Alton","General Purpose",14758346,12628825,0,0,1245802,358659,130019
"TN","Sparta","General Purpose",7792725,5875996,159799,0,21143,0,0
"TN","Linden","General Purpose",721062,442069,0,0,0,0,0
"TN","Tiptonville","General Purpose",2615986,2314592,38966,0,0,0,0
"LA","Calcasieu Parish Waterworks District No 4 Ward 4","Special District",1672540,1510000,10738,0,0,0,0
"TX","Dewitt County","General Purpose",4466217,0,145432,0,0,0,402184
"TN","Tusculum","General Purpose",263239,0,0,213506,0,0,0
"TX","Anna","General Purpose",65823403,56456071,351377,0,0,1098811,85220
"TN","Loudon","General Purpose",38276772,11572454,2762076,0,626000,0,3829513
"TN","Watertown","General Purpose",675841,0,0,0,0,0,6751
"TN","Benton County Board of Public Utilities Electric System","Special District",14255564,5773162,1448611,0,0,1967442,1021792
"TX","Buda","General Purpose",111104112,59146731,639812,310670,0,1711153,157345
"TN","Parsons","General Purpose",7234529,1615000,0,0,4712909,0,0
"TX","Angleton","General Purpose",35481369,5281152,624414,268051,0,2954765,372351
"TX","University Medical Center of Ep","Special District",628024000,358261000,0,6090000,0,38134000,1688000
"TX","Housing Authority of the City of Austin","Special District",140159406,0,2260896,49699855,82877615,0,0
"TX","Caldwell County","General Purpose",23948456,18903413,584364,0,0,0,0
"TN","Winfield","General Purpose",531568,0,0,0,0,0,0
"TX","Bedford","General Purpose",170508436,144111804,4488451,44489,0,11663712,1331487
"TX","Duncanville","General Purpose",38308053,24235183,3675973,0,293718,0,5090831
"TN","Westmoreland","General Purpose",2133373,1467738,0,0,191771,0,33523
"TX","Falls County","General Purpose",0,0,0,0,0,0,0
"TN","Watauga","General Purpose",5774,0,0,0,0,0,0
"TX","Bandera County","General Purpose",13796104,5440645,480946,0,0,6857427,527670
"TX","Housing Authority of the City of Baytown","Special District",314423,0,41116,0,0,0,0
"TX","Corinth","General Purpose",65420408,50168085,1532632,2237327,0,5544516,412067
"TX","Crowley","General Purpose",50514974,43591414,647378,0,0,2638525,289745
"TX","Bartlett Independent School District","School District",4300849,1117561,0,76336,0,1128441,1452473
"TX","Gaines County","General Purpose",199915,0,0,199915,0,0,0
"TN","Ripley","General Purpose",15768194,500000,502406,0,0,1885520,1966871
"TX","Brown County","General Purpose",7377149,5545000,0,0,0,0,0
"TX","Canyon","General Purpose",23476897,14708974,533933,130754,0,2223954,2015786
"TX","Fate","General Purpose",18990208,15215413,461178,0,0,0,55666
"TN","Spencer","General Purpose",2918172,2214891,29201,0,23068,73543,0
"TX","Housing Authority of the City of Bryan","Special District",213751,0,35963,0,0,0,0
"TX","Franklin County","General Purpose",1582955,0,58406,0,0,71084,229859
"TN","Pegram","General Purpose",540798,0,0,0,504996,0,4458
"TX","Andrews","General Purpose",18181717,11760662,687648,0,0,0,0
"TX","Hood County","General Purpose",23620726,11611247,1085666,0,0,0,0
"TX","Azle","General Purpose",31284920,0,554264,256341,0,3380436,352587
"TN","Rives","General Purpose",0,0,0,0,0,0,0
"TX","Cibolo","General Purpose",76062396,55533022,648738,1249172,0,1841160,2445940
"TN","Trimble","General Purpose",630154,86400,0,0,0,0,0
"TX","Colleyville","General Purpose",15026830,8218716,2290334,358747,0,0,627519
"TX","Freeport","General Purpose",16984615,8737775,427202,217907,0,4624813,742604
"TX","Housing Authority of the City of Marble Falls","Special District",48904,0,0,0,0,0,0
"TN","Spring Hill","General Purpose",36377368,6930080,808150,0,0,1170260,0
"TX","Harrison County","General Purpose",22267467,1230000,1423507,1065546,0,2114933,14150789
"TN","Vanleer","General Purpose",1756576,1699531,0,0,0,1601,0
"TX","Flower Mound","General Purpose",222562148,177184472,5287349,0,0,16528126,3150954
"GA","Riddleville","General Purpose",8074,0,0,0,0,0,0
"TX","Housing Authority of the City of Victoria","Special District",238799,0,30961,0,0,0,0
"TN","Whiteville","General Purpose",325866,0,28580,0,0,0,0
"TX","Housing Authority of the City of Denton","Special District",5680849,0,0,0,0,0,0
"TX","Gainesville","General Purpose",52275417,39292965,387221,472872,0,8342442,762753
"TN","Ridgely","General Purpose",653712,0,0,0,597122,0,0
"TX","Henderson County","General Purpose",11655251,0,2095795,1703724,0,5320952,0
"TN","Smithville","General Purpose",4812478,329237,0,0,0,1207674,685257
"TX","Highland","General Purpose",42416000,33358538,1260632,0,0,4197009,432240
"TN","Bethel Springs","General Purpose",2213220,0,0,0,2132367,0,0
"TN","Signal Mountain","General Purpose",7404377,5082000,296382,0,0,1071797,189441
"TN","Big Sandy","General Purpose",582889,445700,8376,0,0,64244,21079
"TN","Benton County Emergency Communications District","Special District",3111,0,0,0,0,0,0
"TX","Denison","General Purpose",82408666,63212297,3830563,3402220,0,6817025,0
"TX","Hewitt","General Purpose",51919376,44801698,683309,1444800,0,3575353,200202
"TN","Rocky Top","General Purpose",927497,0,0,0,151933,0,0
"CA","Yosemite Area Regional Transportation System","Special District",910156,0,0,0,0,0,0
"TN","Big Creek Utility District","Special District",2578158,860933,0,0,0,0,0
"TN","Bells City School","School District",0,0,0,0,0,0,0
"TX","Housing Authority of the City of Edinburg","Special District",563887,0,65544,0,0,0,0
"TX","Gatesville","General Purpose",32273475,16810000,195054,1112231,0,2456791,465019
"TX","Housing Authority of the City of Lubbock","Special District",531017,0,31287,0,0,0,0
"TX","Clute","General Purpose",17873414,12793720,79817,0,0,185380,277203
"TX","Rockwall County","General Purpose",180200040,108265000,797717,0,0,0,13543465
"TX","Gonzales County","General Purpose",8173899,0,318193,971083,0,5165256,961981
"TX","Housing Authority of the City of Livingston","Special District",176771,0,98025,0,0,0,0
"TX","Hutto","General Purpose",270425966,137425145,207591,472153,24455000,3305086,484338
"TX","Housing Authority of the City of Olney","Special District",139852,0,10252,0,0,0,0
"TX","Comanche","General Purpose",3786619,0,0,0,0,180935,112586
"TX","Princeton","General Purpose",56623329,47930121,605100,1802014,0,627432,113865
"TN","Bloomingdale Utility District","Special District",3331817,200000,39718,0,63870,0,219726
"TX","Housing Authority of the City of Pearsall","Special District",86852,0,22659,0,0,0,0
"TX","Leander","General Purpose",216460326,181281101,1662400,194682,0,6424257,1014809
"TX","Housing Authority of the City of Vernon","Special District",83158,0,11576,0,0,0,0
"TX","Housing Authority of the City of San Antonio","Special District",128475218,32262103,1794258,0,12524739,0,0
"TX","Uvalde County","General Purpose",21792309,18445000,233630,385818,0,2063380,0
"CA","Black Butte Union Elementary School District","School District",6798190,4047835,8861,0,0,2472662,24654
"TX","Mount Vernon","General Purpose",4317761,3731432,50107,0,0,288320,85321
"ID","Challis","General Purpose",111692,0,6777,0,0,86606,0
"WA","Warden School District No. 146-161","School District",443962,0,249975,11429,0,3833992,0
"TX","Palestine","General Purpose",27303168,3260000,1471958,2987247,0,6923727,1452242
"TX","Johnson County","General Purpose",38479107,18925000,1396779,0,0,6418015,4027137
"TX","Lavaca County","General Purpose",6307193,0,392967,272414,0,3818737,633762
"UT","Elk Ridge","General Purpose",684016,0,0,0,0,71569,0
"TX","Levelland","General Purpose",15512796,6515657,770734,1245955,735590,281494,279321
"UT","Delta","General Purpose",3695993,2478000,51542,0,0,198945,0
"TX","Kendall County","General Purpose",28426265,23627138,711126,0,0,986165,0
"TX","Manor","General Purpose",25861306,21165000,307509,0,0,1323563,76286
"TX","Lufkin","General Purpose",89203560,42944669,5035023,0,0,32107784,5401115
"TX","Wise County","General Purpose",46252717,29169815,1192857,0,0,5281105,874437
"TX","Port Neches","General Purpose",45273849,17125000,2365064,0,0,7104218,17038212
"UT","Enoch","General Purpose",1723003,1004366,47610,0,0,365366,0
"TX","Wilson County","General Purpose",10516161,6672706,139985,768613,0,1079888,510855
"TX","Midlothian","General Purpose",124511646,97832444,2134382,476717,0,7963812,2792663
"TX","Milam County","General Purpose",7095115,2915000,382682,1136200,0,309415,553770
"TN","Benton County Schools","School District",0,0,0,55145,0,0,0
"TX","Wood County","General Purpose",6270688,0,582407,0,0,693195,3251032
"TX","Red Oak","General Purpose",52167943,47549191,787846,0,0,1164825,214339
"UT","Castle Dale","General Purpose",322119,246000,0,0,0,42691,0
"TX","Jasper County","General Purpose",10463388,0,336593,0,0,6078601,2697495
"TX","Housing Authority of the City of Laredo","Special District",9487186,0,130061,2011101,6513639,0,0
"TX","Scurry County","General Purpose",13805566,11721670,0,1372438,0,349804,0
"TX","Lower Colorado River Authority","Special District",4721000000,0,13000000,0,0,208000000,99000000
"UT","Fruit Heights","General Purpose",550209,0,0,0,0,140488,0
"TX","Pampa","General Purpose",38805199,20107635,772167,518535,0,10890596,667692
"UT","Beaver City","General Purpose",6925439,5529000,267000,0,0,380009,0
"TX","San Saba Independent School District","School District",8451322,3720288,0,0,0,1626050,2661734
"TX","Lockhart","General Purpose",32732477,22211268,605265,69566,0,3612152,911303
"TX","Murphy","General Purpose",60270805,49813705,505148,242367,0,2672874,273480
"TX","Panola County","General Purpose",9897385,0,263309,0,0,2796129,6586259
"TX","Melissa","General Purpose",88908412,81041958,192571,752841,0,1430338,92780
"TX","Nolan County","General Purpose",13325157,11662068,108468,0,0,1368819,0
"TX","Waller County","General Purpose",74024447,39375371,439812,155167,0,420965,22457446
"CA","Biggs Unified School District","School District",11190347,0,36175,548912,0,7016215,2638829
"TX","Randall County","General Purpose",57373308,43136020,1887671,250098,0,4736828,2388547
"TX","Watauga","General Purpose",56947863,42716012,3056283,0,0,5087543,1552852
"TX","Howard County","General Purpose",21711933,7665000,272346,0,0,1736071,9861206
"TX","Llano County","General Purpose",5758955,0,291212,600640,0,269727,0
"TX","Pflugerville","General Purpose",310007696,271649395,999315,0,0,9744104,2495399
"TX","Manvel","General Purpose",26562728,1873057,199885,0,0,991173,83493
"UT","Green River","General Purpose",2192621,1866309,43512,41946,0,128453,0
"MI","Clinton Area Transit System","Special District",215111,0,16287,0,0,0,0
"TX","Rusk County","General Purpose",13027099,4033542,163419,106501,0,7955088,124325
"TX","Leon County","General Purpose",2379421,0,184186,547903,0,0,438867
"TX","Schertz","General Purpose",111481348,0,1247778,0,78688764,15572214,2974009
"UT","Weber Housing Authority","Special District",374218,0,0,0,0,43799,0
"TX","Saginaw","General Purpose",66615306,48064136,0,0,0,11474627,393809
"UT","Ballard","General Purpose",361952,261333,0,0,0,72298,0
"VA","Henry County","General Purpose",138867858,92323085,2651624,0,0,8762492,1597448
"VA","King & Queen County","General Purpose",2778467,0,275395,0,0,244431,893648
"TX","Pleasanton","General Purpose",42821243,25912321,430668,0,0,4868288,7734574
"VA","King George County","General Purpose",110466956,69367235,1102432,3892632,0,2412348,881641
"UT","Hooper","General Purpose",9775884,0,45673,0,8650000,112772,0
"TX","Potter County","General Purpose",102002003,76857217,1924941,1151004,0,14396542,3375676
"UT","Cottonwood Heights","General Purpose",22966638,15290000,0,3424226,0,1700138,0
"UT","Highland","General Purpose",13859986,7950000,327990,0,0,472023,0
"VA","Augusta County","General Purpose",109688579,74620660,2267362,1375872,0,11033402,7596861
"TX","Prosper","General Purpose",158854344,135986901,1977845,0,0,3271215,0
"UT","West Haven","General Purpose",1657229,95500,29073,0,0,254694,0
"UT","Draper","General Purpose",60029358,24440440,801252,0,0,4585754,0
"UT","Genola","General Purpose",395279,310000,0,0,0,40772,0
"TX","Kilgore","General Purpose",20855355,12298765,1080600,116559,0,3707054,985165
"UT","Hyrum","General Purpose",7776887,933000,669356,0,2402000,543381,0
"VA","Albemarle County","General Purpose",244578119,168144143,5134281,0,0,33652890,16172724
"VA","Bath County","General Purpose",5880198,2105000,137551,0,0,2168247,566284
