"state","name","category","total_liabilities","bonds_outstanding","compensated_absences","leases","loans_outstanding","net_pension_liability","net_opeb_liability"
"TX","Kerrville","General Purpose",92680897,68724218,1344183,0,0,5461433,1345106
"VA","Bedford","General Purpose",30439015,11660754,389782,845806,0,7583723,492924
"UT","Millville","General Purpose",1671311,1317138,10123,0,0,43537,0
"TX","Santa Fe","General Purpose",7548171,2690675,869234,567285,0,2367933,0
"UT","Fairview","General Purpose",4976649,4709827,34124,0,0,157399,0
"VA","Amherst County","General Purpose",63545336,19746083,1279147,21576631,0,4120643,1563498
"TX","Kingsville","General Purpose",30395274,19652518,1211934,2108523,0,1111046,782109
"VA","Floyd County","General Purpose",32606989,20656688,493231,1906873,0,3311408,372189
"UT","Midvale","General Purpose",82913800,77231708,602550,0,0,1326504,0
"UT","Farr West","General Purpose",623563,0,13089,0,0,162324,0
"VA","Bridgewater","General Purpose",7135134,4913692,177770,103144,0,536500,312094
"TN","Bledsoe County Schools","School District",0,0,0,0,0,0,0
"VA","Craig County","General Purpose",4227392,1091602,174261,1982349,0,266401,141247
"UT","Monroe","General Purpose",3683635,3040687,178671,0,0,184793,0
"TX","Poteet","General Purpose",7705649,6272675,75315,0,0,0,62299
"UT","Ivins","General Purpose",10255094,6716000,212704,220995,0,946174,0
"VA","Ashland","General Purpose",12608925,8421914,389405,0,0,1019540,1240300
"VA","Peninsula Airport Commission","Special District",13594132,6977214,0,0,0,0,6041230
"VA","Bland County","General Purpose",15990115,11091882,295402,90000,0,2034290,1451920
"VA","Bluefield","General Purpose",10201470,7442761,163687,702400,0,50509,1212720
"VA","Goochland County","General Purpose",139083488,98656814,1283548,6525000,0,1273377,3068345
"AR","Heber Springs School District No.1","School District",95522,20845000,0,0,0,12900775,0
"UT","Holladay","General Purpose",10548358,6925730,94410,680889,0,400798,0
"UT","Monticello","General Purpose",5414202,4812142,75831,101134,0,241859,0
"UT","Lindon","General Purpose",19065337,13181989,320637,491237,0,1562331,0
"UT","North Logan","General Purpose",2279252,36141,91804,439222,0,240065,0
"VA","Roanoke Regional Airport Commission","Special District",12421082,4413665,555488,0,0,5471410,358200
"UT","Kamas","General Purpose",2523057,1695000,85861,59274,0,224723,0
"UT","River Heights","General Purpose",61113,0,0,0,0,0,0
"VA","Halifax County","General Purpose",70679848,53112561,967291,2967860,1866791,1947210,1346717
"TN","Blount County Schools","School District",0,0,0,0,0,0,0
"CA","Menlo Park","General Purpose",101604495,16904925,3350465,0,0,60592063,0
"VA","Alexandria Schools","School District",358706794,0,10045187,639474,0,251317609,46784479
"UT","South Ogden","General Purpose",19871001,10263086,690054,2066252,0,1971256,811960
"VA","Lancaster County","General Purpose",13434832,6893331,243119,120516,0,3328099,406166
"UT","Riverdale","General Purpose",4287412,0,1136298,0,0,1911987,0
"UT","Plain","General Purpose",1458658,1076000,16342,0,0,127321,0
"VA","Accomack County","General Purpose",44113516,24796003,2417854,423718,0,1912737,2748509
"VA","Prince Edward County","General Purpose",33036633,21206549,762962,0,0,1807022,1094118
"KY","Housing Authority of Floyd County","Special District",210469,0,23682,0,0,0,0
"MI","Detroit Wayne County Health Authority DBA Authority Health","Special District",3084516,0,75128,5264,0,50000,0
"UT","Murray","General Purpose",58691304,28583954,5155005,0,0,10278526,0
"VA","Lee County","General Purpose",14593695,3955256,524444,844174,0,2980022,2914352
"UT","Washington","General Purpose",44132747,28872157,1086378,349204,0,2773985,0
"UT","Pleasant Grove","General Purpose",70785056,57275644,1014857,1050896,0,2270478,0
"TN","Bon De Croft Utility District","Special District",4308541,4267309,0,0,0,0,0
"NE","Sarpy SID 162 County","Special District",0,2745000,0,0,0,0,0
"TN","Bolivar Energy Authority","Special District",18828420,5934301,923299,0,0,5667311,2306449
"UT","Wellington","General Purpose",1154638,844000,19555,0,0,90478,0
"UT","Parowan City","General Purpose",10571486,8392553,112442,0,0,553040,0
"VA","Smithfield","General Purpose",8342897,1642000,262325,150484,0,0,598200
"VA","Lexington","General Purpose",35916833,24663857,312455,0,0,2581145,401758
"VA","Tazewell","General Purpose",9985870,4248881,229707,79936,0,0,2841259
"UT","Smithfield","General Purpose",5284451,2585000,148250,124213,0,838823,0
"UT","Payson","General Purpose",38137827,23226000,1244664,2067984,0,2629445,0
"IA","Mount Pleasant","General Purpose",0,18128142,243000,53718,0,767446,0
"UT","Wellsville","General Purpose",613375,263000,0,0,0,111325,0
"TN","Bon Aqua-Lyles Utility District","Special District",4237981,1620820,38410,1072,2501647,0,0
"VA","Lunenburg County","General Purpose",12313052,8430791,136456,0,0,1963696,180301
"TN","Bolivar Housing Authority","Special District",75592,0,13164,0,0,0,0
"UT","Naples","General Purpose",2170444,1652000,43049,0,0,361162,0
"UT","Panguitch","General Purpose",1690164,1420000,40526,0,0,94020,0
"VA","Luray","General Purpose",11973669,3336082,229717,8380,0,1282603,751001
"UT","Santa Clara","General Purpose",17696042,14421347,161427,0,273671,305816,0
"VA","Vienna","General Purpose",101750757,60957263,1592874,2213069,0,16339411,4484522
"VA","Vinton","General Purpose",11839824,6608489,403885,855090,296941,1688228,814537
"VA","Pittsylvania County","General Purpose",90788194,58310385,1236969,7912215,0,8219431,3205719
"WA","Battle Ground","General Purpose",24237915,14047423,981291,144137,300000,1386013,2003784
"UT","Tooele","General Purpose",55720857,42540000,0,0,0,3025638,2978937
"UT","Nibley City","General Purpose",5064601,4145000,107409,0,0,242426,0
"VA","Page County","General Purpose",72058973,50857285,723705,356088,0,3107343,2782687
"UT","Huntington","General Purpose",944280,829000,13782,0,0,67771,0
"VA","South Boston","General Purpose",19179373,9232585,431449,0,0,3614145,968705
"VA","Orange","General Purpose",16594712,13029718,231290,0,0,2270755,688681
"VA","South Hill","General Purpose",7367086,1283720,283314,0,0,4654061,0
"VA","Stafford County","General Purpose",786479421,412593211,11018938,11045472,92049612,28459436,129349476
"UT","Honeyville","General Purpose",124085,0,0,0,0,25096,0
"VA","Russell County","General Purpose",27374644,8480352,613616,5561147,70016,5923033,3205369
"VA","Sussex County","General Purpose",17237809,6656012,408926,125746,4968629,0,762671
"VA","Richlands","General Purpose",14364213,1963010,482879,7260,0,7461615,1037717
"VA","York County","General Purpose",201768131,123094382,7432881,1515179,0,27804335,11836437
"WA","Camas","General Purpose",115115307,65435344,2123583,0,2800118,3664106,7634411
"VA","Rappahannock County","General Purpose",9519132,1244462,234749,0,0,2255986,931131
"CA","Blochman Union Elementary School District","School District",2117441,0,0,0,0,1990464,0
"VA","Virginia Beach Schools","School District",985168847,0,38968412,0,0,678825000,152746000
"WA","Chief Leschi Schools Inc","School District",17154006,0,0,0,0,4795274,0
"VA","Marion","General Purpose",17827056,5530212,287038,0,4128806,3434296,3166160
"NE","Sarpy SID 23 County","Special District",782040,700000,0,0,0,0,0
"WA","Anacortes Housing Authority","Special District",1600451,610000,31341,0,676476,167445,0
"WA","Ellensburg","General Purpose",0,25770053,2008533,0,244604,3740644,8799394
"VA","Nelson County","General Purpose",26081419,19748849,495084,0,0,2439428,940292
"LA","First Judicial District Court","Special District",16968,0,0,0,0,0,0
"VA","The School Board of the City of Roanoke","School District",189076041,0,2427014,0,0,132418190,20284000
"GA","Toomsboro","General Purpose",92086,0,0,0,0,0,0
"OR","Willamette Leadership Academy","Charter School",845899,0,0,0,781506,0,0
"VA","Norfolk Schools","School District",458451611,0,9881605,0,0,297859309,92361309
"WA","Housing Authority of Sunnyside","Special District",2299289,0,37694,0,0,0,0
"WA","Covington","General Purpose",10269822,6455066,1093580,0,859582,0,0
"VA","Radford City School Board","School District",18333979,0,553297,191765,0,14121290,2918836
"WA","Grandview","General Purpose",0,510445,814411,0,3049382,771660,3438427
"SC","Spartanburg","General Purpose",119892075,36297420,4394216,7247798,15000000,48725777,852593
"VA","Roanoke County Schools","School District",161442468,0,2642055,0,0,122684122,29033514
"MO","East Newton County R-VI School District","School District",0,3825000,0,830131,0,0,0
"WA","Harrah","General Purpose",0,0,3885,0,746359,0,0
"VA","School Board of the City of Richmond","School District",420643086,0,11926755,3845204,0,271601609,75359831
"WA","Concrete","General Purpose",0,6528511,0,0,0,75576,1438571
"VA","The School Board of the City of Newport News","School District",515636437,0,5468924,979470,0,344031110,107772468
"WA","Everett School District No.2","School District",422852094,192726276,7673786,0,0,103647955,110186719
"NE","Sarpy SID 263 County","Special District",4269052,4215000,0,0,0,0,0
"IL","Orland Fire Protection District","Special District",49230687,0,1763115,0,28687375,5511037,9477848
"VA","Loudoun Schools","School District",1674258721,0,44238573,25218883,0,993580040,403737216
"WA","Northwest Regional Council","Special District",0,0,456144,0,0,2186886,4609146
"NE","Sarpy SID 305 County","Special District",5900108,0,0,0,0,0,0
"VA","Purcellville","General Purpose",65829761,54122981,564236,652351,0,684977,5602494
"WA","Newcastle","General Purpose",7168043,4320000,300269,0,1052924,789306,0
"VA","Petersburg Schools","School District",52389826,0,861439,0,0,37559471,7186627
"MS","Gulfport-Biloxi Regional Airport Authority","Special District",20037264,11865000,0,0,0,5541647,0
"WA","Northeast Tri County Health District","Special District",671979,0,129728,0,0,373947,0
"WA","South Bend School District No. 118","School District",108426,4955000,0,0,0,2679884,0
"WA","Port of Bellingham","Special District",132731329,31601674,1058013,1085822,0,2182438,0
"IL","Orland Township","General Purpose",1084033,0,39652,0,0,932888,0
"NE","Sarpy SID 300 County","Special District",4627419,0,0,0,0,0,0
"WA","Schools Insurance Association of Washington","Special District",6596443,0,0,0,0,0,0
"WA","The Housing Authority of the City of Bremerton","Special District",27812120,0,701384,0,5566214,2009770,3563593
"CA","Bolinas-Stinson Union Elementary School District","School District",5483551,0,0,97257,0,4580737,544455
"OH","Sugar Creek Township","General Purpose",0,615000,0,461771,1090765,0,0
"TN","Bradley County Emergency Communications District","Special District",3168119,0,127172,0,0,104849,2847433
"WI","Lakeland Union High School","School District",15848310,11334955,658991,0,0,0,1824996
"WI","Housing Authority of the City of Fond Du Lac","Special District",873981,0,0,0,0,0,101379
"WI","Pewaukee School District","School District",65599304,52325819,118515,0,0,256387,4743107
"WI","Housing Authority of the City of Waukesha","Special District",607113,0,32561,0,0,0,95494
"WI","Housing Authority of the City of Antigo","Special District",3856863,0,59004,0,3576988,0,56894
"IL","Arlington","General Purpose",304381,289000,0,0,0,0,0
"MS","The Housing Authority of the City of Laurel","Special District",2784576,0,66277,0,0,2399369,0
"IA","Cass County","General Purpose",5904169,2498000,270723,0,0,2750895,0
"WV","Mid-Ohio Valley Regional Airport","Special District",6051911,0,33183,0,130600,66046,212734
"IL","Ashland","General Purpose",475632,62562,0,0,0,0,0
"TN","Brightridge","General Purpose",76459211,30702061,3206860,0,0,3388921,9090409
"WY","Housing Authority of the City of Cheyenne","Special District",8073862,0,56991,2857719,0,1154098,0
"IL","Ashmore","General Purpose",855454,666000,6820,0,0,0,0
"CA","San Juan Unified School District","School District",1361204796,651470512,6027100,995690,0,504729000,123409701
"OK","Piedmont School District No. I-022","School District",0,16265000,0,61447078,0,0,0
"TN","Bristol City Schools","School District",0,0,0,0,0,0,0
"NE","Douglas SID 513 County","Special District",3727023,3660000,0,0,0,0,0
"GA","Housing Authority of the City of Quitman","Special District",425159,0,3753,0,0,0,0
"IA","Evansdale","General Purpose",0,3640000,118000,0,0,1320260,0
"IA","Grinnell","General Purpose",0,14280000,524000,0,0,4342379,0
"IA","Chariton","General Purpose",0,1762000,0,95568,99549,429736,0
"TN","Brownlow Utility District","Special District",324580,301654,0,0,0,0,0
"NE","Douglas SID 568 County","Special District",4822350,4670000,0,0,0,0,0
"NY","Rome Housing Authority","Special District",2206879,0,82063,0,0,125305,1762943
"IA","Panora","General Purpose",0,0,0,0,0,0,0
"IL","Apple River","General Purpose",1489,0,0,0,0,0,0
"NE","Douglas SID 575 County","Special District",6406960,1350000,0,0,0,0,0
"IL","Ashkum","General Purpose",213975,0,0,0,109417,0,0
"IL","Altona","General Purpose",234306,0,0,0,0,0,0
"TN","Brownsville-Haywood County Rescue Squad","Special District",174,0,0,0,0,0,0
"FL","Spring Creek Charter School Inc","Charter School",4739975,0,285129,328491,0,2914991,265291
"NH","Merrimack County","General Purpose",212464087,37095000,3307569,97135,0,60271241,106535687
"KS","Unified School District Number 368 Paola","School District",0,13755000,0,0,0,31148390,0
"IL","Genoa-Kingston Community Unit School District No. 424","School District",2831307,2786711,0,0,0,2797802,11049054
"IA","Union County","General Purpose",14685060,11395000,228171,0,0,1729150,367632
"CA","Housing Authority of the City of Santa Paula","Special District",12877705,0,39919,0,0,567699,947598
"ID","Juliaetta","General Purpose",950425,544961,16734,0,0,75999,0
"AK","Sand Point","General Purpose",5521421,2453312,101472,0,0,2109755,76137
"CT","Lakeridge Tax District and Capital Reserve Trust","Special District",218050,0,0,0,48716,0,0
"CA","Housing Authority of the County of Santa Barbara","Special District",15986313,10506052,718294,0,0,0,0
"NC","Monroe Housing Authority","Special District",744223,0,54135,0,0,145438,0
"NH","Portsmouth Housing Authority","Special District",7546534,0,86341,0,0,2431545,2966435
"PA","Wilkes Barre Housing Authority","Special District",1002001,0,262603,0,0,0,0
"SC","Housing Authority of Lancaster","Special District",867403,0,21381,0,0,747107,0
"TN","Trenton Housing Authority","Special District",111889,0,46531,0,0,0,0
"TX","Housing Authority of the City of Georgetown","Special District",937336,0,23467,508232,0,0,0
"UT","Housing Authority of Salt Lake City","Special District",9546296,0,0,0,0,1183652,0
"TX","Greenville Housing Authority","Special District",39915,0,7474,0,0,0,0
"NJ","City of Atlantic City Board of Education","School District",109453320,60413000,1695335,0,0,33864541,0
"WV","Clarksburg-Harrison Regional Housing Authority","Special District",1100658,0,225023,0,0,130410,334527
"MI","Pine Township","General Purpose",0,0,0,0,0,0,0
"AZ","Hopi Tribal Housing Authority","Special District",2735003,0,31362,0,0,0,0
"CA","Berkeley Housing Authority","Special District",11721576,0,98593,0,0,1056350,611366
"CA","Housing Authority of the County of San Joaquin","Special District",31030177,0,522322,0,0,10437177,5534889
"FL","Clearwater Housing Authority","Special District",28556569,0,138306,0,26670108,0,0
"FL","Housing Authority of the City of Fort Lauderdale","Special District",49136467,0,460561,14255414,29499244,0,0
"FL","West Palm Beach Housing Authority","Special District",10739121,0,670949,0,0,0,0
"IL","Decatur Housing Authority","Special District",1757337,0,135979,0,1020672,0,0
"LA","Housing Authority of the City of Crowley","Special District",435945,0,223292,0,0,0,0
"KY","Lebanon Housing Authority","Special District",1118810,0,18248,0,0,837095,263467
"MA","Raynham Housing Authority","Special District",3498964,0,21942,71842,0,553252,978588
"MA","Tewksbury Housing Authority","Special District",2862542,0,26751,0,0,1723517,1006616
"NM","Truth or Consequences Housing Authority","Special District",3025437,0,28962,0,727908,1590886,485385
"ME","Portland Housing Authority","Special District",39201581,0,428006,0,0,1292119,8655193
