state,nces_original_name,gov_unit_original_name,name,ncesid,censusid,student,acfrs_original_name
TX,SKIDMORE-TYNAN ISD,skidmore-tynon ind sch district 905,skidmore tynan,4840410,44501300400000,837.00000, skidmore-tynan independent school district 
TX,SNYDER ISD,snyder ind sch dist 902,snyder,4840650,44520800400000,2669.00000,NA
TX,SOUTH TEXAS ISD,south texas independent school dist 916,south texas,4837150,44503190100000,4126.00000, south texas independent school district 
TX,SPEARMAN ISD,spearman ind schdt 904,spearman,4841010,44509800500000,837.00000, spearman independent school district 
TX,TEXAS JUVENILE JUSTICE DEPARTMENT,texas juvenile justice department,texas juvenile justice department,4801432,44648014320000,772.00000,NA
TX,TEXAS SCH FOR THE BLIND & VISUALLY IMPAIRED,texas sch for the blind & visually impaired,texas sch for the blind & visually impaired,4800252,44648002520000,127.00000,NA
TX,TEXAS SCH FOR THE DEAF,texas sch for the deaf,texas sch for the deaf,4800253,44648002530000,559.00000,NA
TX,TIDEHAVEN ISD,tide haven ind sch dist 902,tidehaven,4842810,44516100400000,982.00000, tidehaven independent school district 
TX,TIOGA ISD,tioga rural ind sch dist 907,tioga,4842870,44509102000000,709.00000, tioga independent school district 
TX,UNIVERSITY OF TEXAS AT AUSTIN H S,university of texas at austin h s,university of texas at austin h s,4801473,44648014730000,247.00000,NA
TX,WACO ISD,waco ind sch dist 914,waco,4844280,44515502000000,14899.00000, waco independent school district 
TX,WALNUT BEND ISD,walnut bend in d sch dist 908,walnut bend,4844490,44504901200000,68.00000, walnut bend independent school district 
TX,WALNUT SPRINGS ISD,walnut spgs ind sch dist 905,walnut springs,4844520,44501800900000,188.00000, walnut springs independent school district 
TX,WELLMAN-UNION CISD,wellman-union consolidated ind sch dist 904,wellman union,4844910,44522300400000,325.00000, wellman-union independent school district 
TX,WESLACO ISD,weslaco ind sch dist 913,weslaco,4844960,44510802000000,17164.00000, weslaco independent school district 
TX,WHITEFACE CISD,whiteface cons isd 902,whiteface,4845570,44504000300000,318.00000, whiteface consolidated independent school district 
TX,WIMBERLEY ISD,wimberly ind sch district 905,wimberley,4800009,44510540100000,2537.00000, wimberley independent school district 
TX,WYLIE ISD,wylie common sch dist 912,wylie,4846500,44522101000000,4783.00000,NA
TX,ZEPHYR ISD,zephyr reverted ind sch district 906,zephyr,4846770,44502500900000,211.00000, zephyr independent school district 
