state,acfrs_original_name,nces_original_name,gov_unit_original_name,name,ncesid,censusid,county_nces,city_nces,student
KY, Lewis County School District ,Lewis County,lewis co sch dist,lewis,2103390,18506800100000,Lewis County,Vanceburg,2259.00000
KY, Livingston County School District ,Livingston County,livingston co sch dist,livingston,2103510,18507000100000,Livingston County,Smithland,1198.00000
KY, Logan County School District ,Logan County,logan co sch dist,logan,2103540,18507100100000,Logan County,Russellville,3547.00000
KY, Lyon County Board of Education ,Lyon County,lyon co sch dist,lyon,2103690,18507200100000,Lyon County,Eddyville,970.00000
KY, Magoffin County School District ,Magoffin County,magoffin co sch dist,magoffin,2103750,18507700100000,Magoffin County,Salyersville,2075.00000
KY, Martin County School District ,Martin County,martin co sch dist,martin,2103840,18508000100000,Martin County,Inez,1911.00000
KY, Mason County School District ,Mason County,mason co sch dist,mason,2103870,18508100100000,Mason County,Maysville,2777.00000
KY, Mccracken County Board of Education ,McCracken County,mccracken co sch dist,mccracken,2103960,18507300100000,McCracken County,Paducah,7223.00000
KY, Mccreary County School District ,McCreary County,mccreary co sch dist,mccreary,2103990,18507400100000,McCreary County,Stearns,2955.00000
KY, Mclean County Board of Education ,McLean County,mclean co sch dist,mclean,2104020,18507500200000,McLean County,Calhoun,1558.00000
KY, Meade County School District ,Meade County,meade co sch dist,meade,2104050,18508200100000,Meade County,Brandenburg,5020.00000
KY, Menifee County School District ,Menifee County,menifee co sch dist,menifee,2104080,18508300100000,Menifee County,Frenchburg,978.00000
KY, Mercer County School District ,Mercer County,mercer co sch dist,mercer,2104110,18508400300000,Mercer County,Harrodsburg,2822.00000
KY, Metcalfe County School District ,Metcalfe County,metcalfe co sch dist,metcalfe,2104140,18508500100000,Metcalfe County,Edmonton,1558.00000
KY, Montgomery County School District ,Montgomery County,montgomery co sch dist,montgomery,2104250,18508700100000,Montgomery County,Mt Sterling,4704.00000
KY, Morgan County School District ,Morgan County,morgan co sch dist,morgan,2104290,18508800100000,Morgan County,West Liberty,2007.00000
KY, Muhlenberg County School District ,Muhlenberg County,muhlenberg co sch dist,muhlenberg,2100081,18508900300000,Muhlenberg County,Powderly,4692.00000
KY, Nelson County School District ,Nelson County,nelson co sch dist,nelson,2104410,18509000200000,Nelson County,Bardstown,4734.00000
KY, Nicholas County School District ,Nicholas County,nicholas co sch dist,nicholas,2104470,18509100200000,Nicholas County,Carlisle,1124.00000
KY, Ohio County School District ,Ohio County,ohio co sch dist,ohio,2104500,18509200100000,Ohio County,Hartford,4299.00000
KY, Owen County School District ,Owen County,owen co sch dist,owen,2104560,18509400100000,Owen County,Owenton,1923.00000
KY, Owsley County School District ,Owsley County,owsley co sch dist,owsley,2104620,18509500100000,Owsley County,Booneville,772.00000
KY, Pendleton County Board of Education ,Pendleton County,pendleton co sch dist,pendleton,2104740,18509600200000,Pendleton County,Falmouth,2417.00000
KY, Perry County School District ,Perry County,perry co sch dist,perry,2104770,18509700200000,Perry County,Hazard,4052.00000
KY, Pike County Board of Education ,Pike County,pike co sch dist,pike,2104800,18509800100000,Pike County,Pikeville,8492.00000
KY, Powell County School District ,Powell County,powell co sch dist,powell,2104890,18509900100000,Powell County,Stanton,2297.00000
KY, Pulaski County School District ,Pulaski County,pulaski co sch dist,pulaski,2104950,18510000200000,Pulaski County,Somerset,8710.00000
KY, Robertson County Board of Education ,Robertson County,robertson co sch dist,robertson,2105040,18510100100000,Robertson County,Mount Olivet,448.00000
KY, Rockcastle County School District ,Rockcastle County,rockcastle co sch dist,rockcastle,2105070,18510200200000,Rockcastle County,Mount Vernon,2812.00000
KY, Rowan County School District ,Rowan County,rowan co sch dist,rowan,2105100,18510300100000,Rowan County,Morehead,3548.00000
KY, Russell County School District ,Russell County,russell co sch dist,russell,2105160,18510400100000,Russell County,Jamestown,3114.00000
KY, Russell Independent School District ,Russell County,russell co sch dist,russell,2105160,18510400100000,Russell County,Jamestown,3114.00000
KY, Shelby County Board of Education ,Shelby County,shelby co sch dist,shelby,2105320,18510600100000,Shelby County,Shelbyville,7304.00000
KY, Simpson County School District ,Simpson County,simpson co sch dist,simpson,2105400,18510700100000,Simpson County,Franklin,3158.00000
KY, Spencer County School District ,Spencer County,spencer co sch dist,spencer,2105490,18510800100000,Spencer County,Taylorsville,3169.00000
KY, Taylor County Board of Education ,Taylor County,taylor co sch dist,taylor,2105520,18510900200000,Taylor County,Campbellsville,2783.00000
KY, Todd County School District ,Todd County,todd co sch dist,todd,2105550,18511000100000,Todd County,Elkton,2061.00000
KY, Trigg County Board of Education ,Trigg County,trigg co sch dist,trigg,2105580,18511100100000,Trigg County,Cadiz,2044.00000
KY, Trimble County School District ,Trimble County,trimble co sch dist,trimble,2105610,18511200100000,Trimble County,Bedford,1219.00000
KY, Union County School District ,Union County,union co sch dist,union,2105640,18511300100000,Union County,Morganfield,2174.00000
KY, Warren County School District ,Warren County,warren co sch dist,warren,2105730,18511400200000,Warren County,Bowling Green,17508.00000
KY, Washington County Board of Education ,Washington County,washington co sch dist,washington,2105760,18511500200000,Washington County,Springfield,1774.00000
KY, Whitley County School District ,Whitley County,whitley co sch dist,whitley,2105880,18511800200000,Whitley County,Williamsburg,4373.00000
KY, Wolfe County Board of Education ,Wolfe County,wolfe co sch dist,wolfe,2105970,18511900100000,Wolfe County,Campton,1234.00000
KY, Woodford County School District ,Woodford County,woodford co sch dist,woodford,2106000,18512000200000,Woodford County,Versailles,4253.00000
MA, Freetown-Lakeville Regional School District ,Freetown-Lakeville,freetown lakeville regional schools,freetown lakeville regional,2505070,22500350100000,Plymouth County,Lakeville,2832.00000
MD, Anne Arundel County Board of Education ,Anne Arundel County Public Schools,anne arundel co schs,anne arundel,2400060,21100200230100,Anne Arundel County,Annapolis,84984.00000
MD, Baltimore City Public School System ,Baltimore City Public Schools,baltimore city schools,baltimore city,2400090,21200400130100,Baltimore city,Baltimore,79187.00000
MD, Board of Education of Carroll County ,Carroll County Public Schools,carroll co schs,carroll,2400210,21100700630100,Carroll County,Westminster,25345.00000
MD, Board of Education of Somerset County ,Somerset County Public Schools,somerset co schs,somerset,2400570,21102001930100,Somerset County,Westover,2905.00000
MD, Board of Education of Talbot County ,Talbot County Public Schools,talbot co schs,talbot,2400630,21102102030100,Talbot County,Easton,4703.00000
MD, Board of Education of Wicomico County ,Wicomico County Public Schools,wicomico co schools,wicomico,2400690,21102302230100,Wicomico County,Salisbury,15203.00000
MD, Calvert County Public Schools ,Calvert County Public Schools,calvert co schs,calvert,2400150,21100500430100,Calvert County,Prince Frederick,16022.00000
MD, Charles County Public Schools ,Charles County Public Schools,charles co schs,charles,2400270,21100900830100,Charles County,La Plata,27521.00000
MD, Frederick County Public Schools ,Frederick County Public Schools,frederick co schools,frederick,2400330,21101101030100,Frederick County,Frederick,43828.00000
MD, Harford County Public Schools ,Harford County Public Schools,harford co sch,harford,2400390,21101301230100,Harford County,Bel Air,38429.00000
MD, Prince Georges County Public Schools ,Prince George's County Public Schools,prince georges co schs,prince georges,2400510,21101701630100,Prince George's County,Upper Marlboro,135952.00000
MD, St. Marys County Public Schools ,St. Mary's County Public Schools,st marys co schs,st marys,2400600,21101901830100,St. Mary's County,Leonardtown,18083.00000
MD, Washington County Board of Education ,WASHINGTON COUNTY PUBLIC SCHOOLS,washington co schs,washington,2400660,21102202130100,Washington County,Hagerstown,22993.00000
MI, Adams Schools ,Adams Township School District,adams twp sch dist,adams,2601890,23503100100000,Houghton County,Painesdale,486.00000
MI, Adams Township School District ,Adams Township School District,adams twp sch dist,adams,2601890,23503100100000,Houghton County,Painesdale,486.00000
MI, Addison Community Schools ,Addison Community Schools,addison comm sch dist,addison,2601920,23504600100000,Lenawee County,ADDISON,806.00000
MI, Airport Community Schools ,Airport Community Schools,airport comm sch dist,airport,2601980,23505800100000,Monroe County,CARLETON,2614.00000
MI, Akron-Fairgrove Schools ,Akron-Fairgrove Schools,akron-fairgrove sch dist,akron fairgrove,2602010,23507900100000,Tuscola County,Fairgrove,319.00000
MI, Alcona Community Schools ,Alcona Community Schools,alcona comm schs,alcona,2602160,23500100100000,Alcona County,Lincoln,692.00000
MI, Algonac Community Schools ,Algonac Community School District,algonac comm sch dist 1,algonac,2602190,23507400100000,St. Clair County,CLAY,1417.00000
MI, Allen Park Public Schools ,Allen Park Public Schools,allen park pub sch dist,allen park,2602520,23508200100000,Wayne County,ALLEN PARK,3845.00000
MI, Almont Community Schools ,Almont Community Schools,almont comm sch dist 12,almont,2602670,23504400200000,Lapeer County,ALMONT,1463.00000
MI, Anchor Bay School District ,Anchor Bay School District,anchor bay school dist,anchor bay,2602790,23505000200000,St. Clair County,CASCO,5816.00000
MI, Ann Arbor Public Schools ,Ann Arbor Public Schools,ann arbor city sch dist 1,ann arbor,2602820,23508100100000,Washtenaw County,ANN ARBOR,18073.00000
MI, Armada Area Schools ,Armada Area Schools,armada area sch dist,armada area,2603240,23505000100000,Macomb County,ARMADA,1792.00000
MI, Ashley Community Schools ,Ashley Community Schools,ashley comm sch dist,ashley,2603480,23502901000000,Gratiot County,Ashley,250.00000
MI, Atherton Community Schools ,Atherton Community Schools,atherton comm sch dist,atherton,2603540,23502500100000,Genesee County,BURTON,832.00000
MI, Atlanta Community Schools ,Atlanta Community Schools,atlanta comm schs,atlanta,2603570,23506000100000,Montmorency County,ATLANTA,252.00000
MI, Bangor Public Schools ,Bangor Public Schools (Van Buren),bangor public school dist,bangor,2603870,23508001200000,Van Buren County,BANGOR,1104.00000
MI, Bangor Public Schools ,Bangor Township S/D #8,bangor township sch dist 8,bangor,2603960,23508001700000,Van Buren County,BANGOR,24.00000
MI, Bangor Public Schools ,Bangor Township Schools,bangor township schools,bangor,2603900,23500900200000,Bay County,BAY CITY,2566.00000
MI, Bangor Schools Township ,Bangor Public Schools (Van Buren),bangor public school dist,bangor,2603870,23508001200000,Van Buren County,BANGOR,1104.00000
MI, Bangor Schools Township ,Bangor Township S/D #8,bangor township sch dist 8,bangor,2603960,23508001700000,Van Buren County,BANGOR,24.00000
MI, Bangor Schools Township ,Bangor Township Schools,bangor township schools,bangor,2603900,23500900200000,Bay County,BAY CITY,2566.00000
MI, Bear Lake School District ,Bear Lake Schools,bear lake schools,bear lake,2604320,23505100200000,Manistee County,BEAR LAKE,286.00000
MI, Beaver Island Community School ,Beaver Island Community School,beaver island comm school dist,beaver island,2604350,23501501500000,Charlevoix County,BEAVER ISLAND,49.00000
MI, Bedford Public Schools ,Bedford Public Schools,bedford public sch dist,bedford,2604470,23505800300000,Monroe County,TEMPERANCE,4262.00000
MI, Belding Area Schools ,Belding Area School District,belding area school district,belding area,2604530,23503400100000,Ionia County,BELDING,1746.00000
MI, Bellevue Community Schools ,Bellevue Community Schools,bellevue comm sch dist,bellevue,2604650,23502300100000,Eaton County,BELLEVUE,591.00000
MI, Bentley Community School District ,Bentley Community School District,bentley comm school dist,bentley,2604800,23502500700000,Genesee County,BURTON,832.00000
MI, Benton Harbor Area Schools ,Benton Harbor Area Schools,benton harbor area schs,benton harbor area,2604830,23501101000000,Berrien County,BENTON HARBOR,1776.00000
MI, Benzie County Central School District ,Benzie County Central Schools,benzie co central schools,benzie,2604950,23501000200000,Benzie County,BENZONIA,1353.00000
MI, Big Rapids Public Schools ,Big Rapids Public Schools,big rapids public school dist,big rapids,2605780,23505400300000,Mecosta County,BIG RAPIDS,2102.00000
MI, Blissfield Community Schools ,Blissfield Community Schools,blissfield comm sch dist,blissfield,2606000,23504600900000,Lenawee County,BLISSFIELD,1208.00000
MI, Boyne City Public Schools ,Boyne City Public Schools,boyne city schools,boyne city,2606500,23501500300000,Charlevoix County,BOYNE CITY,1344.00000
MI, Boyne Falls Public School District ,Boyne Falls Public School District,boyne falls pub sch dist,boyne falls,2606510,23501500400000,Charlevoix County,Boyne Falls,205.00000
MI, Breckenridge Community Schools ,Breckenridge Community Schools,breckenridge comm sch dist,breckenridge,2606630,23502902000000,Gratiot County,Breckenridge,624.00000
MI, Breitung Township School District ,Breitung Township School District,breitung twp sch dist 1,breitung,2606720,23502200200000,Dickinson County,KINGSFORD,1910.00000
MI, Bridgeport-Spaulding Community School District ,Bridgeport-Spaulding Community School District,bridgeport-spaulding comm school dist,bridgeport spaulding,2606780,23507301900000,Saginaw County,BRIDGEPORT,1512.00000
MI, Bridgman Public Schools ,Bridgman Public Schools,bridgman public sch dist,bridgman,2606840,23501103500000,Berrien County,BRIDGMAN,898.00000
MI, Brighton Area Schools ,Brighton Area Schools,brighton area sch dist,brighton area,2606870,23504700100000,Livingston County,BRIGHTON,5973.00000
MI, Bronson Community Schools ,Bronson Community School District,bronson comm schools,bronson,2606960,23501200700000,Branch County,BRONSON,1074.00000
MI, Buckley Community Schools ,Buckley Community Schools,buckley comm school dist,buckley,2607170,23502870200000,Wexford County,Buckley,437.00000
MI, Burr Oak Community School District ,Burr Oak Community School District,burr oak comm school dist 437,burr oak,2607410,23507500200000,St. Joseph County,Burr Oak,278.00000
MI, Burt School District Township ,Burt Township School District,burt twp sch dist,burt,2607470,23500200200000,Alger County,Grand Marais,31.00000
MI, Byron Center Public Schools ,Byron Center Public Schools,byron center public school dist,byron center,2607560,23504102500000,Kent County,BYRON CENTER,4243.00000
MI, Caledonia Community Schools ,Caledonia Community Schools,caledonia comm sch dist,caledonia,2607620,23504102600000,Kent County,CALEDONIA,4840.00000
MI, Camden-Frontier School ,Camden-Frontier School,camden frontier sch dist,camden frontier,2607710,23503000600000,Hillsdale County,CAMDEN,513.00000
MI, Carman-Ainsworth Community Schools ,Carman-Ainsworth Community Schools,carman-ainsworth cmty schs,carman ainsworth,2607890,23502500900000,Genesee County,Flint,4329.00000
MI, Carney-Nadeau Public Schools ,Carney-Nadeau Public Schools,carney nadeau pub schs,carney nadeau,2608010,23505500100000,Menominee County,Carney,299.00000
MI, Carson City-Crystal Area Schools ,Carson City-Crystal Area Schools,carson city-crystal area sch dist,carson city crystal area,2608130,23505901000000,Montcalm County,Carson City,890.00000
MI, Cassopolis Public Schools ,Cassopolis Public Schools,cassopolis public sch dist,cassopolis,2608430,23501400800000,Cass County,CASSOPOLIS,911.00000
MI, Charlotte Public Schools ,Charlotte Public Schools,charlotte pub sch dist,charlotte,2608770,23502302100000,Eaton County,CHARLOTTE,2530.00000
MI, Cheboygan Area Schools ,Cheboygan Area Schools,cheboygan area sch dist,cheboygan area,2608910,23501600800000,Cheboygan County,Cheboygan,1585.00000
MI, Chesaning Union Schools ,Chesaning Union Schools,chesaning union sch dist,chesaning,2609150,23507302900000,Saginaw County,CHESANING,1436.00000
MI, Chippewa Valley Schools ,Chippewa Valley Schools,chippewa valley sch dist,chippewa valley,2609570,23505000700000,Macomb County,CLINTON TOWNSHIP,15715.00000
MI, Clarkston Community Schools ,Clarkston Community School District,clarkston comm sch dist,clarkston,2609900,23506301000000,Oakland County,CLARKSTON,7598.00000
MI, Climax-Scotts Community Schools ,Climax-Scotts Community Schools,climax scotts comm sch dist,climax scotts,2610020,23503900600000,Kalamazoo County,CLIMAX,496.00000
MI, Clintondale Community Schools ,Clintondale Community Schools,clintondale school district,clintondale,2610080,23505001200000,Macomb County,CLINTON TOWNSHIP,2790.00000
MI, Clio Area Schools ,Clio Area School District,clio area school district,clio area,2610110,23502501000000,Genesee County,CLIO,2831.00000
MI, Coldwater Community Schools ,Coldwater Community Schools,coldwater comm sch dist,coldwater,2610140,23501201300000,Branch County,COLDWATER,2863.00000
MI, Delton Kellogg Schools ,Delton Kellogg Schools,delton kellogg sch dist,delton kellogg,2611910,23500801900000,Barry County,DELTON,1183.00000
MI, Dexter Community Schools ,Dexter Community School District,dexter comm sch dist,dexter,2612030,23508100700000,Washtenaw County,DEXTER,3638.00000
MI, Dowagiac Union Schools ,Dowagiac Union School District,dowagiac union school district,dowagiac,2612150,23501400900000,Cass County,DOWAGIAC,2200.00000
MI, Dundee Community Schools ,Dundee Community Schools,dundee comm sch dist,dundee,2612300,23505800600000,Monroe County,DUNDEE,1716.00000
MI, Durand Area Schools ,Durand Area Schools,durand area sch dist,durand area,2612330,23507801500000,Shiawassee County,DURAND,1308.00000
MI, Eastpointe Community Schools ,Eastpointe Community Schools,eastpointe community school district,eastpointe,2612450,23505000800000,Macomb County,EASTPOINTE,2485.00000
MI, Eaton Rapids Public Schools ,Eaton Rapids Public Schools,eaton rapids pub sch dist,eaton rapids,2612690,23502303800000,Eaton County,EATON RAPIDS,2266.00000
MI, Ellsworth Community School ,Ellsworth Community School,ellsworth comm sch dist,ellsworth,2613110,23500500300000,Antrim County,ELLSWORTH,244.00000
MI, Escanaba Area Public Schools ,Escanaba Area Public Schools,escanaba area pub sch,escanaba area,2613500,23502100500000,Delta County,ESCANABA,2310.00000
MI, Ewen-Trout Creek Consolidated School District ,Ewen-Trout Creek Consolidated School District,ewen-trout creek consolidated school district,ewen trout creek,2600014,23506600600000,Ontonagon County,EWEN,183.00000
MI, Farwell Area Schools ,Farwell Area Schools,farwell area sch dist,farwell area,2614100,23501800500000,Clare County,FARWELL,1069.00000
MI, Flat Rock Community Schools ,Flat Rock Community Schools,flat rock comm schools,flat rock,2607080,23508200200000,Wayne County,FLAT ROCK,1939.00000
MI, Forest Park School District ,Forest Park School District,forest park school dist,forest park,2611190,23503600200000,Iron County,CRYSTAL FALLS,467.00000
MI, Fowlerville Community Schools ,Fowlerville Community Schools,fowlerville comm sch dist,fowlerville,2614730,23504700800000,Livingston County,FOWLERVILLE,2718.00000
MI, Frankfort-Elberta Area Schools ,Frankfort-Elberta Area Schools,frankfort-elberta area sch dist,frankfort elberta area,2614790,23501001000000,Benzie County,FRANKFORT,472.00000
MI, Fremont Public Schools ,Fremont Public School District,fremont public sch dist,fremont,2615150,23506203800000,Newaygo County,FREMONT,2107.00000
MI, Fruitport Community Schools ,Fruitport Community Schools,fruitport comm sch dist,fruitport,2615390,23506102300000,Muskegon County,FRUITPORT,2667.00000
MI, Fulton Schools ,Fulton Schools,fulton schs dist,fulton,2615420,23502903300000,Gratiot County,MIDDLETON,646.00000
MI, Galesburg-Augusta Community Schools ,Galesburg-Augusta Community Schools,galesburg augusta comm school dist,galesburg augusta,2615450,23503900900000,Kalamazoo County,GALESBURG,1017.00000
MI, Gaylord Community Schools ,Gaylord Community Schools,gaylord comm sch dist,gaylord,2615730,23506900900000,Otsego County,GAYLORD,2975.00000
MI, Genesee Intermediate School District ,Genesee School District,genesee school district,genesee,2615750,23502502200000,Genesee County,Genesee,674.00000
MI, Gladstone Area Schools ,Gladstone Area Schools,gladstone area pub schs,gladstone area,2615970,23502101000000,Delta County,GLADSTONE,1548.00000
MI, Gladwin Community Schools ,Gladwin Community Schools,gladwin comm sch dist,gladwin,2615990,23502601300000,Gladwin County,GLADWIN,1613.00000
MI, Glen Lake Community Schools ,Glen Lake Community Schools,glen lake comm sch dist,glen lake,2616020,23504500500000,Leelanau County,MAPLE CITY,669.00000
MI, Godfrey-Lee Public Schools ,Godfrey-Lee Public Schools,godfrey lee public schs,godfrey lee,2616080,23504113800000,Kent County,WYOMING,1818.00000
MI, Grand Blanc Community Schools ,Grand Blanc Community Schools,grand blanc comm sch dist,grand blanc,2616350,23502502400000,Genesee County,GRAND BLANC,8326.00000
MI, Grand Ledge Public Schools ,Grand Ledge Public Schools,grand ledge pub sch dist,grand ledge,2616410,23502304600000,Eaton County,GRAND LEDGE,5375.00000
MI, Grandville Public Schools ,Grandville Public Schools,grandville public school dist,grandville,2616470,23504113300000,Kent County,Grandville,5642.00000
MI, Grant Public Schools ,Grant Public School District,grant public sch dist,grant,2616500,23506204300000,Newaygo County,GRANT,1788.00000
MI, Grant Public Schools ,Grant Township S/D #2,grant twp sch dist 2,grant,2616560,23504200300000,Keweenaw County,Copper Harbor,6.00000
MI, Grass Lake Community Schools ,Grass Lake Community Schools,grass lake comm sch dist,grass lake,2616830,23503801400000,Jackson County,GRASS LAKE,1328.00000
MI, Grosse Ile Schools Township ,Grosse Ile Township Schools,grosse ile twp sch dist,grosse ile,2617220,23508202200000,Wayne County,GROSSE ILE,1781.00000
MI, Gull Lake Community Schools ,Gull Lake Community Schools,gull lake comm schools,gull lake,2617250,23503902800000,Kalamazoo County,RICHLAND,3170.00000
MI, Gwinn Area Community Schools ,Gwinn Area Community Schools,gwinn area comm sch dist,gwinn area,2614690,23505200400000,Marquette County,GWINN,1032.00000
MI, Hale Area Schools ,Hale Area Schools,hale area sch dist,hale area,2617370,23503500100000,Iosco County,HALE,335.00000
MI, Hamilton Community Schools ,Hamilton Community Schools,hamilton comm sch dist,hamilton,2617400,23500304800000,Allegan County,HAMILTON,2773.00000
MI, Hamtramck Public Schools ,Hamtramck School District of the City of,hamtramck pub sch dist,hamtramck,2617520,23508202400000,Wayne County,Hamtramck,3353.00000
MI, Hanover-Horton School District ,Hanover-Horton School District,hanover horton schools,hanover horton,2617640,23503801600000,Jackson County,HORTON,1138.00000
MI, Harbor Beach Community Schools ,Harbor Beach Community Schools,harbor beach cmty school dist,harbor beach,2600007,23503202900000,Huron County,HARBOR BEACH,485.00000
MI, Harrison Community Schools ,Harrison Community Schools,harrison comm sch,harrison,2617820,23501801500000,Clare County,Harrison,1351.00000
MI, Hartland Consolidated Schools ,Hartland Consolidated Schools,hartland cons sch dist,hartland,2617910,23504701900000,Livingston County,HOWELL,5468.00000
MI, Haslett Public Schools ,Haslett Public Schools,haslett public sch dist,haslett,2617940,23503301700000,Ingham County,HASLETT,2742.00000
MI, Hemlock Public School District ,Hemlock Public School District,hemlock public sch dist,hemlock,2618180,23507304000000,Saginaw County,Hemlock,1184.00000
MI, Hesperia Community Schools ,Hesperia Community Schools,hesperia comm sch dist,hesperia,2618270,23506205100000,Newaygo County,Hesperia,887.00000
MI, Hillsdale Community Schools ,Hillsdale Community Schools,hillsdale comm sch dist,hillsdale,2618390,23503000700000,Hillsdale County,HILLSDALE,1364.00000
MI, Hillsdale County Intermediate School District ,Hillsdale Community Schools,hillsdale comm sch dist,hillsdale,2618390,23503000700000,Hillsdale County,HILLSDALE,1364.00000
MI, Holly Area Schools ,Holly Area School District,holly area sch dist,holly area,2618450,23506301600000,Oakland County,HOLLY,3258.00000
MI, Holt Public Schools ,Holt Public Schools,holt public sch dist,holt,2618480,23503301800000,Ingham County,HOLT,5440.00000
MI, Holton Public Schools ,Holton Public Schools,holton public sch dist 1,holton,2618510,23506102900000,Muskegon County,HOLTON,837.00000
MI, Imlay City Community Schools ,Imlay City Community Schools,imlay city comm sch dist,imlay city,2619100,23504404100000,Lapeer County,IMLAY CITY,1978.00000
MI, Inland Lakes Schools ,Inland Lakes Schools,inland lakes sch dist,inland lakes,2619170,23501601300000,Cheboygan County,INDIAN RIVER,650.00000
MI, Ithaca Public Schools ,Ithaca Public Schools,ithaca public schs,ithaca,2619580,23502903900000,Gratiot County,ITHACA,1076.00000
MI, Jackson County Intermediate School District ,Jackson Public Schools,jackson pub school dist,jackson,2619620,23503802200000,Jackson County,JACKSON,4678.00000
MI, Jackson Public Schools ,Jackson Public Schools,jackson pub school dist,jackson,2619620,23503802200000,Jackson County,JACKSON,4678.00000
MI, Johannesburg-Lewiston Area Schools ,Johannesburg-Lewiston Area Schools,johannesburg-lewiston area scools,johannesburg lewiston area,2619890,23506901000000,Otsego County,Johannesburg,706.00000
MI, Jonesville Community Schools ,Jonesville Community Schools,jonesville comm sch dist,jonesville,2619920,23503000900000,Hillsdale County,Jonesville,1453.00000
MI, Kalkaska Public Schools ,Kalkaska Public Schools,kalkaska pub schs,kalkaska,2620050,23504001600000,Kalkaska County,Kalkaska,1456.00000
MI, Kearsley Community Schools ,Kearsley Community School District,kearsley community school district,kearsley,2620070,23502502600000,Genesee County,FLINT,2941.00000
MI, Kenowa Hills Public Schools ,Kenowa Hills Public Schools,kenowa hills school dist,kenowa hills,2620280,23504170200000,Kent County,GRAND RAPIDS,3161.00000
MI, Kent City Community Schools ,Kent City Community Schools,kent city comm sch dist,kent city,2620310,23504106400000,Kent County,KENT CITY,1302.00000
MI, Kentwood Public Schools ,Kentwood Public Schools,kentwood public school,kentwood,2620340,23504150100000,Kent County,GRAND RAPIDS,9352.00000
MI, Kingsley Area Schools ,Kingsley Area Schools,kingsley area sch dist,kingsley area,2620380,23502802300000,Grand Traverse County,KINGSLEY,1548.00000
MI, Laingsburg Community Schools ,Laingsburg Community Schools,laingsburg comm sch dist,laingsburg,2620550,23507806300000,Shiawassee County,LAINGSBURG,1166.00000
MI, Lake City Area Schools ,Lake City Area School District,lake city area sch dist,lake city area,2620610,23505700800000,Missaukee County,Lake City,1216.00000
MI, Lake Fenton Community Schools ,Lake Fenton Community Schools,lake fenton comm sch dist,lake fenton,2620670,23502502700000,Genesee County,FENTON,2107.00000
MI, Lake Orion Community Schools ,Lake Orion Community Schools,lake orion comm sch dist,lake orion,2620730,23506301800000,Oakland County,LAKE ORION,7244.00000
MI, Lakeville Community Schools ,LakeVille Community School District,lakeville comm sch dist,lakeville,2620940,23502550100000,Genesee County,OTISVILLE,1147.00000
MI, Lanse Area Schools ,L'Anse Area Schools,l'anse area school district,lanse area,2600018,23500700400000,Baraga County,LANSE,592.00000
MI, Lanse Creuse Public Schools ,L'Anse Creuse Public Schools,l'anse creuse school district,lanse creuse,2621870,23505001300000,Macomb County,Clinton Township,10144.00000
MI, Lapeer County Intermediate School District ,Lapeer Community Schools,lapeer comm schs,lapeer,2621180,23504404200000,Lapeer County,LAPEER,4901.00000
MI, Leland Public School ,Leland Public School District,leland public school district,leland,2621390,23504500800000,Leelanau County,Leland,520.00000
MI, Lincoln Consolidated School District ,Lincoln Consolidated School District,lincoln cons sch dist,lincoln,2621570,23508101000000,Washtenaw County,YPSILANTI,3787.00000
MI, Lincoln Consolidated Schools ,Lincoln Consolidated School District,lincoln cons sch dist,lincoln,2621570,23508101000000,Washtenaw County,YPSILANTI,3787.00000
MI, Litchfield Community Schools ,Litchfield Community Schools,litchfield comm sch dist,litchfield,2621750,23503001000000,Hillsdale County,LITCHFIELD,288.00000
MI, Madison District Public Schools ,Madison District Public Schools,madison pub sch dist,madison,2622290,23506304000000,Oakland County,MADISON HEIGHTS,1138.00000
MI, Madison School District ,Madison District Public Schools,madison pub sch dist,madison,2622290,23506304000000,Oakland County,MADISON HEIGHTS,1138.00000
MI, Manistee Area Public Schools ,Manistee Area Public Schools,manistee area public schs,manistee area,2622410,23505101000000,Manistee County,MANISTEE,1344.00000
MI, Maple Valley Schools ,Maple Valley Schools,maple valley school dist,maple valley,2622620,23502307200000,Eaton County,VERMONTVILLE,970.00000
MI, Mar Lee School District ,Mar Lee School District,mar lee school dist,mar lee,2622830,23501370100000,Calhoun County,MARSHALL,329.00000
MI, Marlette Community Schools ,Marlette Community Schools,marlette comm sch dist,marlette,2622860,23507605700000,Sanilac County,Marlette,785.00000
MI, Marshall Public Schools ,Marshall Public Schools,marshall public sch dist,marshall,2622970,23501306200000,Calhoun County,MARSHALL,2797.00000
MI, Marysville Public Schools ,Marysville Public Schools,marysville pub sch dist,marysville,2623040,23507405900000,St. Clair County,MARYSVILLE,2837.00000
MI, Mason Consolidated Schools ,Mason County Central Schools,mason co central sch dist,mason,2623130,23505301600000,Mason County,SCOTTVILLE,1351.00000
MI, Mason County Central School District ,Mason County Central Schools,mason co central sch dist,mason,2623130,23505301600000,Mason County,SCOTTVILLE,1351.00000
MI, Mason County Eastern Schools ,Mason County Eastern Schools,mason co eastern sch dist,mason eastern,2623160,23505300400000,Mason County,CUSTER,405.00000
MI, Mason Public Schools ,Mason County Central Schools,mason co central sch dist,mason,2623130,23505301600000,Mason County,SCOTTVILLE,1351.00000
MI, Mattawan Consolidated Schools ,Mattawan Consolidated School,mattawan consolidated school,mattawan,2623250,23508006400000,Van Buren County,MATTAWAN,3786.00000
