"","id","county","state.name","population","state.abb"
"632","0500000US05133","Sevier County","Arkansas",15839,"AR"
"633","0500000US17159","Richland County","Illinois",15813,"IL"
"634","0500000US20139","Osage County","Kansas",15766,"KS"
"635","0500000US17131","Mercer County","Illinois",15699,"IL"
"636","0500000US21103","Henry County","Kentucky",15678,"KY"
"637","0500000US29155","Pemiscot County","Missouri",15661,"MO"
"638","0500000US28023","Clarke County","Mississippi",15615,"MS"
"639","0500000US16047","Gooding County","Idaho",15598,"ID"
"640","0500000US40117","Pawnee County","Oklahoma",15553,"OK"
"641","1600000US0622454","El Sobrante CDP (Contra Costa County)","California",15524,"CA"
"642","0500000US17039","De Witt County","Illinois",15516,"IL"
"643","0500000US18013","Brown County","Indiana",15475,"IN"
"644","0500000US54001","Barbour County","West Virginia",15465,"WV"
"645","0500000US17023","Clark County","Illinois",15455,"IL"
"646","0500000US18165","Vermillion County","Indiana",15439,"IN"
"647","0500000US18159","Tipton County","Indiana",15359,"IN"
"648","0500000US40095","Marshall County","Oklahoma",15312,"OK"
"649","0500000US17101","Lawrence County","Illinois",15280,"IL"
"650","0500000US48371","Pecos County","Texas",15193,"TX"
"651","0500000US40073","Kingfisher County","Oklahoma",15184,"OK"
"652","0500000US21069","Fleming County","Kentucky",15082,"KY"
"653","0500000US35057","Torrance County","New Mexico",15045,"NM"
"654","0500000US22049","Jackson Parish","Louisiana",15031,"LA"
"655","0500000US46027","Clay County","South Dakota",14967,"SD"
"656","0500000US21123","Larue County","Kentucky",14867,"KY"
"657","0500000US13221","Oglethorpe County","Georgia",14825,"GA"
"658","0500000US29073","Gasconade County","Missouri",14794,"MO"
"659","0500000US22059","LaSalle Parish","Louisiana",14791,"LA"
"660","0500000US01065","Hale County","Alabama",14785,"AL"
"661","0500000US13161","Jeff Davis County","Georgia",14779,"GA"
"662","0500000US48389","Reeves County","Texas",14748,"TX"
"663","0500000US38053","McKenzie County","North Dakota",14704,"ND"
"664","0500000US21191","Pendleton County","Kentucky",14644,"KY"
"665","0500000US29117","Livingston County","Missouri",14557,"MO"
"666","0500000US05021","Clay County","Arkansas",14552,"AR"
"667","0500000US17139","Moultrie County","Illinois",14526,"IL"
"668","0500000US12065","Jefferson County","Florida",14510,"FL"
"669","0500000US39067","Harrison County","Ohio",14483,"OH"
"670","0500000US54103","Wetzel County","West Virginia",14442,"WV"
"671","0500000US29065","Dent County","Missouri",14421,"MO"
"672","0500000US20011","Bourbon County","Kansas",14360,"KS"
"673","0500000US54031","Hardy County","West Virginia",14299,"WV"
"674","0500000US25019","Nantucket County","Massachusetts",14255,"MA"
"675","0500000US21119","Knott County","Kentucky",14251,"KY"
"676","0500000US01027","Clay County","Alabama",14236,"AL"
"677","0500000US28129","Smith County","Mississippi",14209,"MS"
"678","0500000US40023","Choctaw County","Oklahoma",14204,"OK"
"679","0500000US16041","Franklin County","Idaho",14194,"ID"
"680","0500000US29039","Cedar County","Missouri",14188,"MO"
"681","0500000US22027","Claiborne Parish","Louisiana",14170,"LA"
"682","0500000US17127","Massac County","Illinois",14169,"IL"
"683","0500000US21065","Estill County","Kentucky",14163,"KY"
"684","0500000US45017","Calhoun County","South Carolina",14119,"SC"
"685","0500000US40035","Craig County","Oklahoma",14107,"OK"
"686","0500000US13251","Screven County","Georgia",14067,"GA"
"687","0500000US27159","Wadena County","Minnesota",14065,"MN"
"688","0500000US21221","Trigg County","Kentucky",14061,"KY"
"689","1600000US0622457","El Sobrante CDP (Riverside County)","California",14039,"CA"
"690","0500000US54087","Roane County","West Virginia",14028,"WV"
"691","0500000US01075","Lamar County","Alabama",13972,"AL"
"692","0500000US28147","Walthall County","Mississippi",13884,"MS"
"693","0500000US18111","Newton County","Indiana",13830,"IN"
"694","0500000US39115","Morgan County","Ohio",13802,"OH"
"695","0500000US30035","Glacier County","Montana",13778,"MT"
"696","0500000US17189","Washington County","Illinois",13761,"IL"
"697","0500000US56009","Converse County","Wyoming",13751,"WY"
"698","0500000US21175","Morgan County","Kentucky",13726,"KY"
"699","0500000US21025","Breathitt County","Kentucky",13718,"KY"
"700","0500000US48059","Callahan County","Texas",13708,"TX"
"701","0500000US46102","Oglala Lakota County","South Dakota",13672,"SD"
"702","0500000US05065","Izard County","Arkansas",13577,"AR"
"703","0500000US17053","Ford County","Illinois",13534,"IL"
"704","0500000US28041","Greene County","Mississippi",13530,"MS"
"705","0500000US16043","Fremont County","Idaho",13388,"ID"
"706","0500000US40063","Hughes County","Oklahoma",13367,"OK"
"707","0500000US08007","Archuleta County","Colorado",13359,"CO"
"708","0500000US55011","Buffalo County","Wisconsin",13317,"WI"
"709","0500000US17087","Johnson County","Illinois",13308,"IL"
"710","0500000US28013","Calhoun County","Mississippi",13266,"MS"
"711","0500000US01041","Crenshaw County","Alabama",13194,"AL"
"712","0500000US30003","Big Horn County","Montana",13124,"MT"
"713","0500000US21135","Lewis County","Kentucky",13080,"KY"
"714","0500000US48279","Lamb County","Texas",13045,"TX"
"715","0500000US21233","Webster County","Kentucky",13017,"KY"
"716","0500000US21109","Jackson County","Kentucky",12955,"KY"
"717","0500000US48487","Wilbarger County","Texas",12887,"TX"
"718","0500000US05061","Howard County","Arkansas",12785,"AR"
"719","0500000US21011","Bath County","Kentucky",12750,"KY"
"720","0500000US28005","Amite County","Mississippi",12720,"MS"
"721","0500000US28135","Tallahatchie County","Mississippi",12715,"MS"
"722","0500000US01023","Choctaw County","Alabama",12665,"AL"
"723","0500000US21033","Caldwell County","Kentucky",12649,"KY"
"724","0500000US29123","Madison County","Missouri",12626,"MO"
"725","0500000US13049","Charlton County","Georgia",12518,"GA"
"726","0500000US18131","Pulaski County","Indiana",12514,"IN"
"727","0500000US56015","Goshen County","Wyoming",12498,"WY"
"728","0500000US28161","Yalobusha County","Mississippi",12481,"MS"
"729","0500000US48063","Camp County","Texas",12464,"TX"
"730","0500000US54007","Braxton County","West Virginia",12447,"WV"
"731","0500000US54063","Monroe County","West Virginia",12376,"WV"
"732","0500000US21031","Butler County","Kentucky",12371,"KY"
"733","0500000US05137","Stone County","Arkansas",12359,"AR"
"734","0500000US01119","Sumter County","Alabama",12345,"AL"
"735","0500000US21219","Todd County","Kentucky",12243,"KY"
"736","0500000US48379","Rains County","Texas",12164,"TX"
"737","0500000US21061","Edmonson County","Kentucky",12126,"KY"
"738","0500000US18009","Blackford County","Indiana",12112,"IN"
"739","0500000US05049","Fulton County","Arkansas",12075,"AR"
"740","0500000US21229","Washington County","Kentucky",12027,"KY"
"741","0500000US28077","Lawrence County","Mississippi",12016,"MS"
"742","0500000US48343","Morris County","Texas",11973,"TX"
"743","0500000US54089","Summers County","West Virginia",11959,"WV"
"744","0500000US29115","Linn County","Missouri",11874,"MO"
"745","0500000US48445","Terry County","Texas",11831,"TX"
"746","0500000US21153","Magoffin County","Kentucky",11637,"KY"
"747","0500000US16081","Teton County","Idaho",11630,"ID"
"748","0500000US47169","Trousdale County","Tennessee",11615,"TN"
"749","1600000US4732742","Hartsville/Trousdale County","Tennessee",11615,"TN"
"750","0500000US38071","Ramsey County","North Dakota",11605,"ND"
"751","0500000US01035","Conecuh County","Alabama",11597,"AL"
"752","0500000US48387","Red River County","Texas",11587,"TX"
"753","0500000US40061","Haskell County","Oklahoma",11561,"OK"
"754","0500000US28111","Perry County","Mississippi",11511,"MS"
"755","0500000US30083","Richland County","Montana",11491,"MT"
"756","0500000US13149","Heard County","Georgia",11412,"GA"
"757","0500000US48031","Blanco County","Texas",11374,"TX"
"758","0500000US17185","Wabash County","Illinois",11361,"IL"
"759","0500000US21171","Monroe County","Kentucky",11338,"KY"
"760","0500000US48297","Live Oak County","Texas",11335,"TX"
"761","0500000US29139","Montgomery County","Missouri",11322,"MO"
"762","0500000US28065","Jefferson Davis County","Mississippi",11321,"MS"
"763","0500000US40107","Okfuskee County","Oklahoma",11310,"OK"
"764","0500000US21159","Martin County","Kentucky",11287,"KY"
"765","0500000US21187","Owen County","Kentucky",11278,"KY"
"766","0500000US13005","Bacon County","Georgia",11140,"GA"
"767","0500000US21087","Green County","Kentucky",11107,"KY"
"768","0500000US46079","Lake County","South Dakota",11059,"SD"
"769","1600000US1257058","Pine Ridge CDP (Citrus County)","Florida",11042,"FL"
"770","0500000US29063","DeKalb County","Missouri",11029,"MO"
"771","0500000US54023","Grant County","West Virginia",10976,"WV"
"772","0500000US29223","Wayne County","Missouri",10974,"MO"
"773","0500000US40103","Noble County","Oklahoma",10924,"OK"
"774","0500000US40149","Washita County","Oklahoma",10924,"OK"
"775","0500000US22091","St. Helena Parish","Louisiana",10920,"LA"
"776","0500000US53043","Lincoln County","Washington",10876,"WA"
"777","0500000US38003","Barnes County","North Dakota",10853,"ND"
"778","0500000US40127","Pushmataha County","Oklahoma",10812,"OK"
"779","0500000US21041","Carroll County","Kentucky",10810,"KY"
"780","0500000US29181","Ripley County","Missouri",10679,"MO"
"781","0500000US01131","Wilcox County","Alabama",10600,"AL"
"782","0500000US05011","Bradley County","Arkansas",10545,"AR"
"783","1600000US5323165","Fairwood CDP (Spokane County)","Washington",10541,"WA"
"784","0500000US18025","Crawford County","Indiana",10526,"IN"
"785","0500000US21131","Leslie County","Kentucky",10513,"KY"
"786","0500000US16087","Washington County","Idaho",10500,"ID"
"787","0500000US01037","Coosa County","Alabama",10387,"AL"
"788","0500000US01011","Bullock County","Alabama",10357,"AL"
"789","0500000US29173","Ralls County","Missouri",10355,"MO"
"790","0500000US01085","Lowndes County","Alabama",10311,"AL"
"791","0500000US21169","Metcalfe County","Kentucky",10286,"KY"
"792","0500000US28103","Noxubee County","Mississippi",10285,"MS"
"793","0500000US46109","Roberts County","South Dakota",10280,"SD"
"794","0500000US40069","Johnston County","Oklahoma",10272,"OK"
"795","0500000US46019","Butte County","South Dakota",10243,"SD"
"796","0500000US48077","Clay County","Texas",10218,"TX"
"797","0500000US05109","Pike County","Arkansas",10171,"AR"
"798","0500000US40085","Love County","Oklahoma",10146,"OK"
"799","0500000US05105","Perry County","Arkansas",10019,"AR"
"800","0500000US22065","Madison Parish","Louisiana",10017,"LA"
"801","0500000US28015","Carroll County","Mississippi",9998,"MS"
"802","0500000US28155","Webster County","Mississippi",9926,"MS"
"803","1600000US1578500","Waimea CDP (Hawaii County)","Hawaii",9904,"HI"
"804","0500000US48369","Parmer County","Texas",9869,"TX"
"805","0500000US05127","Scott County","Arkansas",9836,"AR"
"806","0500000US28097","Montgomery County","Mississippi",9822,"MS"
"807","0500000US18101","Martin County","Indiana",9812,"IN"
"808","0500000US29079","Grundy County","Missouri",9808,"MO"
"809","0500000US28143","Tunica County","Mississippi",9782,"MS"
"810","0500000US38055","McLean County","North Dakota",9771,"ND"
"811","0500000US22123","West Carroll Parish","Louisiana",9751,"LA"
"812","0500000US18155","Switzerland County","Indiana",9737,"IN"
"813","0500000US48507","Zavala County","Texas",9670,"TX"
"814","0500000US13155","Irwin County","Georgia",9666,"GA"
"815","0500000US22021","Caldwell Parish","Louisiana",9645,"LA"
"816","0500000US20107","Linn County","Kansas",9591,"KS"
"817","0500000US13053","Chattahoochee County","Georgia",9565,"GA"
"818","1600000US1321017","Cusseta-Chattahoochee County unified government","Georgia",9565,"GA"
"819","0500000US48043","Brewster County","Texas",9546,"TX"
"820","0500000US29093","Iron County","Missouri",9537,"MO"
"821","0500000US16009","Benewah County","Idaho",9530,"ID"
"822","0500000US45065","McCormick County","South Carolina",9526,"SC"
"823","0500000US27117","Pipestone County","Minnesota",9424,"MN"
"824","0500000US30023","Deer Lodge County","Montana",9421,"MT"
"825","1600000US3630642","Greenville CDP (Westchester County)","New York",9394,"NY"
"826","0500000US46023","Charles Mix County","South Dakota",9373,"SD"
"827","0500000US40105","Nowata County","Oklahoma",9320,"OK"
"828","0500000US46121","Todd County","South Dakota",9319,"SD"
"829","0500000US29185","St. Clair County","Missouri",9284,"MO"
"830","0500000US21053","Clinton County","Kentucky",9253,"KY"
"831","0500000US48425","Somervell County","Texas",9205,"TX"
"832","0500000US13167","Johnson County","Georgia",9189,"GA"
"833","0500000US13273","Terrell County","Georgia",9185,"GA"
"834","0500000US21149","McLean County","Kentucky",9152,"KY"
"835","0500000US13253","Seminole County","Georgia",9147,"GA"
"836","0500000US28021","Claiborne County","Mississippi",9135,"MS"
"837","0500000US48429","Stephens County","Texas",9101,"TX"
"838","0500000US21091","Hancock County","Kentucky",9095,"KY"
"839","0500000US21055","Crittenden County","Kentucky",8990,"KY"
"840","0500000US28069","Kemper County","Mississippi",8988,"MS"
"841","0500000US30021","Dawson County","Montana",8940,"MT"
"842","0500000US22025","Catahoula Parish","Louisiana",8906,"LA"
"843","0500000US21139","Livingston County","Kentucky",8888,"KY"
"844","0500000US29025","Caldwell County","Missouri",8815,"MO"
"845","0500000US13315","Wilcox County","Georgia",8766,"GA"
"846","0500000US13141","Hancock County","Georgia",8735,"GA"
"847","0500000US40011","Blaine County","Oklahoma",8735,"OK"
"848","0500000US18007","Benton County","Indiana",8719,"IN"
"849","0500000US21077","Gallatin County","Kentucky",8690,"KY"
"850","0500000US21143","Lyon County","Kentucky",8680,"KY"
"851","0500000US13165","Jenkins County","Georgia",8674,"GA"
"852","0500000US46125","Turner County","South Dakota",8673,"SD"
"853","0500000US29137","Monroe County","Missouri",8666,"MO"
"854","0500000US29149","Oregon County","Missouri",8635,"MO"
"855","0500000US20205","Wilson County","Kansas",8624,"KS"
"856","0500000US40151","Woods County","Oklahoma",8624,"OK"
"857","0500000US56031","Platte County","Wyoming",8605,"WY"
"858","0500000US05077","Lee County","Arkansas",8600,"AR"
"859","0500000US28157","Wilkinson County","Mississippi",8587,"MS"
"860","0500000US29153","Ozark County","Missouri",8553,"MO"
"861","0500000US01105","Perry County","Alabama",8511,"AL"
"862","0500000US05097","Montgomery County","Arkansas",8484,"AR"
"863","0500000US21223","Trimble County","Kentucky",8474,"KY"
"864","0500000US48237","Jack County","Texas",8472,"TX"
"865","0500000US54085","Ritchie County","West Virginia",8444,"WV"
"866","0500000US18171","Warren County","Indiana",8440,"IN"
"867","0500000US29125","Maries County","Missouri",8432,"MO"
"868","0500000US29061","Daviess County","Missouri",8430,"MO"
"869","0500000US21023","Bracken County","Kentucky",8400,"KY"
"870","0500000US54101","Webster County","West Virginia",8378,"WV"
"871","0500000US46033","Custer County","South Dakota",8318,"SD"
"872","0500000US54095","Tyler County","West Virginia",8313,"WV"
"873","0500000US05099","Nevada County","Arkansas",8310,"AR"
"874","0500000US05117","Prairie County","Arkansas",8282,"AR"
"875","0500000US29085","Hickory County","Missouri",8279,"MO"
"876","0500000US28019","Choctaw County","Mississippi",8246,"MS"
"877","1600000US0879100","Twin Lakes CDP (Adams County)","Colorado",8226,"CO"
"878","0500000US48193","Hamilton County","Texas",8222,"TX"
"879","0500000US54015","Clay County","West Virginia",8051,"WV"
"880","0500000US45005","Allendale County","South Carolina",8039,"SC"
"881","0500000US16059","Lemhi County","Idaho",7974,"ID"
"882","0500000US48405","San Augustine County","Texas",7918,"TX"
"883","0500000US16077","Power County","Idaho",7878,"ID"
"884","0500000US20003","Anderson County","Kansas",7836,"KS"
"885","0500000US05129","Searcy County","Arkansas",7828,"AR"
"886","0500000US13269","Taylor County","Georgia",7816,"GA"
"887","0500000US54017","Doddridge County","West Virginia",7808,"WV"
"888","0500000US28053","Humphreys County","Mississippi",7785,"MS"
"889","0500000US01063","Greene County","Alabama",7730,"AL"
"890","0500000US21007","Ballard County","Kentucky",7728,"KY"
"891","0500000US48501","Yoakum County","Texas",7694,"TX"
"892","0500000US48083","Coleman County","Texas",7684,"TX"
"893","0500000US28037","Franklin County","Mississippi",7675,"MS"
"894","0500000US54073","Pleasants County","West Virginia",7653,"WV"
"895","0500000US28009","Benton County","Mississippi",7646,"MS"
"896","0500000US48307","McCulloch County","Texas",7630,"TX"
"897","0500000US22081","Red River Parish","Louisiana",7620,"LA"
"898","0500000US30105","Valley County","Montana",7578,"MT"
"899","0500000US29057","Dade County","Missouri",7569,"MO"
"900","0500000US46051","Grant County","South Dakota",7556,"SD"
"901","0500000US05025","Cleveland County","Arkansas",7550,"AR"
"902","1600000US2486525","Woodlawn CDP (Prince George's County)","Maryland",7541,"MD"
"903","0500000US21181","Nicholas County","Kentucky",7537,"KY"
"904","0500000US13197","Marion County","Georgia",7498,"GA"
"905","0500000US22035","East Carroll Parish","Louisiana",7459,"LA"
"906","0500000US46067","Hutchinson County","South Dakota",7427,"SD"
"907","0500000US29041","Chariton County","Missouri",7408,"MO"
"908","0500000US54021","Gilmer County","West Virginia",7408,"WV"
"909","0500000US21129","Lee County","Kentucky",7395,"KY"
"910","0500000US21063","Elliott County","Kentucky",7354,"KY"
"911","0500000US55091","Pepin County","Wisconsin",7318,"WI"
"912","0500000US50013","Grand Isle County","Vermont",7293,"VT"
"913","0500000US28063","Jefferson County","Mississippi",7260,"MS"
"914","0500000US05101","Newton County","Arkansas",7225,"AR"
"915","1600000US0601360","Alta Sierra CDP (Nevada County)","California",7204,"CA"
"916","0500000US48111","Dallam County","Texas",7115,"TX"
"917","0500000US18161","Union County","Indiana",7087,"IN"
"918","0500000US48047","Brooks County","Texas",7076,"TX"
"919","0500000US30005","Blaine County","Montana",7044,"MT"
"920","0500000US29203","Shannon County","Missouri",7031,"MO"
"921","0500000US16029","Caribou County","Idaho",7027,"ID"
"922","0500000US48175","Goliad County","Texas",7012,"TX"
"923","0500000US46009","Bon Homme County","South Dakota",7003,"SD"
"924","0500000US42053","Forest County","Pennsylvania",6973,"PA"
"925","0500000US46047","Fall River County","South Dakota",6973,"SD"
"926","1600000US5111224","Bull Run CDP (Fairfax County)","Virginia",6972,"VA"
"927","1600000US0625488","Franklin CDP (Merced County)","California",6919,"CA"
"928","0500000US05095","Monroe County","Arkansas",6799,"AR"
"929","0500000US30007","Broadwater County","Montana",6774,"MT"
"930","0500000US54093","Tucker County","West Virginia",6762,"WV"
"931","0500000US27073","Lac qui Parle County","Minnesota",6719,"MN"
"932","0500000US20167","Russell County","Kansas",6691,"KS"
"933","0500000US48283","La Salle County","Texas",6664,"TX"
"934","0500000US29045","Clark County","Missouri",6634,"MO"
"935","0500000US51097","King and Queen County","Virginia",6608,"VA"
"936","0500000US21237","Wolfe County","Kentucky",6562,"KY"
"937","0500000US21075","Fulton County","Kentucky",6515,"KY"
"938","0500000US05039","Dallas County","Arkansas",6482,"AR"
"939","0500000US47127","Moore County","Tennessee",6461,"TN"
"940","0500000US13283","Treutlen County","Georgia",6406,"GA"
"941","0500000US17071","Henderson County","Illinois",6387,"IL"
"942","0500000US16007","Bear Lake County","Idaho",6372,"ID"
"943","0500000US08109","Saguache County","Colorado",6368,"CO"
"944","0500000US46115","Spink County","South Dakota",6361,"SD"
"945","0500000US46101","Moody County","South Dakota",6336,"SD"
"946","0500000US05073","Lafayette County","Arkansas",6308,"AR"
"947","0500000US05147","Woodruff County","Arkansas",6269,"AR"
"948","1600000US0616630","Cottonwood CDP (Shasta County)","California",6268,"CA"
"949","0500000US17047","Edwards County","Illinois",6245,"IL"
"950","0500000US54013","Calhoun County","West Virginia",6229,"WV"
"951","0500000US28119","Quitman County","Mississippi",6176,"MS"
"952","0500000US46057","Hamlin County","South Dakota",6164,"SD"
"953","0500000US29075","Gentry County","Missouri",6162,"MO"
"954","0500000US54071","Pendleton County","West Virginia",6143,"WV"
"955","0500000US48377","Presidio County","Texas",6131,"TX"
"956","0500000US21165","Menifee County","Kentucky",6113,"KY"
"957","0500000US29205","Shelby County","Missouri",6103,"MO"
"958","0500000US29179","Reynolds County","Missouri",6096,"MO"
"959","0500000US13201","Miller County","Georgia",6000,"GA"
"960","0500000US29211","Sullivan County","Missouri",5999,"MO"
"961","1600000US0640526","Las Flores CDP (Orange County)","California",5995,"CA"
"962","0500000US38005","Benson County","North Dakota",5964,"ND"
"963","0500000US18115","Ohio County","Indiana",5940,"IN"
"964","0500000US50009","Essex County","Vermont",5920,"VT"
"965","0500000US30073","Pondera County","Montana",5898,"MT"
"966","0500000US30015","Chouteau County","Montana",5895,"MT"
"967","0500000US21057","Cumberland County","Kentucky",5888,"KY"
"968","0500000US42113","Sullivan County","Pennsylvania",5840,"PA"
"969","0500000US48169","Garza County","Texas",5816,"TX"
"970","0500000US48065","Carson County","Texas",5807,"TX"
"971","0500000US38073","Ransom County","North Dakota",5703,"ND"
"972","0500000US46087","McCook County","South Dakota",5682,"SD"
"973","0500000US46123","Tripp County","South Dakota",5624,"SD"
"974","0500000US48305","Lynn County","Texas",5596,"TX"
"975","0500000US13037","Calhoun County","Georgia",5573,"GA"
"976","1600000US3625109","Fairview CDP (Dutchess County)","New York",5475,"NY"
"977","0500000US46037","Day County","South Dakota",5449,"SD"
"978","1600000US0675315","Strawberry CDP (Marin County)","California",5447,"CA"
"979","0500000US48207","Haskell County","Texas",5416,"TX"
"980","0500000US48153","Floyd County","Texas",5402,"TX"
"981","0500000US38049","McHenry County","North Dakota",5345,"ND"
"982","0500000US40067","Jefferson County","Oklahoma",5337,"OK"
"983","0500000US46129","Walworth County","South Dakota",5315,"SD"
"984","0500000US29005","Atchison County","Missouri",5305,"MO"
"985","0500000US48195","Hansford County","Texas",5285,"TX"
"986","0500000US40029","Coal County","Oklahoma",5266,"OK"
"987","0500000US46015","Brule County","South Dakota",5247,"SD"
"988","0500000US46041","Dewey County","South Dakota",5239,"SD"
"989","0500000US48317","Martin County","Texas",5237,"TX"
"990","0500000US48119","Delta County","Texas",5230,"TX"
"991","0500000US13301","Warren County","Georgia",5215,"GA"
"992","0500000US54105","Wirt County","West Virginia",5194,"WV"
"993","0500000US17153","Pulaski County","Illinois",5193,"IL"
"994","0500000US46077","Kingsbury County","South Dakota",5187,"SD"
"995","0500000US48107","Crosby County","Texas",5133,"TX"
"996","0500000US16063","Lincoln County","Idaho",5127,"ID"
"997","1600000US4814881","Chula Vista CDP (Maverick County)","Texas",5100,"TX"
"998","1600000US3558070","Placitas CDP (Sandoval County)","New Mexico",5041,"NM"
"999","0500000US48483","Wheeler County","Texas",4990,"TX"
"1000","0500000US20147","Phillips County","Kansas",4981,"KS"
"1001","0500000US17059","Gallatin County","Illinois",4946,"IL"
"1002","1600000US0681050","Twin Lakes CDP (Santa Cruz County)","California",4944,"CA"
"1003","0500000US21039","Carlisle County","Kentucky",4826,"KY"
"1004","0500000US08121","Washington County","Colorado",4817,"CO"
"1005","1600000US3467590","Silver Lake CDP (Essex County)","New Jersey",4730,"NJ"
"1006","0500000US29199","Scotland County","Missouri",4716,"MO"
"1007","0500000US29171","Putnam County","Missouri",4681,"MO"
"1008","0500000US20157","Republic County","Kansas",4674,"KS"
"1009","1600000US3647548","Milton CDP (Saratoga County)","New York",4663,"NY"
"1010","1600000US4220672","Eagleville CDP (Montgomery County)","Pennsylvania",4647,"PA"
"1011","0500000US56017","Hot Springs County","Wyoming",4621,"WY"
"1012","0500000US16071","Oneida County","Idaho",4564,"ID"
"1013","0500000US13249","Schley County","Georgia",4547,"GA"
"1014","0500000US42023","Cameron County","Pennsylvania",4547,"PA"
"1015","0500000US08095","Phillips County","Colorado",4530,"CO"
"1016","0500000US21105","Hickman County","Kentucky",4521,"KY"
"1017","0500000US40043","Dewey County","Oklahoma",4484,"OK"
"1018","1600000US4754700","Oak Grove CDP (Washington County)","Tennessee",4482,"TN"
"1019","0500000US35019","Guadalupe County","New Mexico",4452,"NM"
"1020","1600000US0152344","Mount Olive CDP (Jefferson County)","Alabama",4427,"AL"
"1021","0500000US53069","Wahkiakum County","Washington",4422,"WA"
"1022","0500000US16003","Adams County","Idaho",4379,"ID"
"1023","0500000US46091","Marshall County","South Dakota",4306,"SD"
"1024","0500000US46039","Deuel County","South Dakota",4295,"SD"
"1025","0500000US48267","Kimble County","Texas",4286,"TX"
"1026","0500000US16037","Custer County","Idaho",4275,"ID"
"1027","0500000US55078","Menominee County","Wisconsin",4255,"WI"
"1028","0500000US29087","Holt County","Missouri",4223,"MO"
"1029","0500000US30071","Phillips County","Montana",4217,"MT"
"1030","0500000US35033","Mora County","New Mexico",4189,"NM"
"1031","0500000US38045","LaMoure County","North Dakota",4093,"ND"
"1032","0500000US35059","Union County","New Mexico",4079,"NM"
"1033","0500000US21189","Owsley County","Kentucky",4051,"KY"
"1034","0500000US29197","Schuyler County","Missouri",4032,"MO"
"1035","0500000US46053","Gregory County","South Dakota",3994,"SD"
"1036","0500000US46045","Edmunds County","South Dakota",3986,"SD"
"1037","0500000US38103","Wells County","North Dakota",3982,"ND"
"1038","1600000US0616623","Cottonwood CDP (Kern County)","California",3971,"CA"
"1039","0500000US48319","Mason County","Texas",3953,"TX"
"1040","0500000US53013","Columbia County","Washington",3952,"WA"
"1041","0500000US46031","Corson County","South Dakota",3902,"SD"
"1042","0500000US38085","Sioux County","North Dakota",3898,"ND"
"1043","0500000US38081","Sargent County","North Dakota",3862,"ND"
"1044","1600000US3970050","Salem Heights CDP (Hamilton County)","Ohio",3862,"OH"
"1045","0500000US46025","Clark County","South Dakota",3837,"SD"
"1046","0500000US28125","Sharkey County","Mississippi",3800,"MS"
"1047","1600000US5119571","County Center CDP","Virginia",3787,"VA"
"1048","0500000US17151","Pope County","Illinois",3763,"IL"
"1049","0500000US27077","Lake of the Woods County","Minnesota",3763,"MN"
"1050","0500000US40045","Ellis County","Oklahoma",3749,"OK"
"1051","0500000US29103","Knox County","Missouri",3744,"MO"
"1052","0500000US46085","Lyman County","South Dakota",3718,"SD"
"1053","0500000US13101","Echols County","Georgia",3697,"GA"
"1054","1600000US1326156","Echols County consolidated government","Georgia",3697,"GA"
"1055","0500000US30097","Sweet Grass County","Montana",3678,"MT"
"1056","0500000US48151","Fisher County","Texas",3672,"TX"
"1057","0500000US17069","Hardin County","Illinois",3649,"IL"
"1058","1600000US0668263","San Miguel CDP (Contra Costa County)","California",3591,"CA"
"1059","1600000US3957750","Oakwood village (Cuyahoga County)","Ohio",3572,"OH"
"1060","0500000US30091","Sheridan County","Montana",3539,"MT"
"1061","0500000US29129","Mercer County","Missouri",3538,"MO"
"1062","0500000US16061","Lewis County","Idaho",3533,"ID"
"1063","0500000US48023","Baylor County","Texas",3465,"TX"
"1064","0500000US46061","Hanson County","South Dakota",3461,"SD"
"1065","1600000US4861592","Reno city (Lamar County)","Texas",3454,"TX"
"1066","0500000US40129","Roger Mills County","Oklahoma",3442,"OK"
"1067","0500000US38031","Foster County","North Dakota",3397,"ND"
"1068","0500000US48211","Hemphill County","Texas",3382,"TX"
"1069","0500000US46007","Bennett County","South Dakota",3381,"SD"
"1070","0500000US20019","Chautauqua County","Kansas",3379,"KS"
"1071","0500000US48275","Knox County","Texas",3353,"TX"
"1072","0500000US30039","Granite County","Montana",3309,"MT"
"1073","0500000US48461","Upton County","Texas",3308,"TX"
"1074","0500000US48095","Concho County","Texas",3303,"TX"
"1075","0500000US40059","Harper County","Oklahoma",3272,"OK"
"1076","0500000US48129","Donley County","Texas",3258,"TX"
