state,nces_original_name,gov_unit_original_name,ncesid,censusid,acfrs_original_name
IL,Flanagan-Cornell Dist 74,flanagan cornell school district 74,1701390,14505301100000,NA
SD,Flandreau Indian Boarding School,NA,5900027,NA,NA
SD,Flandreau School District 50-3,flandreau school district 50-3,4624390,42505101700000,NA
ND,FLASHER 39,flasher sch dist 39,3806930,35503001600000,NA
MI,Flat Rock Community Schools,flat rock comm schools,2607080,23508200200000, Flat Rock Community Schools 
IN,Flat Rock-Hawcreek School Corp,flat rock hawcreek school corporation,1803570,15500300500000,NA
MT,Flathead H S,flathead hs district,3015420,27501540330200,NA
TX,FLATONIA ISD,flatonia ind sch dist 901,4819280,44507500300000, Flatonia Independent School District 
PA,Fleetwood Area SD,fleetwood area sch dist,4209780,39500602000000, Fleetwood Area School District 
KY,Fleming County,fleming co sch dist,2101920,18503500100000, Fleming County School District 
NJ,Flemington-Raritan Regional School District,flemington-raritan reg sch dist,3405190,31501000900000,NA
OK,FLETCHER,fletcher sch dist 9,4011700,37501600900000, Fletcher School District I- 9 
VT,Fletcher School District,fletcher town school district,5004080,46500600600000,NA
MI,Flint School District of the City of,flint city sch dist,2614520,23502501500000, Flint City School District 
KS,Flinthills,flint hills unified school district 492,2011220,17500803400000,NA
AR,FLIPPIN SCHOOL DISTRICT,flippin sch dist,0506150,04504500100000,NA
MN,FLOODWOOD PUBLIC SCHOOL DISTRICT,floodwood ind school dist 698,2712210,24506900900000,NA
IL,Flora CUSD 35,flora community unit school district 35,1715400,14501300500000, Flora Community Unit School District 35 
NY,FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,floral park bellerose union free sch dist,3611160,33503002000000,NA
SC,Florence 01,florence county school district 1,4502130,41502100100000,NA
SC,Florence 02,florence county school district 2,4502160,41502100200000,NA
SC,Florence 03,florence county school district 3,4502190,41502100300000,NA
SC,Florence 04,florence county school district 4,4502220,41502100400000,NA
SC,Florence 05,florence county school district 5,4502250,41502150100000, Florence County School District No.5 
AL,Florence City,florence city school district,0101530,01503900100000, Florence City Board of Education 
WI,Florence County School District,florence school district,5504650,50501900100000,NA
TX,FLORENCE ISD,florence ind sch dist 902,4819320,44524600300000, Florence Independent School District 
SD,Florence School District 14-1,florence school district 14-1,4624540,42501501600000,NA
NJ,Florence Township School District,florence twp sch dist,3405220,31500301000000, Florence Township School District 
AZ,Florence Unified School District (4437),florence unified school district 1,0402920,03501100600000, Florence Unified School District No. 1 
MT,Florence-Carlton K-12 Schls,florence-carlton k-12 school dist,3011100,27504140300000,NA
TX,FLORESVILLE ISD,floresville ind sch dist 901,4819350,44524700100000, Floresville Independent School District 
NJ,Florham Park School District,florham park sch district,3405250,31501401000000,NA
MA,Florida,florida town schs,2504920,22300200830100,NA
NY,FLORIDA UNION FREE SCHOOL DISTRICT,florida union free sch dist,3625320,33503606500000,NA
IL,Flossmoor SD 161,flossmoor school district 161,1715420,14501604800000, Flossmoor School District 161 
TX,FLOUR BLUFF ISD,flour bluff ind sch dist 914,4819380,44517801000000, Flour Bluff Independent School District 
CA,Flournoy Union Elementary,flournoy union elem sch dist,0613860,05505200700000,NA
OK,FLOWER MOUND,flower mound sch dist 48,4011760,37501601000000, Flower Mound School District C-48 
AZ,Flowing Wells Unified District (4405),flowing wells school district 8,0403010,03501000600000, Flowing Wells Unified School District No.8 
VA,FLOYD CO PBLC SCHS,floyd co schs,5101350,47103203230100,NA
GA,Floyd County,floyd co school district,1302190,11505700100000, Floyd County Board of Education 
KY,Floyd County,floyd co sch dist,2101950,18503600100000,NA
NM,FLOYD MUNICIPAL SCHOOLS,floyd school district,3501020,32502250200000,NA
TX,FLOYDADA ISD,floydada ind sch dist 901,4819440,44507700200000, Floydada Independent School District 
MI,Flushing Community Schools,flushing community schools,2614550,23502501600000, Flushing Community Schools 
VA,FLUVANNA CO PBLC SCHS,fluvanna co schs,5101380,47103303330100,NA
MN,FOLEY PUBLIC SCHOOL DISTRICT,foley sch dist 51,2712240,24500503800000,NA
TX,FOLLETT ISD,follett ind sch dist 902,4819500,44514800300000, Follett Independent School District 
NJ,Folsom Borough School District,folsom boro school dist,3405280,31500100300000,NA
CA,Folsom-Cordova Unified,folsom-cordova unif sch dist,0613890,05503401700000, Folsom Cordova Unified School District 
MN,Fond du Lac Ojibwe School,NA,5900135,NA,NA
WI,Fond du Lac School District,fond du lac school district,5504680,50502060100000, Fond Du Lac School District 
NY,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,fonda fultonville ctl sch dist,3611190,33502902500000, Fonda-Fultonville Central School District 
WI,Fontana J8 School District,fontana joint school district 8,5504720,50506560200000,NA
CA,Fontana Unified,fontana unified sch dist,0613920,05503602200000, Fontana Unified School District 
PA,Forbes Road SD,forbes road sch dist,4209870,39502970200000,NA
IL,Ford Heights SD 169,ford heights school district 169,1710950,14501603200000, Ford Heights School District 169 
MO,FORDLAND R-III,fordland sch dist r-3,2912180,26511302100000,NA
ND,FORDVILLE-LANKIN 5,fordville-lankin school district 5,3800056,35505003500000,NA
AR,FORDYCE SCHOOL DISTRICT,fordyce sch dist 39,0506210,04502000300000, Fordyce School District No. 39 
AR,FOREMAN SCHOOL DISTRICT,foreman sch dist,0506240,04504100200000,NA
MI,Forest Area Community Schools,forest area community schools,2614570,23502801100000, Forest Area Community Schools 
PA,Forest Area SD,forest area school dist,4208280,39502770100000, Forest Area School District 
IA,Forest City Comm School District,forest city community school district,1911790,16509500200000, Forest City Community School District 
PA,Forest City Regional SD,forest city regional school dist,4209930,39505870200000, Forest City Regional School District 
OK,FOREST GROVE,forest grove sch dist 1,4011850,37504501400000, Forest Grove Public Schools C-1 
OR,Forest Grove SD 15,forest grove sch dist 15,4105160,38503401700000, Forest Grove School District No. 15 
OH,Forest Hills Local,forest hills local sch dist,3904734,36503100200000, Forest Hills Local School District 
MI,Forest Hills Public Schools,forest hills public schools,2614610,23504105200000, Forest Hills Public Schools 
PA,Forest Hills SD,forest hills school dist,4209940,39501170500000, Forest Hills School District 
MN,FOREST LAKE PUBLIC SCHOOL DISTRICT,forest lake sch dist 831,2712270,24508200400000,NA
MS,FOREST MUNICIPAL SCHOOL DIST,forest municipal separate school district,2801470,25506200100000,NA
MI,Forest Park School District,forest park school dist,2611190,23503600200000, Forest Park School District 
IL,Forest Park SD 91,forest park school district 91,1715450,14501604900000,NA
IL,Forest Ridge SD 142,forest ridge school district 142,1715480,14501605000000, Forest Ridge School District 142 
TX,FORESTBURG ISD,forestburg ind sch dist 910,4819530,44516900300000, Forestburg Independent School District 
CA,Foresthill Union Elementary,foresthill union elem school dist,0613980,05503101200000,NA
NY,FORESTVILLE CENTRAL SCHOOL DISTRICT,forestville central sch,3611250,33500701500000,NA
CA,Forestville Union Elementary,forestville elem sch dist,0614010,05504902000000, Forestville Union Elementary School District 
OK,FORGAN,forgan sch dist 123,4011880,37500400600000, Forgan School District I-123 
CA,Forks of Salmon Elementary,forks of salmon elem sch dist,0614040,05504701300000, Forks of Salmon Elementary School District 
TX,FORNEY ISD,forney ind sch dist 902,4819560,44512900400000, Forney Independent School District 
AR,FORREST CITY SCHOOL DISTRICT,forrest city sch dist 7,0506270,04506200100000, Forrest City School District No.7 
MS,FORREST COUNTY AG HIGH SCHOOL,forrest county agricultural high school,2801510,25101801830100,NA
MS,FORREST COUNTY SCHOOL DISTRICT,forrest county school district,2801490,25501850100000, Forrest County School District 
IL,Forrestville Valley CUSD 221,forrestville community unit school district 221,1715490,14507101100000,NA
TX,FORSAN ISD,forsan ind sch dist 904,4819620,44511400500000, Forsan Independent School District 
GA,Forsyth County,forsyth county school district,1302220,11505800100000, Forsyth County Board of Education 
MT,Forsyth Elem,forsyth elem sch dist 4,3011160,27504440230100,NA
MT,Forsyth H S,forsyth h s dist 4,3011190,27504440230200,NA
MO,FORSYTH R-III,forsyth sch dist r 3,2912240,26510700500000,NA
NY,FORT ANN CENTRAL SCHOOL DISTRICT,fort ann central school district,3611280,33505800800000,NA
WI,Fort Atkinson School District,fort atkinson city school district,5504740,50502801900000,NA
TX,FORT BEND ISD,fort bend ind sch district 907,4819650,44507900600000, Fort Bend Independent School District 
MT,Fort Benton Elem,fort benton elem sch dist 1,3011240,27500840230100,NA
MT,Fort Benton H S,fort benton high sch dist 1,3011260,27500840230200,NA
CA,Fort Bragg Unified,fort bragg unif sch dist,0614070,05502300800000, Fort Bragg Unified School District 
NE,FORT CALHOUN COMMUNITY SCHS,fort calhoun sch dist 3,3170650,28508901600000,NA
PA,Fort Cherry SD,fort cherry school dist,4209960,39506370400000,NA
OK,FORT COBB-BROXTON,fort cobb-broxton sch district 167,4033602,37500801500000,NA
IA,Fort Dodge Comm School District,fort dodge community school district,1911820,16509401200000, Fort Dodge Community School District 
NY,FORT EDWARD UNION FREE SCHOOL DISTRICT,fort edward u f sch dist,3611310,33505800900000,NA
TX,FORT ELLIOTT CISD,fort elliott ind sch dist 906,4811400,44524200200000, Fort Elliott Consolidated Independent School District 
OH,Fort Frye Local,fort frye local school dist,3905048,36508400400000, Fort Frye Local School District 
OK,FORT GIBSON,fort gibson sch dist 3,4011970,37505101800000, Fort Gibson School District No. 1-003 
AZ,Fort Huachuca Accommodation District (4167),fort huachuca accommodation school,0403150,03100200230100,NA
PA,Fort LeBoeuf SD,fort leboeuf school dist,4209990,39502570100000,NA
NJ,Fort Lee School District,fort lee public sch dist,3405310,31500201800000,NA
OH,Fort Loramie Local,fort loramie local school dist,3904978,36507500400000, Fort Loramie Local School District 
IA,Fort Madison Comm School District,fort madison community school district,1911850,16505601900000, Fort Madison Community School District 
MO,FORT OSAGE R-I,fort osage sch dist r 1,2912290,26504800300000, Fort Osage R-1 School District 
AL,Fort Payne City,fort payne city school district,0101560,01502500200000, Fort Payne City Board of Education 
NY,FORT PLAIN CENTRAL SCHOOL DISTRICT,fort plain cent sch dist,3611370,33502902600000,NA
OH,Fort Recovery Local,fort recovery local sch dist,3904859,36505400700000,NA
CA,Fort Ross Elementary,fort ross sch dist,0614130,05504902100000, Fort Ross Elementary School District 
CA,Fort Sage Unified,fort sage unified school district,0600011,05501800400000, Fort Sage Unified School District 
KS,Fort Scott,fort scott unified school district 234,2006180,17500601500000,NA
AR,FORT SMITH SCHOOL DISTRICT,fort smith sch dist,0506330,04506600100000,NA
TX,FORT STOCKTON ISD,fort stockton ind sch dist 902,4820190,44518600200000, Fort Stockton Independent School District 
NM,FORT SUMNER MUNICIPAL SCHOOLS,ft sumner school district,3501050,32500600200000,NA
OK,FORT SUPPLY,fort supply sch dist 5,4012000,37507700200000, Fort Supply School District I-5 
KY,Fort Thomas Independent,ft thomas ind sch dist,2102040,18501900500000,NA
AZ,Fort Thomas Unified District (4221),ft thomas school district 7,0403200,03500500300000,NA
OK,FORT TOWSON,fort towson public school dist,4012300,37501201000000,NA
IN,Fort Wayne Community Schools,fort wayne community schools,1803630,15500200400000, Fort Wayne Community Schools 
TX,FORT WORTH ISD,fort worth ind sch dist 905,4819700,44522001300000, Fort Worth Independent School District 
MT,Fortine Elem,fortine elem dist 14,3011340,27502700200000,NA
CA,Fortuna Elementary,fortuna elementary school district,0601420,05501202000000, Fortuna Elementary School District 
CA,Fortuna Union High,fortuna union high school dist,0614190,05501202100000, Fortuna Elementary School District 
MN,FOSSTON PUBLIC SCHOOL DISTRICT,fosston sch dist 601,2712300,24506001000000,NA
RI,Foster,foster elementary school district,4400390,40300400430100,NA
RI,Foster-Glocester,foster-glocester regional school district,4400420,40500450100000,NA
OH,Fostoria City,fostoria city sch dist,3904399,36507400600000, Fostoria City School District 
AR,FOUKE SCHOOL DISTRICT,fouke sch dist 15,0506360,04504600300000, Fouke School District No. 15 
AZ,Fountain Hills Unified District (4247),fountain hills school district 98,0403040,03500790100000, Fountain Hills Unified School District No. 98 
AR,FOUNTAIN LAKE SCHOOL DISTRICT,fountain lake school district 18,0506420,04502600200000, Fountain Lake School District 18 
CO,Fountain School District No. 8 in the county of El Paso an,fountain sch dist 8,0804080,06502101000000,NA
CA,Fountain Valley Elementary,fountain valley school dist,0614220,05503001300000, Fountain Valley School District 
IL,Four Rivers Spec Educ Dist,four rivers special education cooperative,1700080,14506940100000,NA
KS,Fowler,fowler unified school district 225,2006210,17506000200000,NA
AZ,Fowler Elementary District (4273),fowler school district 45,0403060,03500701400000, Fowler Elementary School District No. 45 
MI,Fowler Public Schools,fowler public schools,2614700,23501904500000, Fowler Public Schools 
CO,Fowler School District No. R4J,fowler sch dist r4j,0804110,06504550400000,NA
CA,Fowler Unified,fowler unified sch dist,0614250,05501003600000, Fowler Unified School District 
MI,Fowlerville Community Schools,fowlerville comm sch dist,2614730,23504700800000, Fowlerville Community Schools 
OK,FOX,fox sch dist 74,4012060,37501000500000, Fox Public Schools I-74 
MO,FOX C-6,fox cons sch dist c 6,2912300,26505000300000, Fox C-6 School District 
PA,Fox Chapel Area SD,fox chapel area sch dist,4210070,39500250100000, Fox Chapel Area School District 
IL,Fox Lake GSD 114,fox lake elementary school district 114,1715630,14504901600000, Fox Lake Grade School District No. 114 
WI,Fox Point J2 School District,fox point joint school district 2,5504800,50504100200000,NA
IL,Fox River Grove Cons SD 3,fox river grove consolidated school district 3,1715660,14505600800000,NA
MA,Foxborough,foxboro public schs,2504950,22301100930100,NA
OK,FOYIL,foyil sch dist 7,4012090,37506600700000, Foyil Public School District I-7 
MA,Framingham,framingham public schools,2504980,22300901630100,NA
MO,FRANCIS HOWELL R-III,francis howell school dist r 3,2928950,26509201600000,NA
MI,Frankenmuth School District,frankenmuth sch dist,2614760,23507303500000, Frankenmuth School District 
NJ,Frankford Township Consolidated School District,frankford twp sch dist,3405340,31501900400000,NA
IL,Frankfort CCSD 157C,frankfort community consolidated school district 157 c,1715700,14509901200000,NA
IL,Frankfort CUSD 168,west frankfort community unit school district 168,1741580,14502804000000,NA
KY,Frankfort Independent,frankfort ind sch dist,2101980,18503700100000, Frankfort Independent School District 
MI,Frankfort-Elberta Area Schools,frankfort-elberta area sch dist,2614790,23501001000000, Frankfort-Elberta Area Schools 
NY,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,frankfort schuyler central sch dist,3611400,33502200200000,NA
FL,FRANKLIN,franklin county school district,1200570,10501900100000, Franklin County District School Board 
MA,Franklin,franklin city schools,2505010,22201120130100,NA
PA,Franklin Area SD,franklin area sch dist,4210200,39506101000000, Franklin Area School District 
NJ,Franklin Borough School District,franklin boro sch dist,3405400,31501900500000,NA
NY,FRANKLIN CENTRAL SCHOOL DISTRICT,franklin central sch dist,3611430,33501301400000,NA
OH,Franklin City,franklin city sch dist,3904400,36508300400000, Franklin City School District 
VA,FRANKLIN CITY PBLC SCHS,franklin city schools,5101410,47211270130100,NA
VA,FRANKLIN CO PBLC SCHS,franklin co schs,5101440,47103403430100,NA
MS,FRANKLIN CO SCHOOL DIST,franklin co sch dist,2801530,25501950100000, Franklin County School District 
MO,FRANKLIN CO. R-II,franklin co sch dist r-2,2912510,26503601000000,NA
IN,Franklin Community School Corp,franklin community school corporation,1803690,15504100400000, Franklin Community School Corporation 
GA,Franklin County,franklin co sch dist,1302250,11505900100000,NA
AL,Franklin County,franklin county school district,0101590,01503000100000, Franklin County Board of Education 
KY,Franklin County,franklin co sch dist,2102010,18503700200000,NA
TN,Franklin County,franklin co sch dist,4701290,43102602630100,NA
IN,Franklin County Community Sch Corp,franklin county community school corporation,1803700,15502400300000, Franklin County Community School Corporation 
MA,Franklin County Regional Vocational Technical,franklin co tech school,2505020,22500660200000,NA
NC,Franklin County Schools,franklin co sch,3701530,34103503530200, Franklin County Board of Education 
IL,Franklin CUSD 1,franklin community unit school district 1,1715750,14506900100000,NA
CA,Franklin Elementary,franklin elem sch dist,0614340,05505100700000, Franklin Elementary School District 
TX,FRANKLIN ISD,franklin ind sch dist 903,4819740,44519800400000, Franklin Independent School District 
NJ,Franklin Lakes School District,franklin lakes boro sch,3405370,31500201900000,NA
OH,Franklin Local,franklin local sch dist,3904884,36506000300000, Franklin City School District 
OH,Franklin Monroe Local,franklin monroe local sch dist,3904664,36501950100000, Franklin Monroe Local School District 
LA,Franklin Parish,franklin parish school district,2200660,19502100100000,NA
IL,Franklin Park SD 84,franklin park school district 84,1715780,14501605200000, Franklin Park School District 84 
WA,Franklin Pierce School District,franklin pierce school district 402,5302940,48502701500000, Franklin Pierce School District No. 402 
WI,Franklin Public School District,franklin school district,5504830,50504150300000, Franklin Public School District 
NE,FRANKLIN PUBLIC SCHOOLS,franklin public schools district 506,3100065,28503100300000, Franklin Public Schools District No. 506 
PA,Franklin Regional SD,franklin reg school district,4210230,39506501800000,NA
CT,Franklin School District,franklin public schools,0901590,07300600430100,NA
NH,Franklin School District,franklin school district,3303090,30200700230100, Franklin School District 
NY,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,franklin sq uf school dist,3611460,33503001900000,NA
TN,Franklin SSD,franklin special school district,4701260,43509400100000, Franklin Special School District 
IN,Franklin Township Com Sch Corp,franklin township community school corporation,1803750,15504900400000, Franklin Township Community School Corporation 
NJ,FRANKLIN TOWNSHIP PUBLIC SCHOOL DISTRICT,franklin twp sch dist,3405490,31501800800000, Franklin Township Public Schools 
NJ,Franklin Township School District,franklin twp sch dist,3405520,31502100500000, Franklin Township Public Schools 
NJ,Franklin Township School District,franklin twp sch dist,3405460,31501001000000, Franklin Township Public Schools 
IL,Franklin-Jefferson Co Sp Ed Dist,franklin-jefferson county special education district,1700048,14502840200000,NA
CA,Franklin-McKinley Elementary,franklin mckinley elementary sch,0614370,05504301400000,NA
NY,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,franklinville central sch dist 1,3611490,33500501000000,NA
IL,Frankln/Johnsn/Massc/Willimsn ROE,frankln/johnsn/massc/willimsn roe,1700182,14617001820000,NA
TX,FRANKSTON ISD,frankston ind sch dist 904,4819770,44500100700000, Frankston Independent School District 
IN,Frankton-Lapel Community Schools,frankton lapel community school district,1812880,15504870100000,NA
MI,Fraser Public Schools,fraser public schools,2614820,23505000900000, Fraser Public Schools District 
MN,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,frazee-vergas isd 23,2712360,24500303300000,NA
MT,Frazer Elem,frazer elem sch dist 2,3011420,27505340130100,NA
MT,Frazer H S,frazer h s dist 2b,3011460,27505340130200,NA
PA,Frazier SD,frazier sch dist,4210350,39502670500000, Frazier School District 
WI,Frederic School District,frederic school district,5504860,50504903100000,NA
OK,FREDERICK,frederick sch dist 158,4012150,37507100300000, Frederick Public School District I-158 
SD,Frederick Area School District 06-2,frederick area school district 6-2,4621400,42500702100000,NA
VA,FREDERICK CO PBLC SCHS,frederick co schs,5101470,47103503530100,NA
MD,Frederick County Public Schools,frederick co schools,2400330,21101101030100, Frederick County Public Schools 
VA,FREDERICKSBURG CITY PBLC SCHS,fredericksburg city schools,5101510,47211300130100,NA
TX,FREDERICKSBURG ISD,fredericksburg ind sch district 901,4819840,44508600300000, Fredericksburg Independent School District 
OH,Fredericktown Local,fredericktown local sch dist,3904785,36504200700000, Fredericktown Local School District 
MO,FREDERICKTOWN R-I,fredericktown sch dist r1,2912540,26506250400000,NA
NJ,Fredon Township School District,fredon twp sch dist,3405550,31501900600000,NA
KS,Fredonia,fredonia unified school district 484,2006270,17510301300000,NA
NY,FREDONIA CENTRAL SCHOOL DISTRICT,fredonia ctl sch dist,3611520,33500701300000, Fredonia Central School District 
AZ,Fredonia-Moccasin Unified District (4195),fredonia-moccasin bi-county school district 6,0403080,03500300200000,NA
IL,Freeburg CCSD 70,freeburg community consolidated elem school district 70,1715820,14508201600000,NA
IL,Freeburg CHSD 77,freeburg community high school district 77,1715840,14508201700000,NA
OK,FREEDOM,freedom sch dist 6,4012180,37507600700000, Freedom School District I-6 
WI,Freedom Area School District,freedom school district,5504920,50504502900000,NA
PA,Freedom Area SD,freedom area sch dist,4210380,39500402200000, Freedom Area School District 
NH,Freedom School District,freedom town sch dist,3303120,30500200800000,NA
NJ,Freehold Borough School District,freehold boro sch dist,3405580,31501301200000,NA
NJ,Freehold Regional High School District,freehold regional high sch dist,3405610,31501301400000,NA
NJ,Freehold Township School District,freehold twp sch dist,3405640,31501301300000, Freehold Township School District 
MI,Freeland Community School District,freeland comm sch dist,2615060,23507303600000, Freeland Community School District 
NE,FREEMAN PUBLIC SCHOOLS,freeman public schools,3100116,28503430100000, Freeman Public Schools 
WA,Freeman School District,freeman school district 358,5302970,48503201000000, Freeman School District No 358 
SD,Freeman School District 33-1,freeman school district 33-1,4625500,42503402100000,NA
PA,Freeport Area SD,freeport area sch dist,4210440,39500301300000, Freeport Area School District 
IL,Freeport SD 145,freeport school district 145,1715900,14508900300000, Freeport School District 145 
NY,FREEPORT UNION FREE SCHOOL DISTRICT,freeport union free sch dist,3611550,33503000500000, Freeport Union Free School District 
TX,FREER ISD,freer ind sch district 903,4819820,44506660100000, Freer Independent School District 
MA,Freetown-Lakeville,freetown lakeville regional schools,2505070,22500350100000, Freetown-Lakeville Regional School District 
NJ,Frelinghuysen Township School District,frelinghuysen sch dist,3405670,31502100600000,NA
OH,Fremont City,fremont city sch dist,3904401,36507200200000, Fremont City School District 
IN,Fremont Community Schools,fremont community schools,1803780,15507600300000, Fremont Community Schools 
ID,FREMONT COUNTY JOINT DISTRICT,fremont county joint sch district 215,1601110,13502200100000,NA
WY,Fremont County School District # 1,fremont co sch dist 1,5602870,51500700100000, Fremont County School District 1 
WY,Fremont County School District # 2,fremont co sch dist 2,5602670,51500700200000,NA
WY,Fremont County School District # 6,fremont co school dist 6,5602830,51500780200000,NA
WY,Fremont County School District #14,fremont co sch dist 14,5604450,51500700500000, Fremont County School District 14 
WY,Fremont County School District #21,fremont co sch dist 21,5602820,51500700800000, Fremont County School District No. 21 
WY,Fremont County School District #24,fremont co sch dist 24,5605700,51500700900000,NA
WY,Fremont County School District #25,fremont co sch dist 25,5605220,51500701000000, Fremont County School District 25 
WY,Fremont County School District #38,fremont co sch dist 38,5600960,51500701400000, Fremont County School District No. 38 
MI,Fremont Public School District,fremont public sch dist,2615150,23506203800000, Fremont Public Schools 
NE,FREMONT PUBLIC SCHOOLS,fremont public school district,3170710,28502704100000,NA
CO,Fremont Re-1,canon city sch dist re-1,0802790,06502200300000,NA
CO,Fremont Re-2,florence sch dist re-2,0803960,06502200700000,NA
CO,Fremont Re-3,cotopaxi sch dist re-3,0803120,06502202000000,NA
NH,Fremont School District,fremont town sch dist,3303150,30500801200000,NA
IL,Fremont SD 79,fremont school district 79,1715930,14504901700000,NA
CA,Fremont Unified,fremont unif school dist,0614400,05500170200000, Fremont Unified School District 
CA,Fremont Union High,fremont union high school dist,0614430,05504301500000, Fremont Unified School District 
IA,Fremont-Mills Comm School District,fremont mills community school district,1912120,16503650100000, Fremont-Mills Community School District 
CA,French Gulch-Whiskeytown Elementary,french gulch-whiskeytown elem sch dist,0614490,05504501500000, French Gulch-Whiskeytown Elementary School District 
ME,Frenchboro Public Schools,frenchboro school district,2307590,20300501830100,NA
OR,Frenchglen SD 16,frenchglen sch dist 16,4105310,38501301000000,NA
NJ,Frenchtown Borough School District,frenchtown boro sch dist,3405700,31501001100000,NA
MT,Frenchtown K-12 Schools,frenchtown k-12 school district,3011520,27503240100000,NA
TX,FRENSHIP ISD,frenship ind sch dist 907,4819830,44515200200000, Frenship Independent School District 
MN,Freshwater Education District,freshwater educ district,2700014,24507740600000,NA
CA,Freshwater Elementary,freshwater elem sch dist,0614520,05501202200000, Freshwater Elementary School District 
CA,Fresno County Office of Education,office of educ spl schs oper by co supt,0691007,05101001030100,NA
CA,Fresno Unified,fresno unified sch dist,0614550,05501003900000, Fresno Unified School District 
NY,FREWSBURG CENTRAL SCHOOL DISTRICT,frewsburg central school dist,3611610,33500700400000,NA
MN,FRIDLEY PUBLIC SCHOOL DISTRICT,fridley sch dist 14,2712420,24500200500000,NA
OK,FRIEND,friend sch dist 37,4012210,37502601000000, Friend School District C-37 
NE,FRIEND PUBLIC SCHOOLS,friend city sch dist 68,3100096,28507600400000, Friend Public Schools 
NY,FRIENDSHIP CENTRAL SCHOOL DISTRICT,friendship central sch dist,3611640,33500201400000,NA
TX,FRIENDSWOOD ISD,friendswood ind sch district 911,4819950,44508400300000, Friendswood Independent School District 
OK,FRINK-CHAMBERS,frink-chambers school dist 29,4012240,37506102300000,NA
TX,FRIONA ISD,friona ind sch dist 903,4819980,44518500300000, Friona Independent School District 
TX,FRISCO ISD,frisco indep sch district 905,4820010,44504301200000,NA
MT,Froid Elem,froid elem sch dist 65,3011550,27504340430100,NA
MT,Froid H S,froid h s dist 65e,3011580,27504340430200,NA
MT,Fromberg K-12,fromberg public schools,3011650,27500540300000,NA
KS,Frontenac Public Schools,frontenac unified school district 249,2006300,17501901800000,NA
MA,Frontier,frontier regnl sch dist,2505100,22500650100000,NA
OK,FRONTIER,frontier school district,4000020,37505240100000,NA
NY,FRONTIER CENTRAL SCHOOL DISTRICT,frontier central sch dist,3611670,33501502000000, Frontier Central School District 
MT,Frontier Elem,frontier elem dist 3,3011670,27504300700000,NA
OH,Frontier Local,frontier local sch dist,3905049,36508401400000,NA
IN,Frontier School Corporation,frontier consolidated school corporation,1803810,15509170100000,NA
TX,FROST ISD,frost ind sch dist 905,4820040,44517500800000, Frost Independent School District 
ID,FRUITLAND DISTRICT,fruitland school district 373,1601140,13503800100000, Fruitland School District No. 373 
MI,Fruitport Community Schools,fruitport comm sch dist,2615390,23506102300000, Fruitport Community Schools 
CA,Fruitvale Elementary,fruitvale elem sch dist,0614700,05501502000000, Fruitvale Elementary School District 
TX,FRUITVALE ISD,fruitvale ind sch dist 909,4820070,44523400500000, Fruitvale Independent School District 
FL,FSU LAB SCH,fsu lab sch,1202013,10612020130000,NA
TX,FT DAVIS ISD,ft davis ind sch dist 901,4820100,44512200100000,NA
TX,FT HANCOCK ISD,fort hancock ind sch dist 901,4820130,44511500300000,NA
KS,Ft Larned,fort larned unified school district 495,2008370,17507300800000,NA
KS,Ft Leavenworth,ft leavenworth unified school district 207,2006330,17505201600000,NA
ND,FT RANSOM 6,fort ransom sch dist 6,3800033,35503701100000,NA
TX,FT SAM HOUSTON ISD,ft sam houston independent sch dist 914,4820160,44501500500000,NA
ND,FT TOTTEN 30,fort totten sch dist 30,3807170,35500301100000, Fort Totten Public School District 30 
ND,FT YATES 4,fort yates school district #4,3807200,35504300200000, Fort Yates Public School District No 4 
MO,FT. ZUMWALT R-II,ft zumwalt sch dist r ii,2908370,26509200400000,NA
MN,FULDA PUBLIC SCHOOL DISTRICT,fulda ind sch dist 505,2712480,24505103100000,NA
CA,Fullerton Elementary,fullerton elem sch dist,0614730,05503001400000, Fullerton School District 
CA,Fullerton Joint Union High,fullerton jt union high school dist,0614760,05503001500000,NA
NE,FULLERTON PUBLIC SCHOOLS,fullerton city sch dist 1,3100091,28506301300000, Fullerton Public Schools 
MO,FULTON 58,fulton sch dist 58,2912550,26501407000000,NA
NY,FULTON CITY SCHOOL DISTRICT,fulton city sch dist,3611700,33503800700000, Fulton City School District 
GA,Fulton County,fulton co school dist,1302280,11506000200000, Fulton County Board of Education 
KY,Fulton County,fulton co sch dist,2102100,18503800100000,NA
KY,Fulton Independent,fulton indep sch dist,2102070,18503800200000,NA
MI,Fulton Schools,fulton schs dist,2615420,23502903300000, Fulton Schools 
MN,G.F.W.,g.f.w. isd 2365,2712580,24507220200000,NA
ND,GACKLE-STREETER 56,gackle-streeter school district 56,3800043,35502401800000,NA
FL,GADSDEN,gadsden county school district,1200600,10502000100000, Gadsden County District School Board 
AL,Gadsden City,gadsden city school district,0101620,01502800300000, Gadsden City Board of Education 
AZ,Gadsden Elementary District (4505),gadsden school district 32,0403240,03501400500000, Gadsden Elementary School District No. 32 
