state,nces_original_name,gov_unit_original_name,ncesid,censusid,acfrs_original_name
IA,Marshalltown Comm School District,marshalltown community school district,1918720,16506401600000, Marshalltown Community School District 
MA,Marshfield,marshfield town schs,2507350,22301201430100,NA
ME,Marshfield Public Schools,marshfield town schools,2307980,20301502830100,NA
MO,MARSHFIELD R-I,marshfield sch dist r 1,2920430,26511303700000, Marshfield R-1 School District 
WI,Marshfield Unified School District,marshfield school district,5508820,50507260100000, Unified School District of Marshfield 
ID,MARSING JOINT DISTRICT,marsing joint school district 363,1601980,13503700600000, Marsing Joint School District No. 363 
TX,MART ISD,mart ind sch dist 908,4829190,44515501100000, Mart Independent School District 
IA,Martensdale-St Marys Comm School District,martensdale-st marys community school district,1918750,16509103000000, Martensdale-St. Marys Community School District 
MA,Martha's Vineyard,marthas vineyard reg high school dist,2507380,22500450100000,NA
FL,MARTIN,martin county school district,1201290,10504300100000, Martin County District School Board 
KY,Martin County,martin co sch dist,2103840,18508000100000, Martin County School District 
NC,Martin County Schools,martin co sch,3702880,34105905930100, Martin County Board of Education 
MN,MARTIN COUNTY WEST SCHOOL DISTRICT,martin co west sch dist 2448,2718960,24504602300000,NA
MI,Martin Public Schools,martin public schools,2622980,23500307300000, Martin Public Schools 
CA,Martinez Unified,martinez unified school district,0624030,05500701700000, Martinez Unified School District 
OH,Martins Ferry City,martins ferry city sch,3904434,36500700700000,NA
TX,MARTINS MILL ISD,martins mill ind sch dist 905,4829220,44523400700000, Martins Mill Independent School District 
VA,MARTINSVILLE CITY PBLC SCHS,martinsville city schools,5102400,47212000130100,NA
IL,Martinsville CUSD 3C,martinsville community unit school district 3c,1724900,14501200300000,NA
TX,MARTINSVILLE ISD,martinsville ind sch district 909,4829250,44517401200000, Martinsville Independent School District 
SD,Marty Indian School,NA,5900055,NA,NA
AR,MARVELL SCHOOL DISTRICT,marvell sch dist 22,0509510,04505400400000, Marvell School District No. 22 
AZ,Mary C O'Brien Accommodation District (4435),mary c obrien accommodation district,0402740,03101101130100,NA
WA,Mary M Knight School District,mary m knight school district 311,5304800,48502300700000, Mary M Knight School District No 311 
WA,Mary Walker School District,mary walker school district 207,5304830,48503302700000, Mary Walker School District No. 207 
OK,MARYETTA,maryetta sch dist 22,4019200,37500101700000, Maryetta School District No. C-22 
KS,Marysville,marysville unified school district 364,2000016,17505904100000, Marysville Unified School District No. 364 
OH,Marysville Exempted Village,marysville ex village sch dist,3904547,36508000700000,NA
CA,Marysville Joint Unified,marysville unif sch dist,0624090,05505801300000, Marysville Joint Unified School District 
MI,Marysville Public Schools,marysville pub sch dist,2623040,23507405900000, Marysville Public Schools 
WA,Marysville School District,marysville school district 25,5304860,48503101500000, Marysville School District No. 25 
TN,Maryville,maryville city sch dist,4702700,43200500330100,NA
MO,MARYVILLE R-II,maryville sch dist r 2,2920490,26507405100000,NA
NH,Mascenic Regional School District,mascenic regional school district,3304670,30500680200000, Mascenic Regional School District 
NH,Mascoma Valley Reg School District,mascoma valley reg school dist,3304680,30500570300000,NA
MA,Masconomet,masconomet reg sch dist,2507410,22500550200000,NA
IL,Mascoutah CUD 19,mascoutah community unit school district 19,1724940,14508202900000, Mascoutah Community Unit School District No 19 
MA,Mashpee,mashpee public school,2507440,22300100930100,NA
OK,MASON,mason sch dist 2,4019260,37505401300000,NA
OH,Mason City,mason city school district,3905045,36508300800000, Mason City School District 
IA,Mason City Comm School District,mason city community school district,1918780,16501701100000, Mason City Community School District 
MI,Mason Consolidated Schools (Monroe),mason consolidated schools (monroe),2623100,23505802000000,NA
KY,Mason County,mason co sch dist,2103870,18508100100000, Mason County School District 
MI,Mason County Central Schools,mason co central sch dist,2623130,23505301600000, Mason Consolidated Schools 
MI,Mason County Eastern Schools,mason co eastern sch dist,2623160,23505300400000, Mason County Eastern Schools 
WV,MASON COUNTY SCHOOLS,mason co sch dist,5400780,49502700100000, Mason County Board of Education 
TX,MASON ISD,mason ind sch dist 901,4829280,44516000100000, Mason Independent School District 
MI,Mason Public Schools (Ingham),mason public schools (ingham),2623070,23503304400000,NA
NH,Mason School District,mason school district,3303276,30500610100000,NA
IL,Mason/Tazewell/Woodford ROE,mason/tazewell/woodford roe,1700209,14617002090000,NA
IL,Massac UD 1,massac unit district 1,1725000,14506400200000,NA
NY,MASSAPEQUA UNION FREE SCHOOL DISTRICT,massapequa uf sch dist 23,3618630,33503003600000,NA
NY,MASSENA CENTRAL SCHOOL DISTRICT,massena central school dist,3618660,33504501200000, Massena Central School District 
OH,Massillon City,massillon city sch dist,3904435,36507601300000, Massillon City School District 
NJ,Mastery Schools of Camden Inc.,mastery schools of camden inc.,3400772,31634007720000,NA
TX,MATAGORDA ISD,matagorda ind sch dist 904,4829370,44516100200000, Matagorda Independent School District 
AK,Matanuska-Susitna Borough School District,matanuska susitna borough school district,0200510,02101300730100, Matanuska Susitna Borough School District 
NJ,Matawan-Aberdeen Regional School District,matawan-aberdeen reg sch dist,3409750,31501302500000,NA
VA,MATHEWS CO PBLC SCHS,mathews co schs,5102430,47105805830100,NA
OH,Mathews Local,mathews local sch dist,3905015,36507800800000, Mathews Local School District 
TX,MATHIS ISD,mathis ind sch dist 904,4829400,44520500400000, Mathis Independent School District 
MA,Mattapoisett,mattapoisett public sch,2507470,22301201530100,NA
MI,Mattawan Consolidated School,mattawan consolidated school,2623250,23508006400000, Mattawan Consolidated Schools 
IL,Matteson ESD 162,matteson school district 162,1725020,14501608900000, Matteson Elementary School District 162 
NY,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,mattituck-cutchogue union free sch dist,3600021,33505209100000,NA
CA,Mattole Unified,mattole unified school district,0600038,05501204000000, Mattole Unified School District 
IL,Mattoon CUSD 2,mattoon community unit school district 2,1725050,14501500200000, Mattoon Community Unit School District No.2 
OK,MAUD,maud sch dist 117,4019290,37506302500000, Maud Independent School District No. I-117 
TX,MAUD ISD,maud ind sch dist 903,4829460,44501901000000, Maud Independent School District 
OH,Maumee City,maumee city sch dist,3904436,36504800500000, Maumee City School District 
NJ,Maurice River Township School District,maurice river twp sch dist,3409780,31500600800000,NA
TN,Maury County,maury co sch dist,4702760,43106006030100, Maury County Schools 
WI,Mauston School District,mauston school district,5508850,50502901700000, School District of Mauston 
ND,MAX 50,max sch dist 50,3812350,35502800800000,NA
NM,MAXWELL MUNICIPAL SCHOOLS,maxwell school district,3501800,32500400300000,NA
NE,MAXWELL PUBLIC SCHOOLS,maxwell sch dist 7,3100023,28505608000000, Maxwell School District No. 7 
CA,Maxwell Unified,maxwell unif sch dist,0624150,05500600800000, Maxwell Unified School District 
TX,MAY ISD,may independent school district,4829520,44502500700000, May Independent School District 
ND,MAY-PORT CG 14,may-port school dist 14,3800041,35504902400000,NA
AZ,Mayer Unified School District (4473),mayer unified school district 43,0404820,03501301500000, Mayer Unified School District No. 43 
NY,MAYFIELD CENTRAL SCHOOL DISTRICT,mayfield central school dist,3618750,33501802600000, Mayfield Central School District 
OH,Mayfield City,mayfield city sch dist,3904437,36501801900000, Mayfield City School District 
KY,Mayfield Independent,mayfield indep sch dist,2103900,18504200200000, Mayfield Independent School District 
AR,MAYFLOWER SCHOOL DISTRICT,mayflower sch dist,0509540,04502300500000,NA
MA,Maynard,maynard public schools,2507500,22300902430100,NA
AR,MAYNARD SCHOOL DISTRICT,maynard sch dist,0509570,04506100200000, Maynard School District 
TX,MAYPEARL ISD,maypearl ind sch district 915,4829580,44507000900000, Maypearl Independent School District 
OK,MAYSVILLE,maysville sch dist 7,4019380,37502501600000, Maysville School District I-7 
OH,Maysville Local,maysville local sch dist,3904885,36506000700000, Maysville Local School District 
MO,MAYSVILLE R-I,maysville sch dist r-1,2920550,26503200300000,NA
MI,Mayville Community School District,mayville community school district,2623280,23507907300000, Mayville Community Schools 
WI,Mayville School District,mayville city school district,5508880,50501405700000,NA
NE,MAYWOOD PUBLIC SCHOOLS,maywood public sch dist 46,3173440,28503260100000, Maywood School District No. 46 
NJ,Maywood School District,maywood boro sch dist,3409810,31500203100000,NA
IL,Maywood-Melrose Park-Broadview 89,maywood-melrose park-broadview school district 89,1725110,14501609100000, Maywood-Melrose Park-Broadview School District 89 
IL,Mazon-Verona-Kinsman ESD 2C,mazon verona kinsman community unit district 2,1725190,14503201400000,NA
NE,MC COOK PUBLIC SCHOOLS,mc cook city sch dist 17,3173470,28507302500000,NA
NE,MC COOL JUNCTION PUBLIC SCHS,mc cool junction school dist 83,3173500,28509301300000,NA
NE,MC PHERSON COUNTY SCHOOLS,mcpherson co high sch dist 90,3173560,28505902700000,NA
OK,MCALESTER,mcalester sch dist 80,4019440,37506103500000, Mcalester Public Schools I-80 
TX,MCALLEN ISD,mcallen ind sch dist 906,4829670,44510800700000, Mcallen Independent School District 
MI,McBain Rural Agricultural Schools,mc bain rural agr school dist,2623310,23505701000000,NA
CA,McCabe Union Elementary,mccabe union elem sch dist,0624180,05501301800000, Mccabe Union Elementary School District 
ID,MCCALL-DONNELLY JOINT SCHOOL DISTRICT,mccall-donnelley jt sch district 421,1602030,13504300200000,NA
TX,MCCAMEY ISD,mccamey ind sch dist 901,4829700,44523100100000, Mccamey Independent School District 
CO,McClave School District No. Re-2,mcclave sch dist re 2,0805580,06500601000000, Mcclave School District Re-2 
WA,McCleary School District,mccleary school district 65,5304890,48501400900000, Mccleary School District No 65 
IL,McClellan CCSD 12,mcclellan community consolidated school district 12,1725260,14504101800000,NA
CA,McCloud Union Elementary,mccloud union elem sch dist,0624210,05504702700000, Mccloud Union Elementary School District 
ND,MCCLUSKY 19,mcclusky school district #19,3812430,35504201600000,NA
OH,McComb Local,mccomb local sch dist,3904745,36503200600000,NA
MS,MCCOMB SCHOOL DISTRICT,mccomb school district,2802880,25505700200000,NA
SD,McCook Central School District 43-7,mccook central school district 43-7,4601026,42504403300000,NA
OK,MCCORD,mccord sch dist 77,4019500,37505702000000, Mccord Public School C-77 
SC,McCormick 01,mccormick county school district,4503000,41503300100000,NA
MT,McCormick Elem,mccormick elem dist 15,3006030,27502700100000,NA
KY,McCracken County,mccracken co sch dist,2103960,18507300100000, Mccracken County Board of Education 
KY,McCreary County,mccreary co sch dist,2103990,18507400100000, Mccreary County School District 
AR,MCCRORY SCHOOL DISTRICT,mccrory sch dist 12,0509600,04507400300000, Mccrory School District No.12 
OK,MCCURTAIN,mccurtain sch dist 37,4019410,37503101600000, Mccurtain School District I-37 
TX,MCDADE ISD,mc dade rural ind sch dist 905,4829760,44501101100000,NA
MO,MCDONALD CO. R-I,mcdonald co sch dist r1,2920610,26506000100000,NA
OH,McDonald Local,mcdonald local sch dist,3905022,36507801900000,NA
NC,McDowell County Schools,mcdowell co sch,3702940,34105605630100, Mcdowell County Board of Education 
WV,MCDOWELL COUNTY SCHOOLS,mc dowell co sch dist,5400810,49502400100000,NA
GA,McDuffie County,mcduffie co sch dist,1303570,11509400100000, Mcduffie County Board of Education 
WI,McFarland School District,mcfarland joint school district 8,5508910,50501306900000,NA
CA,McFarland Unified,mcfarland unified school dist,0624230,05501503300000, Mcfarland Unified School District 
AR,MCGEHEE SCHOOL DISTRICT,mcgehee sch dist,0509630,04502100600000,NA
NY,MCGRAW CENTRAL SCHOOL DISTRICT,mc graw ctl sch dist,3618840,33501200200000,NA
TX,MCGREGOR ISD,mcgregor ind sch dist 909,4829820,44515501200000, Mcgregor Independent School District 
MN,MCGREGOR PUBLIC SCHOOL DISTRICT,mcgregor ind sch dist 4,2719170,24500101400000, Mcgregor Independent School District 4 
PA,McGuffey SD,mc guffey sch dist,4214880,39506370800000,NA
IL,McHenry CCSD 15,mchenry community consolidated school district 15,1725290,14505601600000,NA
IL,McHenry CHSD 156,mchenry community high school district 156,1725320,14505601700000,NA
IL,McHenry ROE,mchenry roe,1700200,14617002000000,NA
GA,McIntosh County,mcintosh co sch dist,1303600,11509500100000, Mcintosh County Board of Education 
SD,McIntosh School District 15-1,mcintosh school district 15-1,4646260,42501600400000, Mcintosh School District No. 15-1 
PA,McKeesport Area SD,mckeesport area sch dist,4214940,39500205700000, Mckeesport Area School District 
TN,McKenzie,mckenzie special school district,4702790,43500900400000, Mckenzie Special School District 
ND,MCKENZIE CO 1,mckenzie co sch dist 1,3812540,35502701300000, Mckenzie County Public School District No.1 
CA,McKinleyville Union Elementary,mckinleyville union elem sch dist,0624300,05501204100000, Mckinleyville Union School District 
TX,MCKINNEY ISD,mckinney ind sch district 907,4829850,44504301500000, Mckinney Independent School District 
CA,McKittrick Elementary,mckittrick elem sch dist,0624330,05501503400000, Mckittrick Elementary School District 
SD,McLaughlin School District 15-2,mclaughlin school district 15-2,4646380,42501600500000, Mclaughlin School District No. 15-2 
KY,McLean County,mclean co sch dist,2104020,18507500200000, Mclean County Board of Education 
IL,McLean County USD 5,mclean county unit district 5,1728620,14505701400000, Mclean County Unit School District No.5 
TX,MCLEAN ISD,mc lean ind sch dist 903,4829880,44509000500000,NA
MT,McLeod Elem,mcleod elem dist 29,3018060,27504901700000,NA
TX,MCLEOD ISD,mc leod ind sch dist 906,4829910,44503401700000,NA
OK,MCLOUD,mcloud sch dist 1,4019560,37506302200000, Mcloud Public Schools District I-1 
KS,McLouth,mclouth unified school district 342,2009360,17504401100000,NA
TN,McMinn County,mcminn co sch dist,4702820,43105405430100, Mcminn County Schools 
OR,McMinnville SD 40,mcminnville sch dist 40,4108010,38503601500000, Mcminnville School District No. 40 
TX,MCMULLEN COUNTY ISD,mcmullen county ind school dist,4829940,44515600200000,NA
TN,McNairy County,mcnairy co school system,4702880,43105505530100,NA
AZ,Mcnary Elementary District (4163),mcnary school district 23,0404860,03500100800000, Mcnary Elementary School District No. 23 
AZ,McNeal Elementary District (4181),mcneal school district 55,0404920,03500201400000,NA
KS,McPherson,mcpherson unified school district 418,2009390,17505702400000, Mcpherson Unified School District No. 418 
CA,McSwain Union Elementary,mcswain union elem sch dist,0624360,05502402100000, Mcswain Union Elementary School District 
MS,MDHS DIVISION OF YOUTH SERVICES,mdhs division of youth services,2801191,25628011910000,NA
ME,ME Sch of Science & Mathematics,me sch of science & mathematics,2300049,20623000490000,NA
