"","name","government_ID","id","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","geo_id","city_town","state.name","population","state.abb","original_name","CITY","COUNTY_AREA_NAME"
"31","Tucson","03201000200000",31644,"General Purpose",2732347205,581382673,229636476,12211953,32183254,0,1365520009,0,202517172,0,45516967,437719093,187952683,102928259,574999906,198628352,1104971593,0,0,0,1303599945,FALSE,"1600000US0477000","Tucson city","Arizona",542629,"AZ","CITY OF TUCSON","TUCSON","PIMA"
"32","Fresno","05201000500000",31759,"General Purpose",1541934000,484081000,207987000,43121000,0,408941000,0,244990000,148672000,0,80002000,344539000,119803000,87188000,321656000,70921000,802265000,0,0,0,873186000,FALSE,"1600000US0627000","Fresno city","California",542107,"CA","CITY OF FRESNO","FRESNO","FRESNO"
"33","Sacramento","05203400500000",42691,"General Purpose",3150700000,1346181000,246136000,8328000,0,73628000,1046941000,0,248904000,0,47131000,516030000,77327000,193384000,557982000,155680000,1189043000,0,0,0,1344723000,FALSE,"1600000US0664000","Sacramento city","California",524943,"CA","CITY OF SACRAMENTO","SACRAMENTO","SACRAMENTO"
"34","Kansas","26204800600000",43771,"General Purpose",5330276000,3565786000,428601000,0,2769000,82088000,870059000,0,115354000,0,49670000,884086000,136566000,55657000,841368000,-43148000,1960825000,0,0,0,1917677000,FALSE,"1600000US2938000","Kansas City city","Missouri",508090,"MO","CITY OF KANSAS CITY","KANSAS CITY","JACKSON"
"35","Mesa","03200700800000",31634,"General Purpose",3946213000,1778838000,316334000,0,0,1431000,908215779,0,907417000,0,33980000,452514000,72265000,60615000,524920000,38305000,1072009000,0,0,0,1110314000,FALSE,"1600000US0446000","Mesa city","Arizona",504258,"AZ","CITY OF MESA","MESA","MARICOPA"
"36","Atlanta","11206000200000",42897,"General Purpose",10846929000,6741826000,510812000,212120000,926000,185690000,1114364000,0,992098000,0,24678000,1199257000,55389000,258186000,1107416000,577522000,2042726000,0,0,0,2620248000,FALSE,"1600000US1304000","Atlanta city","Georgia",498715,"GA","CITY OF ATLANTA","ATLANTA","FULTON"
"37","Omaha","28202800400000",35443,"General Purpose",3055956416,1077928756,83975087,228220238,0,5855549,967110658,0,491560909,0,93007157,290719099,144950074,46667247,462907209,165633338,779610291,0,0,0,945243629,FALSE,"1600000US3137000","Omaha city","Nebraska",486051,"NE","CITY OF OMAHA","OMAHA","DOUGLAS"
"38","Colorado Springs","06202100200000",31999,"General Purpose",3956973674,2866712000,291779855,29877000,0,14490000,424986000,4565101,84007000,0,40877000,1050745549,73426500,162642977,123163152,5288329,1404689849,0,0,0,1409978178,FALSE,"1600000US0816000","Colorado Springs city","Colorado",478961,"CO","CITY OF COLORADO SPRINGS","COLORADO SPRINGS","EL PASO"
"39","Raleigh","34209200800000",36728,"General Purpose",2241239412,1018919476,191899615,30179781,0,0,157437366,0,190900860,0,0,385174864,56607272,45958676,485788412,177554488,795974736,0,0,0,973529224,FALSE,"1600000US3755000","Raleigh city","North Carolina",467665,"NC","CITY OF RALEIGH","RALEIGH","WAKE"
"40","Long Beach","05201902600000",31784,"General Purpose",5018598000,1961830000,381852000,82423000,0,485789000,1205496000,0,9655000,0,0,1074505000,203883000,145252000,485217000,137846000,1771011000,102486000,3252000,0,1908857000,FALSE,"1600000US0643000","Long Beach city","California",466742,"CA","CITY OF LONG BEACH","LONG BEACH","LOS ANGELES"
"41","Virginia Beach","47213200100000",130809,"General Purpose",2174515595,1383608358,103328094,0,0,0,417692180,0,103615930,0,50506959,311619577,230798711,14456834,1075242969,85729324,1546388767,0,0,0,1632118091,FALSE,"1600000US5182000","Virginia Beach city","Virginia",459470,"VA","CITY OF VIRGINIA BEACH","VIRGINIA BEACH","VIRGINIA BEACH CITY"
"42","Miami","10201301300000",32287,"General Purpose",2854317892,327700020,127908952,29641986,15454063,182155000,994144647,0,867949431,0,74312829,236702616,120557951,7128248,660180721,-71396627,1095966163,0,0,0,1024569536,FALSE,"1600000US1245000","Miami city","Florida",442241,"FL","CITY OF MIAMI","MIAMI","MIAMI-DADE"
"43","Oakland","05200100900000",31740,"General Purpose",3808291000,898898000,324048000,43743000,4250000,0,1717434000,0,598569000,0,57728000,261028000,130396000,2446000,924171000,218438000,1099603000,0,0,0,1318041000,FALSE,"1600000US0653000","Oakland city","California",440646,"CA","CITY OF OAKLAND","OAKLAND","ALAMEDA"
"44","Minneapolis","24202702000000",42447,"General Purpose",1730749000,717596000,103434000,0,0,112392000,528974000,0,41281000,0,47724000,420478000,128766000,39030000,559151000,67233000,1080192000,0,0,0,1147425000,FALSE,"1600000US2743000","Minneapolis city","Minnesota",429954,"MN","CITY OF MINNEAPOLIS","MINNEAPOLIS","HENNEPIN"
"45","Tulsa","37207201000000",37344,"General Purpose",1315222000,874945000,71276000,0,0,0,15849000,0,702000,0,37241000,133558000,37174000,14653000,494318000,88632000,591071000,0,0,0,679703000,FALSE,"1600000US4075000","Tulsa city","Oklahoma",413066,"OK","CITY OF TULSA","TULSA","TULSA"
"46","Bakersfield","05201500100000",43912,"General Purpose",815271946,138826334,71337485,17000597,355737,5635925,441885448,0,56993372,0,20867857,182546830,24858552,119568726,268418491,39829468,555563131,0,0,0,595392599,FALSE,"1600000US0603526","Bakersfield city","California",403455,"CA","CITY OF BAKERSFIELD","BAKERSFIELD","KERN"
"47","Wichita","17208701400000",33468,"General Purpose",1466116636,1068344000,64834687,413000,0,111030000,99941000,0,42211000,0,15075000,255626109,84661658,65843781,266850228,74639121,598342655,104016756,2028369,0,672981776,FALSE,"1600000US2079000","Wichita city","Kansas",397532,"KS","CITY OF WICHITA","WICHITA","SEDGWICK"
"48","Arlington","44222000100000",31543,"General Purpose",2015112000,1553649000,55342000,0,0,0,140590000,275000,125761000,65000,39544000,242282000,21193000,383856000,341376000,390098000,598609000,0,0,0,988707000,FALSE,"1600000US4804000","Arlington city","Texas",394266,"TX","CITY OF ARLINGTON","ARLINGTON","TARRANT"
"49","Aurora","06200350100000",31994,"General Purpose",1061881120,510407846,92284768,34815411,0,28488376,141270730,7607439,19443717,0,41436620,267428589,65048572,393934692,432231478,407921998,750721333,0,113520685,77081128,1158643331,FALSE,"1600000US0804000","Aurora city","Colorado",386261,"CO","CITY OF AURORA","AURORA","ARAPAHOE"
"50","Tampa","10202900300000",32297,"General Purpose",1547995667,869169867,109988927,4070236,21039909,77068900,201706974,0,135123704,0,66834663,459692931,75115064,68947462,388609604,69614792,922750269,0,0,0,992365061,FALSE,"1600000US1271000","Tampa city","Florida",384959,"FL","CITY OF TAMPA","TAMPA","HILLSBOROUGH"
"51","Cleveland","36201801400000",36922,"General Purpose",4080064000,2148742000,410745000,0,73441000,0,893120000,0,344486000,0,0,730020000,143682000,100862000,591664000,24162000,1542066000,0,0,0,1566228000,FALSE,"1600000US3916000","Cleveland city","Ohio",372624,"OH","CITY OF CLEVELAND","CLEVELAND","CUYAHOGA"
"52","Anaheim","05203000100000",31819,"General Purpose",3138253000,1782802000,169081000,2495000,0,33063000,790303000,0,161507000,0,24248000,704968000,158893000,55530000,328865000,-26040000,1274296000,0,0,0,1248256000,FALSE,"1600000US0602000","Anaheim city","California",346824,"CA","CITY OF ANAHEIM","ANAHEIM","ORANGE"
"53","Lexington","18203400100000",162665,"General Purpose",1657659630,507519748,67180356,0,0,138805178,550547759,21929685,347164567,0,31093507,191102698,34183724,9710448,377172849,-36282202,648451921,0,0,0,612169719,FALSE,"1600000US2146027","Lexington-Fayette urban county","Kentucky",322570,"KY","URBAN COUNTY GOVERNMENT OF LEXINGTON-FAYETTE","LEXINGTON","FAYETTE"
"54","Stockton","05203900400000",31865,"General Purpose",1157881712,351085812,53832392,406376,10870821,126300000,536028393,0,0,0,11960578,168833357,28822891,37484858,312843239,73248785,474735560,57518599,5449160,3853942,547984345,FALSE,"1600000US0675000","Stockton city","California",320804,"CA","CITY OF STOCKTON","STOCKTON","SAN JOAQUIN"
"55","Corpus Christi","44217800300000",38701,"General Purpose",1928720995,1505667321,87504254,17670831,0,8842000,227467000,0,9212565,0,37242980,344338910,23391698,19483314,280200099,181679351,485734670,0,4609185,0,667414021,FALSE,"1600000US4817000","Corpus Christi city","Texas",317863,"TX","CITY OF CORPUS CHRISTI","CORPUS CHRISTI","NUECES"
"56","Henderson","29200200100000",35518,"General Purpose",1048710549,407774280,67676930,138808,873366,0,411959319,0,85625605,0,50511244,203985025,9272182,70317020,303048034,13099554,573522707,0,0,0,586622261,FALSE,"1600000US3231900","Henderson city","Nevada",317610,"NV","CITY OF HENDERSON","HENDERSON","CLARK"
"57","Riverside","05203301200000",31836,"General Purpose",2997462000,1788483000,113462000,21840000,899000,69519000,599576000,0,50004000,0,39333000,585005000,25252000,33924000,289744000,3607000,930318000,0,0,0,933925000,FALSE,"1600000US0662000","Riverside city","California",314998,"CA","CITY OF RIVERSIDE","RIVERSIDE","RIVERSIDE"
"58","Santa Ana","05203001600000",31826,"General Purpose",1014020583,80232506,110846149,2628034,1898200,29480430,666536096,0,52935451,0,28343832,159456411,83584114,19764765,266463537,2394914,526873913,57061740,1357798,0,529268827,FALSE,"1600000US0669000","Santa Ana city","California",310227,"CA","CITY OF SANTA ANA","SANTA ANA","ORANGE"
"59","Cincinnati","36203100600000",36933,"General Purpose",3389782000,1238677000,125427000,23751000,56304000,60551000,1498856000,0,211704000,0,142610000,365692000,62975000,31378000,641234000,-331352000,1432631000,174786000,20026000,10021000,1101279000,FALSE,"1600000US3915000","Cincinnati city","Ohio",309317,"OH","CITY OF CINCINNATI","CINCINNATI","HAMILTON"
"60","Irvine","05203090100000",31829,"General Purpose",247393000,0,57504000,0,0,0,146569000,0,8219000,0,17328000,90339000,44589000,45591000,199669000,-17645000,397833000,0,0,0,380188000,FALSE,"1600000US0636770","Irvine city","California",307670,"CA","CITY OF IRVINE","IRVINE","ORANGE"
"61","Orlando","10204800900000",148141,"General Purpose",2034575660,756004787,318979012,0,223265085,0,289467567,0,350601860,0,48675638,380862017,31949000,136229691,530284699,173750520,905574887,106031788,11127577,11721956,1079325407,FALSE,"1600000US1253000","Orlando city","Florida",307573,"FL","CITY OF ORLANDO","ORLANDO","ORANGE"
"62","Pittsburgh","39200205600000",43862,"General Purpose",1836357586,458594820,62813200,7422843,0,0,776368485,0,402893514,0,5917299,50740501,65485704,36568346,454424258,25174741,582044068,0,0,0,607218809,FALSE,"1600000US4261000","Pittsburgh city","Pennsylvania",302971,"PA","CITY OF PITTSBURGH","PITTSBURGH","ALLEGHENY"
"63","St. Louis","26209600100000",44598,"General Purpose",1612216,0,1612216,0,0,0,0,0,0,0,0,0,112483,0,7059009,0,7171492,0,0,0,7171492,FALSE,"1600000US2965000","St. Louis city","Missouri",301578,"MO","CITY OF ST LOUIS","SAINT LOUIS","ST LOUIS CITY"
"64","Greensboro","34204100200000",36710,"General Purpose",1170826645,780043435,99244554,15695250,1744000,2580810,90709688,0,131940179,0,17117085,216724918,28078983,68497092,300059181,72052334,541307840,122357533,2245545,3856656,613360174,FALSE,"1600000US3728000","Greensboro city","North Carolina",299035,"NC","CITY OF GREENSBORO","GREENSBORO","GUILFORD"
"65","Jersey City","31200900600000",108025,"General Purpose",1091412205,0,0,0,0,0,0,0,0,0,0,0,0,0,1049105487,9822859,1039282628,0,0,0,1049105487,FALSE,"1600000US3436000","Jersey City city","New Jersey",292449,"NJ","CITY OF JERSEY CITY","JERSEY CITY","HUDSON"
"66","Anchorage","02200200100000",110782,"General Purpose",2088430610,876787439,189251054,35025261,0,0,471166233,0,119788962,35294560,39138614,357211247,209120314,70966430,717356216,68196908,1286457299,0,0,0,1354654207,FALSE,"1600000US0203000","Anchorage municipality","Alaska",291247,"AK","MUNICIPALITY OF ANCHORAGE","ANCHORAGE","ANCHORAGE CITY AND BOROUGH"
"67","Lincoln","28205500700000",35447,"General Purpose",1682625102,1192046136,173650869,30997000,0,65500000,75894676,0,20079000,0,31729000,507542785,74705078,46079313,250538595,114909330,763956441,0,0,0,878865771,FALSE,"1600000US3128000","Lincoln city","Nebraska",291082,"NE","CITY OF LINCOLN","LINCOLN","LANCASTER"
"68","Plano","44204300900000",38665,"General Purpose",747692669,537963438,66533729,0,0,0,74014899,0,12327491,0,48803200,241447378,38930198,16493053,352664739,50403734,599131634,169258210,2400853,0,649535368,FALSE,"1600000US4858016","Plano city","Texas",285494,"TX","CITY OF PLANO","PLANO","COLLIN"
"69","Durham","34203200100000",36706,"General Purpose",1029720774,653400039,63244220,0,28255000,0,84911103,0,155600034,0,30680043,172790962,31966773,61741273,290446236,72094843,484850401,0,0,0,556945244,FALSE,"1600000US3719000","Durham city","North Carolina",283506,"NC","CITY OF DURHAM","DURHAM","DURHAM"
"70","Chandler","03200700300000",31633,"General Purpose",993301804,580768480,38727213,0,0,0,293895280,0,53112727,0,15199811,206841153,38190135,32904473,299413853,69362643,507986971,0,0,0,577349614,FALSE,"1600000US0412000","Chandler city","Arizona",275987,"AZ","CITY OF CHANDLER","CHANDLER","MARICOPA"
"71","Chula Vista","05203700200000",31856,"General Purpose",596108688,91612677,24799864,5188939,5418000,2222645,334945720,0,25079014,0,11046493,137342276,16690347,25449043,210911129,77376227,313016568,0,0,0,390392795,FALSE,"1600000US0613392","Chula Vista city","California",275487,"CA","CITY OF CHULA VISTA","CHULA VISTA","SAN DIEGO"
"72","Toledo","36204800700000",98182,"General Purpose",1732226000,558552000,48479000,2894000,514109000,73360000,367616000,0,113536000,0,37817000,270963000,31914000,21487000,237239000,82140000,479463000,81875000,2097000,120000,561603000,FALSE,"1600000US3977000","Toledo city","Ohio",270871,"OH","CITY OF TOLEDO","TOLEDO","LUCAS"
"73","Gilbert","03200700500000",96335,"General Purpose",648695650,426213113,58127718,0,0,0,144664826,0,775237,0,18914756,115758765,55358873,57993726,216242301,90280908,355072757,49000403,6473396,13724625,445353665,FALSE,"1600000US0427400","Gilbert town","Arizona",267918,"AZ","TOWN OF GILBERT","GILBERT","MARICOPA"
"74","Reno","29201600100000",35523,"General Purpose",1064576354,481381079,41238414,0,0,0,249852734,0,168272737,0,25389581,161650132,30352867,85458386,201181621,112868083,365774923,0,0,0,478643006,FALSE,"1600000US3260600","Reno city","Nevada",264165,"NV","CITY OF RENO","RENO","WASHOE"
"75","Fort Wayne","15200200100000",33221,"General Purpose",1390532275,450118903,51344214,42119026,423298902,0,237996172,0,167460423,0,18194635,211287887,44767244,73369335,244497701,64331101,509591066,0,0,0,573922167,FALSE,"1600000US1825000","Fort Wayne city","Indiana",263886,"IN","CITY OF FORT WAYNE","FORT WAYNE","ALLEN"
"76","North Las Vegas","29200200300000",35520,"General Purpose",756950708,396609437,36924302,0,0,0,218565388,0,43455396,0,39763823,234123079,31065271,58452341,168964003,103642169,388962525,0,0,0,492604694,FALSE,"1600000US3251800","North Las Vegas city","Nevada",262527,"NV","CITY OF NORTH LAS VEGAS","NORTH LAS VEGAS","CLARK"
"77","St. Petersburg","10205202000000",32314,"General Purpose",1355292248,745451000,74380972,6146000,0,107721000,102271391,16809084,224027878,0,32443000,317902373,20202453,4928250,319202170,55497524,606737722,0,0,0,662235246,FALSE,"1600000US1263000","St. Petersburg city","Florida",258308,"FL","CITY OF ST PETERSBURG","ST PETERSBURG","PINELLAS"
"78","Lubbock","44215200200000",38693,"General Purpose",1869606346,1249891322,96255991,1988956,6925000,0,167632275,0,150930890,0,38129914,422697601,33399167,43728823,250173473,109007895,640991169,0,0,0,749999064,FALSE,"1600000US4845000","Lubbock city","Texas",257141,"TX","CITY OF LUBBOCK","LUBBOCK","LUBBOCK"
"79","Irving","44205701600000",47012,"General Purpose",1041752554,741265712,49882637,2783609,0,0,164966856,0,16706512,0,36386710,155312088,11997065,9530747,288606466,37890309,427556057,0,0,0,465446366,FALSE,"1600000US4837000","Irving city","Texas",256684,"TX","CITY OF IRVING","IRVING","DALLAS"
"80","Laredo","44224000100000",40881,"General Purpose",1409404951,781929706,46912739,5653780,0,1480535,250329436,0,265995373,0,44279265,274158530,60130269,30689529,161406688,-23131626,549516642,0,0,0,526385016,FALSE,"1600000US4841464","Laredo city","Texas",255205,"TX","CITY OF LAREDO","LAREDO","WEBB"
"81","Winston-Salem","34203400200000",36708,"General Purpose",1083821870,612533418,36104677,38625000,85927365,0,108050925,0,7852505,0,16677959,181544248,27870469,16685511,226456870,52676464,399880634,0,0,0,452557098,FALSE,"1600000US3775000","Winston-Salem city","North Carolina",249545,"NC","CITY OF WINSTON-SALEM","WINSTON SALEM","FORSYTH"
"82","Chesapeake","47210570100000",39490,"General Purpose",1137616969,717700020,84316399,0,1319095,0,162210178,0,41676036,0,23227413,147623419,124720601,28940701,554164489,39752932,815696278,78500028,2920588,5468018,855449210,FALSE,"1600000US5116000","Chesapeake city","Virginia",249422,"VA","CITY OF CHESAPEAKE","CHESAPEAKE","CHESAPEAKE CITY"
"83","Glendale","03200700600000",44287,"General Purpose",1364207000,768970000,74510000,0,66352000,0,379276000,0,3126000,1711000,34513000,148671000,61865000,39386000,302934000,85419000,467437000,0,0,0,552856000,FALSE,"1600000US0427820","Glendale city","Arizona",248325,"AZ","CITY OF GLENDALE","GLENDALE","MARICOPA"
"84","Garland","44205701200000",44101,"General Purpose",1457720709,1039033993,129484878,0,0,0,15972628,0,85640582,0,29549404,492396533,31861124,15018132,186947419,97914077,628309131,0,0,0,726223208,FALSE,"1600000US4829000","Garland city","Texas",246018,"TX","CITY OF GARLAND","GARLAND","DALLAS"
"85","Scottsdale","03200701100000",31637,"General Purpose",1672194000,1104139000,105699000,3540000,0,0,352019000,0,2177000,0,31911000,244982000,55604000,76719000,424710000,156096000,645919000,0,0,0,802015000,FALSE,"1600000US0465000","Scottsdale city","Arizona",241361,"AZ","CITY OF SCOTTSDALE","SCOTTSDALE","MARICOPA"
"86","Norfolk","47212200100000",43996,"General Purpose",2126539198,1480231849,190368768,0,0,0,319781825,0,75620871,0,26136799,219229604,161602162,1449786,553797136,26726390,909352298,0,0,0,936078688,FALSE,"1600000US5157000","Norfolk city","Virginia",238005,"VA","CITY OF NORFOLK","NORFOLK","NORFOLK CITY"
"87","Boise","13200100100000",32682,"General Purpose",224761000,63785000,52760000,1631000,0,0,82764000,54173000,15136000,0,8684000,194227000,43887000,26319000,214621000,86486000,392568000,0,0,0,479054000,FALSE,"1600000US1608830","Boise City city","Idaho",235684,"ID","CITY OF BOISE","BOISE","ADA"
"88","Fremont","05200100500000",96340,"General Purpose",675792497,143098514,30509891,0,272727,0,390302773,0,82735272,0,13385099,72064554,22360871,78394477,216360939,39007907,350172934,0,0,0,389180841,FALSE,"1600000US0626000","Fremont city","California",230504,"CA","CITY OF FREMONT","FREMONT","ALAMEDA"
"89","Spokane","48203201000000",39566,"General Purpose",886969987,381708721,41087427,361595,105737915,21601900,179376250,61452699,97392855,0,25615819,291079170,27657425,12665955,253138763,56933983,527607330,0,0,0,584541313,FALSE,"1600000US5367000","Spokane city","Washington",228989,"WA","CITY OF SPOKANE","SPOKANE","SPOKANE"
"90","Santa Clarita","05201940200000",31800,"General Purpose",217263369,65085696,36580252,1227954,0,0,38909366,0,16669651,0,4263235,64450266,35471928,47163438,108773945,44070588,211788989,6785178,13405112,5701142,255859577,FALSE,"1600000US0669088","Santa Clarita city","California",228673,"CA","CITY OF SANTA CLARITA","SANTA CLARITA","LOS ANGELES"
"91","Richmond","47212700100000",91813,"General Purpose",2594525942,1801261313,199271710,0,0,33473000,370679024,0,116933633,0,24131176,540541796,39215046,36117578,574942301,73469336,1117347385,0,0,0,1190816721,FALSE,"1600000US5167000","Richmond city","Virginia",226610,"VA","CITY OF RICHMOND","RICHMOND","RICHMOND CITY"
"92","Hialeah","10201300800000",96403,"General Purpose",1038077167,119830281,66240270,8609579,865733,10668191,302477430,2878477,441473906,0,32843878,149132127,25349120,12217671,143848620,-24664618,355212156,0,0,0,330547538,FALSE,"1600000US1230000","Hialeah city","Florida",223109,"FL","CITY OF HIALEAH","HIALEAH","MIAMI-DADE"
"93","San Bernardino","05203601000000",31848,"General Purpose",700249533,86565402,31349043,274558,0,24666171,443384956,0,13557801,0,7708701,100971934,26523701,5139725,127576482,-16636737,276848579,40267376,3636039,0,260211842,FALSE,"1600000US0665000","San Bernardino city","California",222101,"CA","CITY OF SAN BERNARDINO","SAN BERNARDINO","SAN BERNARDINO"
"94","Modesto","05205000200000",31888,"General Purpose",910981832,183280052,134041075,4584778,135751891,1565000,341835012,0,26459988,0,11079022,205760542,38619042,6441092,183729467,40281791,394268352,0,0,0,434550143,FALSE,"1600000US0648354","Modesto city","California",218464,"CA","CITY OF MODESTO","MODESTO","STANISLAUS"
"95","Huntsville","01204500100000",31569,"General Purpose",1335234757,133543738,71574650,0,0,0,211600490,0,66108743,0,23930976,103009837,34845297,1911872,304661247,11621104,432807149,0,0,0,444428253,FALSE,"1600000US0137000","Huntsville city","Alabama",215006,"AL","CITY OF HUNTSVILLE","HUNTSVILLE","MADISON"
"96","Des Moines","16207700500000",71073,"General Purpose",866817685,546602773,41591897,22534981,7610000,4311444,177894533,0,22869853,0,0,168206556,68650260,33260236,238104812,71434184,436787680,0,0,0,508221864,FALSE,"1600000US1921000","Des Moines city","Iowa",214133,"IA","CITY OF DES MOINES","DES MOINES","POLK"
"97","Yonkers","33206002800000",36072,"General Purpose",4915299122,619039887,311457350,0,2000000,15394238,393017963,3192282,3452182595,0,52157737,90234317,97675473,6916601,1054296336,-173585991,1422708718,0,0,0,1249122727,FALSE,"1600000US3684000","Yonkers city","New York",211569,"NY","CITY OF YONKERS","YONKERS","WESTCHESTER"
"98","Moreno Valley","05203340100000",31838,"General Purpose",221955207,78447151,27193899,8089757,0,0,72896273,0,8175011,0,6923677,63294641,28134990,8638377,114284078,-1809332,216161418,35657797,1234769,0,214352086,FALSE,"1600000US0649270","Moreno Valley city","California",208634,"CA","CITY OF MORENO VALLEY","MORENO VALLEY","RIVERSIDE"
"99","Fayetteville","34202600100000",196952,"General Purpose",237274660,24575048,24209611,0,50550000,250299,49957771,0,51538394,0,8533156,41379848,24587437,15248757,148420516,12812807,216823751,0,0,0,229636558,FALSE,"1600000US3722920","Fayetteville city","North Carolina",208501,"NC","CITY OF FAYETTEVILLE","FAYETTEVILLE","CUMBERLAND"
"100","Fontana","05203600400000",31844,"General Purpose",346535100,40122668,42662860,0,11429918,0,161401111,0,66321967,0,9727669,82887584,24472892,12565994,148256523,-10799189,278982182,0,0,0,268182993,FALSE,"1600000US0624680","Fontana city","California",208393,"CA","CITY OF FONTANA","FONTANA","SAN BERNARDINO"
"101","Columbus","11210600200000",111473,"General Purpose",336657024,114023596,14343076,16405802,0,0,138751358,0,28415762,0,8065806,51677121,6533709,6376202,250050406,42228561,272408877,0,0,0,314637438,FALSE,"1600000US1319000","Columbus city","Georgia",206922,"GA","CONSOLIDATED GOVERNMENT OF COLUMBUS","COLUMBUS","MUSCOGEE"
"102","Worcester","22201400400000",41676,"General Purpose",2557768732,739301000,117944563,14769000,0,132012090,480989646,0,1026328269,0,16738000,119274981,452784372,53724728,388831335,-32758586,1047374002,0,0,0,1014615416,FALSE,"1600000US2582000","Worcester city","Massachusetts",206518,"MA","CITY OF WORCESTER","WORCESTER","WORCESTER"
"103","Port St. Lucie","10205650200000",101891,"General Purpose",847402277,755870213,41295076,528981,0,0,22989528,0,11426579,0,15291897,154458032,10364305,60135276,143737086,73326181,295368518,0,0,0,368694699,FALSE,"1600000US1258715","Port St. Lucie city","Florida",204851,"FL","CITY OF PORT ST LUCIE","PORT ST LUCIE","ST LUCIE"
"104","Little Rock","04206000400000",43357,"General Purpose",466946359,120780961,37505897,3548693,0,8614099,239668156,0,14379270,0,34133594,57561918,40578867,5602611,223570237,-9141788,336455421,0,0,0,327313633,FALSE,"1600000US0541000","Little Rock city","Arkansas",202591,"AR","CITY OF LITTLE ROCK","LITTLE ROCK","PULASKI"
"105","Augusta","11212100100000",148608,"General Purpose",1000122064,565956157,39726094,760442,0,10820675,105781900,0,215397750,0,9718468,211530959,21452117,21444790,229152353,39647351,443932868,0,0,0,483580219,FALSE,"1600000US1304204","Augusta-Richmond County consolidated government (balance)","Georgia",202081,"GA","CONSOLIDATED GOVERNMENT OF AUGUSTA-RICHMOND COUNTY","AUGUSTA","RICHMOND"
"106","Oxnard","05205600300000",31895,"General Purpose",825604830,356512272,28129048,21969462,0,285015,298870202,0,46686235,0,19187695,211388588,40447715,9252544,143147070,-928938,405164855,59884394,6673402,0,404235917,FALSE,"1600000US0654652","Oxnard city","California",202063,"CA","CITY OF OXNARD","OXNARD","VENTURA"
"107","Birmingham","01203700300000",31566,"General Purpose",2111691000,357527000,86363000,63814000,0,4000000,1272660000,309000,125983000,0,16596000,131941000,19929000,29513000,369504000,-113628000,664515000,0,0,0,550887000,FALSE,"1600000US0107000","Birmingham city","Alabama",200733,"AL","CITY OF BIRMINGHAM","BIRMINGHAM","JEFFERSON"
"108","Montgomery","01205100100000",31571,"General Purpose",986174728,189588622,24631078,11938406,48318536,0,213157950,0,467470259,0,20784491,44375144,29317060,7431724,225288967,21996076,284416819,0,0,0,306412895,FALSE,"1600000US0151000","Montgomery city","Alabama",200603,"AL","CITY OF MONTGOMERY","MONTGOMERY","MONTGOMERY"
"109","Frisco","44204300600000",43459,"General Purpose",999024599,864902311,75918889,0,0,0,37938107,0,3684459,0,16580833,154585094,20906735,97650687,254425099,101810782,425756833,0,0,0,527567615,FALSE,"1600000US4827684","Frisco city","Texas",200509,"TX","CITY OF FRISCO","FRISCO","COLLIN"
"110","Amarillo","44218800100000",38704,"General Purpose",612052250,286158313,56056943,4873785,16959943,0,66015179,0,50122902,0,24925020,152229011,47118978,17442824,142010006,44525287,314275532,0,0,0,358800819,FALSE,"1600000US4803000","Amarillo city","Texas",200393,"TX","CITY OF AMARILLO","AMARILLO","POTTER"
"111","Salt Lake City","45201800500000",41176,"General Purpose",3012856762,2466007405,278617370,0,0,40045606,118987870,0,0,0,30387036,463217630,8078509,97366938,306421241,140425509,734658809,161326297,31124710,0,875084318,FALSE,"1600000US4967000","Salt Lake City city","Utah",199723,"UT","CITY OF SALT LAKE CITY","SALT LAKE CITY","SALT LAKE"
"112","Grand Rapids","23204100400000",167745,"General Purpose",963014063,0,0,0,0,0,217559132,0,63949509,0,0,165139948,38235671,7415720,186286475,22198751,374879063,0,0,0,397077814,FALSE,"1600000US2634000","Grand Rapids city","Michigan",198917,"MI","CITY OF GRAND RAPIDS","GRAND RAPIDS","KENT"
"113","Huntington Beach","05203000900000",31824,"General Purpose",571233000,35665000,33152000,5787000,4759000,0,434815000,0,3652000,0,14248000,124089000,8141000,14483000,184934000,-528000,332175000,0,0,0,331647000,FALSE,"1600000US0636000","Huntington Beach city","California",198711,"CA","CITY OF HUNTINGTON BEACH","HUNTINGTON BEACH","ORANGE"
"114","Overland Park","17204650100000",114572,"General Purpose",302153100,194653581,26638429,977878,0,0,55723540,5059964,11740230,0,9542954,34013578,17283697,22841968,176444018,14660432,235922829,0,0,0,250583261,FALSE,"1600000US2053775","Overland Park city","Kansas",197238,"KS","CITY OF OVERLAND PARK","OVERLAND PARK","JOHNSON"
"115","Glendale","05201901700000",40789,"General Purpose",1089276000,256803000,66532000,0,474000,0,598199000,0,15135000,0,31999000,391185000,79989000,21384000,210266000,12130000,690694000,0,0,0,702824000,FALSE,"1600000US0630000","Glendale city","California",196543,"CA","CITY OF GLENDALE","GLENDALE","LOS ANGELES"
