ncesid,nces_original_name,county_nces,city_nces,state,student
5104050,WINCHESTER CITY PBLC SCHS,Winchester city,Winchester,VA,4387.00000
1742660,Winchester CUSD 1,Scott County,Winchester,IL,611.00000
0905160,Winchester School District,Litchfield County,Winsted,CT,557.00000
3307140,Winchester School District,Cheshire County,Winchester,NH,407.00000
4226610,Windber Area SD,Somerset County,Windber,PA,1210.00000
3904566,Windham Exempted Village,Portage County,Windham,OH,484.00000
5000446,Windham Northeast Union Elementary School District #95,Windham County,Bellows Falls,VT,286.00000
0905190,Windham School District,Windham County,Willimantic,CT,3321.00000
3307170,Windham School District,Rockingham County,Windham,NH,3010.00000
5009270,Windham School District,Windham County,Windham,VT,21.00000
5000431,Windham Southeast Unified Union School District #96,Windham County,Brattleboro,VT,2498.00000
3631590,WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT,Greene County,WINDHAM,NY,321.00000
2742780,WINDOM PUBLIC SCHOOL DISTRICT,Cottonwood County,WINDOM,MN,1090.00000
0409430,Window Rock Unified District (4154),Apache County,FORT DEFIANCE,AZ,1937.00000
2932100,WINDSOR C-1,Jefferson County,IMPERIAL,MO,3040.00000
3602730,WINDSOR CENTRAL SCHOOL DISTRICT,Broome County,WINDSOR,NY,1655.00000
1742690,Windsor CUSD 1,Shelby County,Windsor,IL,371.00000
0905250,Windsor Locks School District,Hartford County,Windsor Locks,CT,1587.00000
0905220,Windsor School District,Hartford County,Windsor,CT,3303.00000
0600034,Windsor Unified,Sonoma County,Windsor,CA,4898.00000
4846080,WINDTHORST ISD,Archer County,WINDTHORST,TX,407.00000
2013050,Winfield,Cowley County,Winfield,KS,2327.00000
0103540,Winfield City,Marion County,Winfield,AL,1272.00000
2932190,WINFIELD R-IV,Lincoln County,Winfield,MO,1558.00000
1742720,Winfield SD 34,DuPage County,Winfield,IL,311.00000
3418030,Winfield Township,Union County,Winfield Twp,NJ,143.00000
1931830,Winfield-Mt Union Comm School District,Henry County,Winfield,IA,429.00000
3820130,WING 28,Burleigh County,Wing,ND,76.00000
5900059,Wingate Elementary School,McKinley County,Ft. Wingate,NM,414.00000
5900119,Wingate High School,McKinley County,Fort Wingate,NM,410.00000
5009330,Winhall School District,Bennington County,Sunderland,VT,160.00000
3028380,Winifred K-12 Schools,Fergus County,Winifred,MT,110.00000
4846170,WINK-LOVING ISD,Winkler County,WINK,TX,445.00000
5309930,Winlock School District,Lewis County,WINLOCK,WA,739.00000
2202010,Winn Parish,Winn Parish,Winnfield,LA,2120.00000
3307230,Winnacunnet Coop School District,Rockingham County,Hampton,NH,1060.00000
1742810,Winnebago County Spec Educ Coop,Winnebago County,Rockton,IL,1.00000
1742790,Winnebago CUSD 323,Winnebago County,Winnebago,IL,1340.00000
3178810,WINNEBAGO PUBLIC SCHOOLS DISTRICT 17,Thurston County,WINNEBAGO,NE,602.00000
5516830,Winneconne Community School District,Winnebago County,Winneconne,WI,1759.00000
4679710,Winner School District 59-2,Tripp County,Winner,SD,704.00000
1742840,Winnetka SD 36,Cook County,Winnetka,IL,1658.00000
3028470,Winnett K-12 Schools,Petroleum County,Winnett,MT,65.00000
3307300,Winnisquam Regional School District,Belknap County,Tilton,NH,1430.00000
4846200,WINNSBORO ISD,Wood County,WINNSBORO,TX,1490.00000
2744070,WINONA AREA PUBLIC SCHOOL DISTRICT,Winona County,WINONA,MN,2799.00000
4846230,WINONA ISD,Smith County,WINONA,TX,1119.00000
2932220,WINONA R-III,Shannon County,WINONA,MO,452.00000
2800196,WINONA-MONTGOMERY CONSOLIDATED,Montgomery County,WINONA,MS,1270.00000
5009360,Winooski School District,Chittenden County,Winooski,VT,837.00000
0642900,Winship-Robbins,Sutter County,Robbins,CA,121.00000
3178840,WINSIDE PUBLIC SCHOOLS,Wayne County,WINSIDE,NE,212.00000
2313860,Winslow Schools,Kennebec County,Winslow,ME,1152.00000
3418060,Winslow Township School District,Camden County,Atco,NJ,4874.00000
0409460,Winslow Unified District (4387),Navajo County,WINSLOW,AZ,2020.00000
0103580,Winston County,Winston County,Double Springs,AL,2292.00000
2932250,WINSTON R-VI,Daviess County,WINSTON,MO,161.00000
3701500,Winston Salem / Forsyth County Schools,Forsyth County,Winston Salem,NC,54566.00000
4113490,Winston-Dillard SD 116,Douglas County,Winston,OR,1393.00000
