ncesid,nces_original_name,county_nces,city_nces,state,student
3403390,Closter Public School District,Bergen County,Closter,NJ,1213.00000
3500540,CLOUDCROFT MUNICIPAL SCHOOLS,Otero County,CLOUDCROFT,NM,419.00000
5301410,Clover Park School District,Pierce County,LAKEWOOD,WA,13761.00000
1802220,Cloverdale Community Schools,Putnam County,Cloverdale,IN,1101.00000
0608970,Cloverdale Unified,Sonoma County,Cloverdale,CA,1383.00000
3904848,Cloverleaf Local,Medina County,Lodi,OH,2315.00000
2101290,Cloverport Independent,Breckinridge County,Cloverport,KY,340.00000
3500570,CLOVIS MUNICIPAL SCHOOLS,Curry County,CLOVIS,NM,8115.00000
0609030,Clovis Unified,Fresno County,Clovis,CA,43654.00000
4814450,CLYDE CISD,Callahan County,CLYDE,TX,1460.00000
3910020,Clyde-Green Springs Exempted Village,Sandusky County,Clyde,OH,2173.00000
3607860,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,Wayne County,CLYDE,NY,816.00000
3607890,CLYMER CENTRAL SCHOOL DISTRICT,Chautauqua County,CLYMER,NY,436.00000
0609070,Coachella Valley Unified,Riverside County,Thermal,CA,17657.00000
2801110,COAHOMA COUNTY SCHOOL DISTRICT,Coahoma County,CLARKSDALE,MS,1173.00000
2801100,COAHOMA EARLY COLLEGE,Coahoma County,CLARKSDALE,MS,267.00000
4814490,COAHOMA ISD,Howard County,COAHOMA,TX,1125.00000
1710530,Coal City CUSD 1,Grundy County,Coal City,IL,2174.00000
4008130,COALGATE,Coal County,Coalgate,OK,646.00000
0609120,Coalinga-Huron Unified,Fresno County,Coalinga,CA,4510.00000
0600049,Coast Unified,San Luis Obispo County,Cambria,CA,582.00000
4206240,Coatesville Area SD,Chester County,Thorndale,PA,5483.00000
1301290,Cobb County,Cobb County,Marietta,GA,112097.00000
1710570,Cobden SUD 17,Union County,Cobden,IL,528.00000
3600010,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,Schoharie County,COBLESKILL,NY,1639.00000
3500600,COBRE CONSOLIDATED SCHOOLS,Grant County,BAYARD,NM,1226.00000
4206270,Cocalico SD,Lancaster County,Denver,PA,2979.00000
0402130,Cochise Elementary District (4177),Cochise County,COCHISE,AZ,88.00000
5502700,Cochrane-Fountain City School District,Buffalo County,Fountain City,WI,607.00000
4700750,Cocke County,Cocke County,Newport,TN,4515.00000
0400163,Coconino County Accommodation School District (10386),Coconino County,FLAGSTAFF,AZ,104.00000
3105280,CODY-KILGORE PUBLIC SCHS,Cherry County,CODY,NE,164.00000
3307330,Coe Brown Academy School District,Rockingham County,Northwood,NH,690.00000
5900071,Coeur d' Alene Tribal School,Benewah County,Desmet,ID,104.00000
1600780,COEUR D'ALENE DISTRICT,Kootenai County,COEUR D'ALENE,ID,11017.00000
1301350,Coffee County,Coffee County,Douglas,GA,7769.00000
0100810,Coffee County,Coffee County,Elba,AL,2467.00000
4700780,Coffee County,Coffee County,Manchester,TN,4302.00000
0609240,Coffee Creek Elementary,Trinity County,Trinity Center,CA,9.00000
2801140,COFFEEVILLE SCHOOL DIST,Yalobusha County,Coffeeville,MS,464.00000
2004980,Coffeyville,Montgomery County,Coffeyville,KS,1893.00000
3007030,Cohagen Elem,Garfield County,Cohagen,MT,16.00000
2503780,Cohasset,Norfolk County,Cohasset,MA,1500.00000
3607980,COHOES CITY SCHOOL DISTRICT,Albany County,COHOES,NY,1904.00000
4008220,COLBERT,Bryan County,Colbert,OK,802.00000
0100840,Colbert County,Colbert County,Tuscumbia,AL,2720.00000
2005010,Colby Public Schools,Thomas County,Colby,KS,958.00000
5502730,Colby School District,Clark County,Colby,WI,958.00000
0900840,Colchester School District,New London County,Colchester,CT,2311.00000
5003240,Colchester School District,Chittenden County,Colchester,VT,2412.00000
4008250,COLCORD,Delaware County,COLCORD,OK,607.00000
0609270,Cold Spring Elementary,Santa Barbara County,Santa Barbara,CA,171.00000
3608010,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,Suffolk County,COLD SPRING HARBOR,NY,1639.00000
4814520,COLDSPRING-OAKHURST CISD,San Jacinto County,COLDSPRING,TX,1565.00000
2610140,Coldwater Community Schools,Branch County,COLDWATER,MI,2863.00000
3904531,Coldwater Exempted Village,Mercer County,Coldwater,OH,1347.00000
2909900,COLE CAMP R-I,Benton County,COLE CAMP,MO,714.00000
2926970,COLE CO. R-I,Cole County,RUSSELLVILLE,MO,620.00000
2911550,COLE CO. R-V,Cole County,EUGENE,MO,643.00000
0900870,Colebrook School District,Litchfield County,Colebrook,CT,74.00000
3302400,Colebrook School District,Coos County,Colebrook,NH,337.00000
4008310,COLEMAN,Johnston County,Coleman,OK,159.00000
2610200,Coleman Community Schools,Midland County,COLEMAN,MI,671.00000
4814550,COLEMAN ISD,Coleman County,COLEMAN,TX,822.00000
5502760,Coleman School District,Marinette County,Coleman,WI,727.00000
0609300,Colfax Elementary,Placer County,Colfax,CA,386.00000
5502790,Colfax School District,Dunn County,Colfax,WI,790.00000
5301440,Colfax School District,Whitman County,COLFAX,WA,559.00000
2610230,Colfax Township S/D #1F,Huron County,BAD AXE,MI,22.00000
1900009,Colfax-Mingo Comm School District,Jasper County,Colfax,IA,751.00000
1907860,College Comm School District,Linn County,Cedar Rapids,IA,5819.00000
3906496,College Corner Local,Preble County,College Corner,OH,90.00000
0609330,College Elementary,Santa Barbara County,Santa Ynez,CA,204.00000
5301470,College Place School District,Walla Walla County,COLLEGE PLACE,WA,1627.00000
4807350,COLLEGE STATION ISD,Brazos County,COLLEGE STATION,TX,13936.00000
4501830,Colleton 01,Colleton County,Walterboro,SC,5396.00000
1200330,COLLIER,Collier County,"NAPLES",FL,47834.00000
4700149,Collierville,Shelby County,Collierville,TN,9188.00000
3403420,Collingswood Public School District,Camden County,Collingswood,NJ,2155.00000
1907900,Collins-Maxwell Comm School District,Story County,Maxwell,IA,398.00000
4008370,COLLINSVILLE,Tulsa County,Collinsville,OK,2872.00000
1710650,Collinsville CUSD 10,Madison County,Collinsville,IL,6183.00000
4814580,COLLINSVILLE ISD,Grayson County,COLLINSVILLE,TX,522.00000
4614100,Colman-Egan School District 50-5,Moody County,Colman,SD,279.00000
4814600,COLMESNEIL ISD,Tyler County,COLMESNEIL,TX,490.00000
1907920,Colo-NESCO Comm School District,Story County,Colo,IA,436.00000
2610380,Coloma Community Schools,Berrien County,Coloma,MI,1310.00000
4614130,Colome Consolidated 59-3,Tripp County,Colome,SD,229.00000
2610410,Colon Community School District,St. Joseph County,COLON,MI,572.00000
1710690,Colona SD 190,Henry County,Colona,IL,437.00000
3904651,Colonel Crawford Local,Crawford County,North Robinson,OH,993.00000
5100930,COLONIAL BEACH PBLC SCHS,Westmoreland County,Colonial Beach,VA,652.00000
5100960,COLONIAL HEIGHTS CITY PBLC SCHS,Colonial Heights city,Colonial Heights,VA,2899.00000
1000230,Colonial School District,New Castle County,New Castle,DE,9921.00000
4219470,Colonial SD,Montgomery County,Plymouth Meeting,PA,5225.00000
0400021,Colorado City Unified District (4370),Mohave County,COLORADO CITY,AZ,694.00000
4814640,COLORADO ISD,Mitchell County,COLORADO CITY,TX,960.00000
0400082,Colorado River Union High School District (4381),Mohave County,BULLHEAD CITY,AZ,1853.00000
0800023,Colorado School for the Deaf and Blind,El Paso County,COLORADO SPRINGS,CO,189.00000
0803060,Colorado Springs School District No. 11 in the county of E,El Paso County,COLORADO SPRINGS,CO,26040.00000
1301380,Colquitt County,Colquitt County,Moultrie,GA,9447.00000
3007050,Colstrip Elem,Rosebud County,Colstrip,MT,417.00000
3007080,Colstrip H S,Rosebud County,Colstrip,MT,166.00000
0609390,Colton Joint Unified,San Bernardino County,Colton,CA,21469.00000
5301500,Colton School District,Whitman County,COLTON,WA,189.00000
4103270,Colton SD 53,Clackamas County,Colton,OR,591.00000
3608100,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,St. Lawrence County,COLTON,NY,375.00000
3403450,Colts Neck Township School District,Monmouth County,Colts Neck,NJ,993.00000
1200360,COLUMBIA,Columbia County,LAKE CITY,FL,10192.00000
5301560,Columbia (Stevens) School District,Stevens County,HUNTERS,WA,107.00000
5301590,Columbia (Walla Walla) School District,Walla Walla County,BURBANK,WA,785.00000
2901000,COLUMBIA 93,Boone County,COLUMBIA,MO,18892.00000
4206360,Columbia Borough SD,Lancaster County,Columbia,PA,1354.00000
1301410,Columbia County,Columbia County,Evans,GA,28248.00000
1710740,Columbia CUSD 4,Monroe County,Columbia,IL,1965.00000
0609450,Columbia Elementary,Shasta County,Redding,CA,767.00000
3007110,Columbia Falls Elem,Flathead County,Columbia Falls,MT,1491.00000
3007140,Columbia Falls H S,Flathead County,Columbia Falls,MT,658.00000
2709510,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Anoka County,COLUMBIA HEIGHTS,MN,3283.00000
3904814,Columbia Local,Lorain County,Columbia Station,OH,869.00000
0900900,Columbia School District,Tolland County,Columbia,CT,408.00000
2801170,COLUMBIA SCHOOL DISTRICT,Marion County,Columbia,MS,1651.00000
2606990,Columbia School District,Jackson County,BROOKLYN,MI,1513.00000
0609480,Columbia Union,Tuolumne County,Columbia,CA,467.00000
4814670,COLUMBIA-BRAZORIA ISD,Brazoria County,WEST COLUMBIA,TX,3000.00000
3904532,Columbiana Exempted Village,Columbiana County,Columbiana,OH,1101.00000
0609510,Columbine Elementary,Tulare County,Delano,CA,194.00000
2005070,Columbus,Cherokee County,Columbus,KS,946.00000
3904380,Columbus City School District,Franklin County,Columbus,OH,48759.00000
1907980,Columbus Comm School District,Louisa County,Columbus Junction,IA,700.00000
3700960,Columbus County Schools,Columbus County,Whiteville,NC,5612.00000
3007190,Columbus Elem,Stillwater County,Columbus,MT,523.00000
3904931,Columbus Grove Local,Putnam County,Columbus Grove,OH,832.00000
3007200,Columbus H S,Stillwater County,Columbus,MT,213.00000
4814700,COLUMBUS ISD,Colorado County,COLUMBUS,TX,1543.00000
2801200,COLUMBUS MUNICIPAL SCHOOL DIST,Lowndes County,Columbus,MS,3452.00000
3105340,COLUMBUS PUBLIC SCHOOLS,Platte County,COLUMBUS,NE,4204.00000
5502820,Columbus School District,Columbia County,Columbus,WI,1297.00000
0691004,Colusa County Office of Education,Colusa County,Colusa,CA,32.00000
0609570,Colusa Unified,Colusa County,Colusa,CA,1526.00000
5301630,Colville School District,Stevens County,COLVILLE,WA,1751.00000
4814730,COMAL ISD,Comal County,NEW BRAUNFELS,TX,25089.00000
4008460,COMANCHE,Stephens County,Comanche,OK,919.00000
2005040,Comanche County,Comanche County,Coldwater,KS,345.00000
4814760,COMANCHE ISD,Comanche County,COMANCHE,TX,1392.00000
4814790,COMFORT ISD,Kendall County,COMFORT,TX,1088.00000
2709540,COMFREY PUBLIC SCHOOL DISTRICT,Brown County,COMFREY,MN,130.00000
1713770,Comm Cons SD 59,Cook County,Elk Grove Vlg,IL,6426.00000
3608130,COMMACK UNION FREE SCHOOL DISTRICT,Suffolk County,EAST NORTHPORT,NY,5930.00000
4008490,COMMERCE,Ottawa County,COMMERCE,OK,853.00000
1301440,Commerce City,Jackson County,Commerce,GA,1699.00000
4814820,COMMERCE ISD,Hunt County,COMMERCE,TX,1524.00000
3403480,Commercial Township School District,Cumberland County,Port Norris,NJ,514.00000
4206390,Commodore Perry SD,Mercer County,Hadley,PA,454.00000
4814850,COMMUNITY ISD,Collin County,NEVADA,TX,2560.00000
2910020,COMMUNITY R-VI,Audrain County,LADDONIA,MO,315.00000
1803660,Community Schools of Frankfort,Clinton County,Frankfort,IN,3186.00000
4814880,COMO-PICKTON CISD,Hopkins County,COMO,TX,732.00000
0609620,Compton Unified,Los Angeles County,Compton,CA,20400.00000
4814920,COMSTOCK ISD,Val Verde County,COMSTOCK,TX,205.00000
2610620,Comstock Park Public Schools,Kent County,COMSTOCK PARK,MI,1847.00000
2610590,Comstock Public Schools,Kalamazoo County,KALAMAZOO,MI,1753.00000
0402190,Concho Elementary District (4160),Apache County,CONCHO,AZ,170.00000
2503840,Concord,Middlesex County,Concord,MA,2065.00000
1802400,Concord Community Schools,Elkhart County,Elkhart,IN,5251.00000
2610650,Concord Community Schools,Jackson County,Concord,MI,657.00000
0504560,CONCORD SCHOOL DISTRICT,Cleburne County,CONCORD,AR,433.00000
3302460,Concord School District,Merrimack County,Concord,NH,4327.00000
2503870,Concord-Carlisle,Middlesex County,Concord,MA,1280.00000
2005100,Concordia,Cloud County,Concordia,KS,1114.00000
2200480,Concordia Parish,Concordia Parish,Vidalia,LA,3309.00000
2910080,CONCORDIA R-II,Lafayette County,CONCORDIA,MO,427.00000
5301660,Concrete School District,Skagit County,CONCRETE,WA,534.00000
4103330,Condon SD 25J,Gilliam County,Condon,OR,138.00000
0100870,Conecuh County,Conecuh County,Evergreen,AL,1955.00000
5900111,Conehatta Elementary School,Newton County,Conehatta,MS,201.00000
0609640,Conejo Valley Unified,Ventura County,Thousand Oaks,CA,18345.00000
4206420,Conemaugh Township Area SD,Somerset County,Davidsville,PA,894.00000
4206430,Conemaugh Valley SD,Cambria County,Johnstown,PA,687.00000
3174200,CONESTOGA PUBLIC SCHOOLS,Cass County,MURRAY,NE,677.00000
4206480,Conestoga Valley SD,Lancaster County,Lancaster,PA,4158.00000
4206550,Conewago Valley SD,Adams County,New Oxford,PA,3921.00000
0402220,Congress Elementary District (4479),Yavapai County,CONGRESS,AZ,97.00000
4814970,CONNALLY ISD,McLennan County,WACO,TX,2431.00000
3904381,Conneaut Area City,Ashtabula County,Conneaut,OH,1598.00000
4206590,Conneaut SD,Crawford County,Linesville,PA,1861.00000
0900002,Connecticut Technical Education and Career System,Middlesex County,Hartford,CT,10993.00000
4206660,Connellsville Area SD,Fayette County,Connellsville,PA,4070.00000
3608160,CONNETQUOT CENTRAL SCHOOL DISTRICT,Suffolk County,BOHEMIA,NY,5607.00000
3904754,Conotton Valley Union Local,Carroll County,Sherrodsville,OH,471.00000
3007330,Conrad Elem,Pondera County,Conrad,MT,344.00000
3007320,Conrad H S,Pondera County,Conrad,MT,124.00000
4206780,Conrad Weiser Area SD,Berks County,Robesonia,PA,2621.00000
4815000,CONROE ISD,Montgomery County,CONROE,TX,64799.00000
1708400,Cons HSD 230,Cook County,Orland Park,IL,7441.00000
2610750,Constantine Public School District,St. Joseph County,CONSTANTINE,MI,1483.00000
0402250,Continental Elementary District (4416),Pima County,GREEN VALLEY,AZ,678.00000
3904932,Continental Local,Putnam County,Continental,OH,439.00000
3302480,Contoocook Valley School District,Hillsborough County,Peterborough,NH,2150.00000
0691005,Contra Costa County Office of Education,Contra Costa County,Pleasant Hill,CA,458.00000
5602140,Converse County School District #1,Converse County,Douglas,WY,1782.00000
5602150,Converse County School District #2,Converse County,Glenrock,WY,636.00000
2503900,Conway,Franklin County,South Deerfield,MA,133.00000
0504590,CONWAY SCHOOL DISTRICT,Faulkner County,CONWAY,AR,10393.00000
3302490,Conway School District,Carroll County,Conway,NH,1663.00000
5301680,Conway School District,Skagit County,MOUNT VERNON,WA,489.00000
2005130,Conway Springs,Sumner County,Conway Springs,KS,424.00000
1301470,Cook County,Cook County,ADEL,GA,3170.00000
2713110,COOK COUNTY PUBLIC SCHOOLS,Cook County,GRAND MARAIS,MN,490.00000
1706510,Cook County SD 130,Cook County,Blue Island,IL,3435.00000
3007350,Cooke City Elem,Park County,Cooke City,MT,5.00000
4815120,COOLIDGE ISD,Limestone County,COOLIDGE,TX,289.00000
0402320,Coolidge Unified District (4442),Pinal County,COOLIDGE,AZ,2287.00000
1908070,Coon Rapids-Bayard Comm School District,Carroll County,Coon Rapids,IA,435.00000
2906150,COOPER CO. R-IV,Cooper County,BUNCETON,MO,103.00000
4815150,COOPER ISD,Delta County,COOPER,TX,799.00000
2304440,Cooper Public Schools,Washington County,Baileyville,ME,6.00000
3608250,COOPERSTOWN CENTRAL SCHOOL DISTRICT,Otsego County,COOPERSTOWN,NY,825.00000
2610830,Coopersville Area Public School District,Ottawa County,COOPERSVILLE,MI,2654.00000
4103660,Coos Bay SD 9,Coos County,Coos Bay,OR,3265.00000
0100900,Coosa County,Coosa County,Rockford,AL,794.00000
2910140,COOTER R-IV,Pemiscot County,Cooter,MO,214.00000
4008610,COPAN,Washington County,Copan,OK,190.00000
2005190,Copeland,Gray County,Copeland,KS,116.00000
3608280,COPENHAGEN CENTRAL SCHOOL DISTRICT,Lewis County,COPENHAGEN,NY,451.00000
3608310,COPIAGUE UNION FREE SCHOOL DISTRICT,Suffolk County,COPIAGUE,NY,5205.00000
2801220,COPIAH CO SCHOOL DIST,Copiah County,Hazlehurst,MS,2462.00000
3904998,Copley-Fairlawn City,Summit County,Copley,OH,2818.00000
2304500,Coplin Plt Public Schools,Cumberland County,STRATTON,ME,2.00000
4815210,COPPELL ISD,Dallas County,COPPELL,TX,13218.00000
0200070,Copper River School District,Valdez-Cordova Census Area,Glennallen,AK,446.00000
4815240,COPPERAS COVE ISD,Coryell County,COPPERAS COVE,TX,8477.00000
4103390,Coquille SD 8,Coos County,Coquille,OR,1268.00000
2101320,Corbin Independent,Whitley County,Corbin,KY,3093.00000
0609690,Corcoran Joint Unified,Kings County,Corcoran,CA,3303.00000
4008640,CORDELL,Washita County,Cordell,OK,681.00000
0200060,Cordova City School District,Valdez-Cordova Census Area,Cordova,AK,336.00000
3608370,CORINTH CENTRAL SCHOOL DISTRICT,Saratoga County,CORINTH,NY,1156.00000
2801260,CORINTH SCHOOL DIST,Alcorn County,Corinth,MS,2678.00000
1710860,Cornell CCSD 426,Livingston County,Cornell,IL,103.00000
5502880,Cornell School District,Chippewa County,Cornell,WI,403.00000
4206810,Cornell SD,Allegheny County,Coraopolis,PA,583.00000
3608400,CORNING CITY SCHOOL DISTRICT,Steuben County,PAINTED POST,NY,4578.00000
1908130,Corning Comm School District,Adams County,Corning,IA,399.00000
0500009,CORNING SCHOOL DISTRICT,Clay County,CORNING,AR,895.00000
0609780,Corning Union Elementary,Tehama County,Corning,CA,2037.00000
0609810,Corning Union High,Tehama County,Corning,CA,1076.00000
3302520,Cornish School District,Sullivan County,Cornish,NH,104.00000
3608430,CORNWALL CENTRAL SCHOOL DISTRICT,Orange County,CORNWALL ON HUDSON,NY,3147.00000
0900930,Cornwall School District,Litchfield County,Falls Village,CT,87.00000
4206840,Cornwall-Lebanon SD,Lebanon County,Lebanon,PA,4903.00000
3500630,CORONA MUNICIPAL SCHOOLS,Lincoln County,CORONA,NM,60.00000
0609850,Corona-Norco Unified,Riverside County,Norco,CA,52557.00000
0609870,Coronado Unified,San Diego County,Coronado,CA,3063.00000
4815270,CORPUS CHRISTI ISD,Nueces County,CORPUS CHRISTI,TX,36618.00000
3200023,CORRECTIONAL SCHOOL DISTRICT,Elko County,ELKO,NV,43.00000
4815300,CORRIGAN-CAMDEN ISD,Polk County,CORRIGAN,TX,820.00000
4206860,Corry Area SD,Erie County,Corry,PA,1988.00000
4680445,Corsica-Stickney 21-3,Douglas County,Corsica,SD,278.00000
4815330,CORSICANA ISD,Navarro County,CORSICANA,TX,6047.00000
3608460,CORTLAND CITY SCHOOL DISTRICT,Cortland County,CORTLAND,NY,2239.00000
2610860,Corunna Public Schools,Shiawassee County,CORUNNA,MI,1786.00000
3007410,Corvallis K-12 Schools,Ravalli County,Corvallis,MT,1437.00000
4103480,Corvallis SD 509J,Benton County,Corvallis,OR,6748.00000
3904743,Cory-Rawson Local,Hancock County,Rawson,OH,536.00000
3904382,Coshocton City,Coshocton County,Coshocton,OH,1546.00000
5301710,Cosmopolis School District,Grays Harbor County,COSMOPOLIS,WA,188.00000
0500405,COSSATOT RIVER SCHOOL DISTRICT,Polk County,WICKES,AR,967.00000
0609940,Cotati-Rohnert Park Unified,Sonoma County,Rohnert Park,CA,5675.00000
0504680,COTTER SCHOOL DISTRICT,Baxter County,COTTER,AR,801.00000
4815360,COTTON CENTER ISD,Hale County,COTTON CENTER,TX,100.00000
4008730,COTTONWOOD,Coal County,COALGATE,OK,181.00000
5900032,Cottonwood Day School,Apache County,Chinle,AZ,172.00000
3007500,Cottonwood Elem,Gallatin County,Bozeman,MT,14.00000
3014150,Cottonwood Elem,Hill County,Havre,MT,17.00000
1600810,COTTONWOOD JOINT DISTRICT,Idaho County,COTTONWOOD,ID,390.00000
0609990,Cottonwood Union Elementary,Shasta County,Cottonwood,CA,943.00000
0402370,Cottonwood-Oak Creek Elementary District (4487),Yavapai County,COTTONWOOD,AZ,2077.00000
4815400,COTULLA ISD,La Salle County,COTULLA,TX,1321.00000
2910200,COUCH R-I,Oregon County,MYRTLE,MO,185.00000
4206930,Coudersport Area SD,Potter County,Coudersport,PA,765.00000
5303440,Coulee-Hartline School District,Grant County,COULEE CITY,WA,171.00000
1710980,Coulterville USD 1,Randolph County,Coulterville,IL,205.00000
1908220,Council Bluffs Comm School District,Pottawattamie County,Council Bluffs,IA,9201.00000
1600840,COUNCIL DISTRICT,Adams County,COUNCIL,ID,268.00000
4206960,Council Rock SD,Bucks County,Newtown,PA,10778.00000
1711010,Country Club Hills SD 160,Cook County,Country Club Hills,IL,1321.00000
0504740,COUNTY LINE SCHOOL DISTRICT,Franklin County,BRANCH,AR,512.00000
1720640,County of Union Sch Dist No43,Union County,Jonesboro,IL,403.00000
1736600,County of Winnebago SD 320,Winnebago County,South Beloit,IL,938.00000
1725770,County of Woodford School,Woodford County,Metamora,IL,952.00000
5301800,Coupeville School District,Island County,Coupeville,WA,1045.00000
4815420,COUPLAND ISD,Williamson County,COUPLAND,TX,163.00000
5900065,Cove Day School,Apache County,Red Valley,AZ,38.00000
4400210,Coventry,Kent County,Coventry,RI,4548.00000
3904999,Coventry Local,Summit County,Coventry Township,OH,1757.00000
0900960,Coventry School District,Tolland County,Coventry,CT,1673.00000
5003360,Coventry School District,Orleans County,Coventry,VT,141.00000
2610980,Covert Public Schools,Van Buren County,COVERT,MI,369.00000
0610050,Covina-Valley Unified,Los Angeles County,Covina,CA,11660.00000
5100990,COVINGTON CITY PBLC SCHS,Covington city,Covington,VA,1018.00000
1802430,Covington Community School Corp,Fountain County,Covington,IN,894.00000
0100930,Covington County,Covington County,Andalusia,AL,3056.00000
2801290,COVINGTON COUNTY SCHOOL DISTRICT,Covington County,Collins,MS,2724.00000
3904533,Covington Exempted Village,Miami County,Covington,OH,772.00000
2101350,Covington Independent,Kenton County,Covington,KY,4119.00000
4815480,COVINGTON ISD,Hill County,COVINGTON,TX,301.00000
4008790,COVINGTON-DOUGLAS,Garfield County,Covington,OK,272.00000
1807020,Cowan Community School Corp,Delaware County,Muncie,IN,804.00000
1700176,Cowden-Herrick CUSD 3A,Shelby County,Cowden,IL,326.00000
4008850,COWETA,Wagoner County,Coweta,OK,3364.00000
1301500,Coweta County,Coweta County,Newnan,GA,22855.00000
2910230,COWGILL R-VI,Caldwell County,COWGILL,MO,51.00000
3608490,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,Greene County,COXSACKIE,NY,1275.00000
4008940,COYLE,Logan County,Coyle,OK,310.00000
3105460,COZAD COMMUNITY SCHOOLS,Dawson County,COZAD,NE,951.00000
1711100,Crab Orchard CUSD 3,Williamson County,Marion,IL,521.00000
2100290,Craft Academy,Rowan County,Morehead,KY,1.00000
5003390,CRAFTSBURY TOWN SCHOOL DISTRICT,Orleans County,Craftsbury Common,VT,210.00000
0200090,Craig City School District,Prince of Wales-Hyder Census Area,Craig,AK,560.00000
5101020,CRAIG CO PBLC SCHS,Craig County,New Castle,VA,588.00000
2910260,CRAIG R-III,Holt County,CRAIG,MO,45.00000
4207050,Cranberry Area SD,Venango County,Seneca,PA,1151.00000
2304620,Cranberry Isles Public Schools,Hancock County,Mount Desert,ME,11.00000
3403540,Cranbury Township School District,Middlesex County,Cranbury,NJ,484.00000
4815510,CRANDALL ISD,Kaufman County,CRANDALL,TX,4592.00000
5502910,Crandon School District,Forest County,Crandon,WI,847.00000
0402400,Crane Elementary District (4501),Yuma County,YUMA,AZ,6295.00000
4815540,CRANE ISD,Crane County,CRANE,TX,1174.00000
2910290,CRANE R-III,Stone County,CRANE,MO,570.00000
4815570,CRANFILLS GAP ISD,Bosque County,CRANFILLS GAP,TX,128.00000
3403570,Cranford Public School District,Union County,Cranford,NJ,3779.00000
4400240,Cranston,Providence County,Cranston,RI,10475.00000
3703310,Craven County Schools,Craven County,New Bern,NC,13410.00000
2611030,Crawford AuSable Schools,Crawford County,GRAYLING,MI,1626.00000
4207080,Crawford Central SD,Crawford County,Meadville,PA,3437.00000
2905640,CRAWFORD CO. R-I,Crawford County,BOURBON,MO,960.00000
2910410,CRAWFORD CO. R-II,Crawford County,CUBA,MO,1319.00000
1301530,Crawford County,Crawford County,Roberta,GA,1693.00000
1802440,Crawford County Community Sch Corp,Crawford County,Marengo,IN,1517.00000
4815600,CRAWFORD ISD,McLennan County,CRAWFORD,TX,581.00000
3105520,CRAWFORD PUBLIC SCHOOLS,Dawes County,CRAWFORD,NE,186.00000
1802460,Crawfordsville Community Schools,Montgomery County,Crawfordsville,IN,2617.00000
5900113,Crazy Horse School,Jackson County,Wanblee,SD,184.00000
0803150,Creede School District,Mineral County,CREEDE,CO,81.00000
3100140,CREEK VALLEY SCHOOLS,Deuel County,CHAPPELL,NE,192.00000
3105550,CREIGHTON COMMUNITY PUBLIC SCHOOLS,Knox County,CREIGHTON,NE,289.00000
0402430,Creighton Elementary District (4263),Maricopa County,PHOENIX,AZ,5771.00000
0100960,Crenshaw County,Crenshaw County,Luverne,AL,2249.00000
4009000,CRESCENT,Logan County,Crescent,OK,557.00000
1700323,Crescent Iroquois CUSD 249,Iroquois County,Crescent City,IL,78.00000
5301830,Crescent School District,Clallam County,JOYCE,WA,366.00000
3403600,Cresskill Public School District,Bergen County,Cresskill,NJ,1812.00000
2008040,Crest,Anderson County,Colony,KS,236.00000
3910008,Crestline Exempted Village,Crawford County,Crestline,OH,590.00000
1711220,Creston CCSD 161,Ogle County,Creston,IL,92.00000
1908310,Creston Comm School District,Union County,Creston,IA,1504.00000
3007710,Creston Elem,Flathead County,Kalispell,MT,118.00000
5301860,Creston School District,Lincoln County,CRESTON,WA,83.00000
3905035,Crestview Local,Van Wert County,Convoy,OH,822.00000
3904942,Crestview Local,Richland County,Ashland,OH,1007.00000
3904643,Crestview Local,Columbiana County,Columbiana,OH,1203.00000
3904918,Crestwood Local,Portage County,Mantua,OH,1578.00000
2600016,Crestwood School District,Wayne County,DEARBORN HTS,MI,3890.00000
4205460,Crestwood SD,Luzerne County,Mountain Top,PA,2845.00000
4103690,Creswell SD 40,Lane County,Creswell,OR,1298.00000
1711250,Crete Monee CUSD 201U,Will County,Crete,IL,4496.00000
3100095,CRETE PUBLIC SCHOOLS,Saline County,CRETE,NE,2130.00000
1711290,Creve Coeur SD 76,Tazewell County,Creve Coeur,IL,527.00000
0803180,Cripple Creek-Victor School District No. Re-1,Teller County,CRIPPLE CREEK,CO,367.00000
1301560,Crisp County,Crisp County,Cordele,GA,3922.00000
2101380,Crittenden County,Crittenden County,Marion,KY,1443.00000
5502970,Crivitz School District,Marinette County,Crivitz,WI,786.00000
2910350,CROCKER R-II,Pulaski County,CROCKER,MO,575.00000
4700850,Crockett County,Crockett County,Alamo,TN,2012.00000
4815690,CROCKETT COUNTY CONSOLIDATED CSD,Crockett County,OZONA,TX,811.00000
4815720,CROCKETT ISD,Houston County,CROCKETT,TX,1309.00000
3105630,CROFTON COMMUNITY SCHOOLS,Knox County,CROFTON,NE,324.00000
0900990,Cromwell School District,Middlesex County,Cromwell,CT,1968.00000
2709690,CROMWELL-WRIGHT PUBLIC SCHOOLS,Carlton County,CROMWELL,MN,335.00000
5602370,Crook County School District #1,Crook County,Sundance,WY,1201.00000
4103720,Crook County SD,Crook County,Prineville,OR,3071.00000
